year,personnes_NOUN in_ADJ,personnes_NOUN fines_ADJ
1867,1.0190904120577216e-08,5.82337378318698e-09
1868,1.0373735648272486e-08,1.4819622196071691e-09
1869,1.2208797528501236e-08,0.0
1870,1.0894693147633916e-08,5.734048791339319e-10
1871,1.0621176826930423e-08,0.0
1872,4.8378714367913744e-09,4.23313739617015e-09
1873,5.9860045809045914e-09,5.986004469882289e-10
1874,2.389843628547439e-08,0.0
1875,1.1443054226401017e-08,0.0
1876,1.3301232781870453e-08,0.0
1877,1.0514187187560253e-08,1.8554447978047506e-09
1878,4.22736201599605e-09,0.0
1879,9.163987568783227e-09,0.0
1880,5.776061406947974e-09,1.2835692508872398e-09
1881,1.045876096839038e-08,0.0
1882,7.320923423037584e-09,0.0
1883,5.6874050469168935e-09,6.319338941018771e-10
1884,4.621187876807653e-09,0.0
1885,3.86738152613475e-09,0.0
1886,7.744156427236248e-09,1.2906927748801422e-09
1887,1.7628096316002484e-08,1.9586774424595887e-09
1888,6.974676169946292e-09,0.0
1889,9.397704836544563e-09,1.2530273485467092e-09
1890,9.831579994568074e-09,0.0
1891,3.824531802365527e-09,0.0
1892,2.5074049503359674e-09,0.0
1893,2.4633666773077323e-09,1.2316833108982905e-09
1894,5.671385139294216e-09,0.0
1895,4.213029924926559e-09,0.0
1896,1.0024948871034667e-08,5.89702897624278e-10
1897,3.4960281336537946e-09,5.826713556089658e-10
1898,1.527755821850718e-08,0.0
1899,2.2110313580014918e-09,0.0
1900,2.07642125715779e-09,1.5573159428683425e-09
1901,8.941982265753268e-09,5.588738916095792e-10
1902,2.9461704187383475e-09,3.928227076954727e-09
1903,8.100330184390714e-09,5.400220270956879e-10
1904,4.299700151477737e-09,0.0
1905,7.2250627702885595e-09,0.0
1906,1.0288368990085672e-08,0.0
1907,3.0857059130084963e-09,5.142843373384665e-10
1908,3.929111258571538e-09,0.0
1909,1.4852655993990993e-08,0.0
1910,2.67207544979442e-09,0.0
1911,4.788336727123976e-09,0.0
1912,3.646594803896619e-09,0.0
1913,5.833288518886093e-09,2.121195885607108e-09
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,4.712304768617059e-09,2.3561523843085297e-09
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-08,0.0
1919,3.6831393490643904e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,3.0290989716519334e-09,1.5145494858259667e-09
1922,7.377935484775833e-10,0.0
1923,8.492758496458919e-09,0.0
1924,6.445812328337297e-09,0.0
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,3.4278122562625413e-09,0.0
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,0.0
1932,1.0959536611565568e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,1.196828414151696e-09,0.0
1936,4.849885826274658e-09,0.0
1937,2.1404900962807005e-08,0.0
1938,2.074434313215079e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,4.357008087652048e-09
1946,6.960552134671616e-09,0.0
1947,1.1920871179071924e-08,1.1920870957027319e-09
1948,3.2615663503321457e-09,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,5.317680518146517e-09,0.0
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,0.0
1956,3.488456634670456e-09,0.0
1957,1.7670075402875796e-09,6.184526224473075e-09
1958,3.3088973783179654e-09,0.0
1959,2.325224457422337e-09,2.325224457422337e-09
1960,6.920833350854139e-10,0.0
1961,5.55852741612739e-09,2.779263708063695e-09
1962,6.341956404476434e-10,6.341956404476434e-10
1963,1.2932106496776896e-09,0.0
1964,1.2167936658258327e-09,1.8251904432275978e-09
1965,2.188817349590977e-09,0.0
1966,1.6617224263271169e-09,1.1078149508847446e-09
1967,3.944268467392931e-09,4.930335584241163e-10
1968,2.245707841908029e-09,0.0
1969,1.8167030935156703e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,0.0
1971,4.1107179882260425e-09,0.0
1972,1.5390440033513642e-09,5.130146862875051e-10
1973,1.102640756478479e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,1.7134440533084216e-09,0.0
1976,1.142705374768127e-09,1.142705374768127e-09
1977,1.7630346071939584e-09,0.0
1978,2.3762365408686037e-09,0.0
1979,5.851973350345929e-10,5.851973350345929e-10
1980,2.8425752862659692e-09,5.685150683554241e-10
1981,1.2651099057237047e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,2.526126308133314e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,4.196139880008332e-09,0.0
1987,3.6664902225425067e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,5.4881220679092735e-09,0.0
1990,2.179460389939436e-09,5.44865097484859e-10
1991,4.68917216167597e-09,0.0
1992,1.1019888335184191e-09,0.0
1993,3.323524566667402e-09,5.539207426075166e-10
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,9.760411145975922e-09,5.422450821690461e-10
1996,4.80428297144897e-09,1.6014276571496566e-09
1997,2.876936688878118e-09,9.58978896292706e-10
1998,2.86087753487152e-09,0.0
1999,2.7421207526856506e-09,0.0
2000,3.97622823555821e-09,4.4180314962005696e-10
2001,2.6287270138425356e-09,4.3812117822561447e-10
2002,3.504977197366088e-09,4.38122149670761e-10
2003,2.9168460979889232e-09,4.1669229178253886e-10
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,2.251874686720612e-09,9.007499190971657e-10
2006,1.6471559671771274e-09,0.0
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,8.514879357157668e-10,0.0
2009,4.76819250749827e-10,4.76819250749827e-10
2010,3.7790344187271785e-09,0.0
2011,3.059177577924288e-09,0.0
2012,6.808505426114664e-10,6.808505426114664e-10
2013,8.367375126105969e-10,8.367375126105969e-10
2014,6.496335691608124e-10,6.496335691608124e-10
2015,0.0,2.2165753954528356e-10
2016,4.1426800878596737e-10,1.0356699942093428e-09
2017,2.515611330355938e-10,5.031222660711876e-10
2018,5.162933414126769e-10,0.0
2019,7.65296326310505e-10,2.55098775436835e-10
