year,deux_DET acteurs_NOUN,deux_DET facteurs_NOUN
1883,4.7395041335995813e-08,4.669991353623004e-07
1884,5.3473746319809834e-08,5.419993165389769e-07
1885,7.412481117796688e-08,5.046932711749719e-07
1886,6.969740695694782e-08,4.168937728366018e-07
1887,8.55289146173277e-08,5.536527822869175e-07
1888,4.882273341166865e-08,5.96651828388417e-07
1889,7.392861256505512e-08,5.344161504439171e-07
1890,6.030035493154173e-08,6.016926654694998e-07
1891,6.182993494974198e-08,6.335974553905999e-07
1892,4.638699335757224e-08,6.406419643667505e-07
1893,6.959010789842068e-08,7.390099785453685e-07
1894,6.742647062907281e-08,5.999065404438397e-07
1895,7.824198755557177e-08,6.126949294582573e-07
1896,8.727602818225932e-08,8.273531832969638e-07
1897,6.700720334151811e-08,7.813622957542066e-07
1898,6.790025630643015e-08,6.597642006056503e-07
1899,5.803957314753916e-08,6.915000696494644e-07
1900,6.540726804615815e-08,7.542600286569723e-07
1901,7.097698517810613e-08,7.572741154149298e-07
1902,9.23133374186591e-08,7.345784780454778e-07
1903,4.10416749474507e-08,7.430703163890939e-07
1904,8.491907621532846e-08,7.330988758269541e-07
1905,6.915416950192821e-08,7.245705759828525e-07
1906,3.2922780501820625e-08,8.287281403340785e-07
1907,4.0628461928093884e-08,9.375403209332944e-07
1908,7.710880911560025e-08,7.553716407926458e-07
1909,5.22593421869999e-08,7.888410138434665e-07
1910,4.2218791684867085e-08,8.33687529677718e-07
1911,6.065226543228164e-08,9.560712257439263e-07
1912,5.469892183640468e-08,8.694523998542536e-07
1913,5.515109391396322e-08,8.553722707915767e-07
1914,4.8216556081115414e-08,8.417806824922991e-07
1915,2.8273829055791566e-08,8.941598323986e-07
1916,2.6369908923129515e-08,1.1174248797374275e-06
1917,2.302949086985251e-08,1.0845793951830274e-06
1918,2.412139110674616e-08,9.683015349537527e-07
1919,5.340551911814373e-08,7.964788828473957e-07
1920,4.921950624847682e-08,9.404711605043303e-07
1921,3.710646367949266e-08,1.0639710197324348e-06
1922,4.869437564281043e-08,1.1096415235556378e-06
1923,6.475728309141005e-08,8.184895818885707e-07
1924,7.606058316511621e-08,1.044221569657111e-06
1925,8.028670195336929e-08,9.612407652070942e-07
1926,6.576221700527185e-08,1.0455078154336661e-06
1927,7.91594940707796e-08,7.982845033893682e-07
1928,8.798051620573233e-08,1.002063811483822e-06
1929,8.021092301468968e-08,8.64495511621044e-07
1930,5.56691004405252e-08,1.0755690595942724e-06
1931,5.7026785071911945e-08,1.0606982172589596e-06
1932,4.9317913752844333e-08,9.633432682676357e-07
1933,5.276504788653824e-08,1.1057717870244232e-06
1934,8.027658893183798e-08,1.2245175398106767e-06
1935,4.906996498021954e-08,1.2064030840974738e-06
1936,3.758661559771781e-08,1.2549079571044786e-06
1937,5.666003222160043e-08,1.2817758516803224e-06
1938,6.093650739558143e-08,1.4676622726028654e-06
1939,4.5882150523368637e-08,1.2342299271494994e-06
1940,2.0286263113789005e-08,1.3490365233792545e-06
1941,5.607854980382854e-08,1.2248735856701387e-06
1942,8.799214157306778e-08,1.4503532526077834e-06
1943,8.419382169222445e-08,1.416778744101066e-06
1944,6.105053529381621e-08,1.5519689497978106e-06
1945,6.97121307347004e-08,1.2243192486494081e-06
1946,6.682129782831225e-08,1.4227368581032351e-06
1947,9.536696499168329e-08,1.3065274373502689e-06
1948,7.610321173245893e-08,1.5264131008052573e-06
1949,6.970075805412534e-08,1.606062568271227e-06
1950,8.508289006670111e-08,1.440027972421376e-06
1951,7.56959490644249e-08,1.3369397606766142e-06
1952,8.752187419247548e-08,1.4994711392546378e-06
1953,6.8952495269059e-08,1.5751335809000011e-06
1954,1.1922494369542846e-07,1.487380046683029e-06
1955,7.508486588037044e-08,1.5486252777918708e-06
1956,6.889701875678611e-08,1.515734439294647e-06
1957,8.569986853501632e-08,1.7245993717551755e-06
1958,9.843969461797997e-08,1.745443341860664e-06
1959,7.673240709493712e-08,1.6687360187006561e-06
1960,1.0658083038350696e-07,1.687991272092404e-06
1961,1.0074831013895391e-07,1.7453775740250421e-06
1962,9.83003252130743e-08,1.572171044017523e-06
1963,8.987813782113108e-08,1.7167371311188617e-06
1964,9.856028793109317e-08,1.5842653056097333e-06
1965,1.1162968505118442e-07,1.583609360977789e-06
1966,1.2462918075328844e-07,1.5686659651237278e-06
1967,9.416940915940586e-08,1.536785617872738e-06
1968,1.2036994601061224e-07,1.5648092528408597e-06
1969,1.112730667607309e-07,1.6050572355652548e-06
1970,1.3796174602731526e-07,1.4844684130821406e-06
1971,1.4849968721364348e-07,1.5877648138484801e-06
1972,1.47748234979872e-07,1.6513942853180197e-06
1973,1.516131078460603e-07,1.5034507043765188e-06
1974,1.6932970581251539e-07,1.7146742266049841e-06
1975,1.1308730663017741e-07,1.6591849600899877e-06
1976,1.3541058940802486e-07,1.5992161763733748e-06
1977,1.616115028468812e-07,1.653726457107041e-06
1978,1.4792072811076196e-07,1.6152468162999867e-06
1979,1.5449209733731095e-07,1.5882255866017658e-06
1980,1.910210674083146e-07,1.6583584283580421e-06
1981,2.1064079192001373e-07,1.721182030678392e-06
1982,2.1602107658225123e-07,1.6480918532124633e-06
1983,2.0145857959619207e-07,1.8554399048298365e-06
1984,2.0470499606517478e-07,1.728684452473317e-06
1985,1.8888851727183464e-07,1.7102231879562169e-06
1986,2.032130517193309e-07,1.7102267122481862e-06
1987,2.071566918004919e-07,1.7593041263808118e-06
1988,2.3566456874846153e-07,1.8085606541262678e-06
1989,2.9196809592235695e-07,1.6815606045383902e-06
1990,2.217601009490977e-07,1.676005069839448e-06
1991,2.526291549287407e-07,1.6652422516472143e-06
1992,2.3913158031518833e-07,1.5328664915159607e-06
1993,2.426172827085793e-07,1.6285269737181807e-06
1994,2.6532880603724607e-07,1.5518833720307157e-06
1995,2.9010110758065366e-07,1.664150147462351e-06
1996,2.68506045841832e-07,1.5309648517813912e-06
1997,3.327656870055762e-07,1.65711557542636e-06
1998,3.45212550101337e-07,1.6230712276410486e-06
1999,3.4413614002914983e-07,1.547470077412072e-06
2000,3.4593186803988374e-07,1.5723774140496971e-06
2001,3.3735330973172495e-07,1.6197339505197306e-06
2002,2.720738478956264e-07,1.4979396496528352e-06
2003,3.575219942320018e-07,1.6155160267317115e-06
2004,3.3784748154630506e-07,1.5108433615296235e-06
2005,3.783149793434859e-07,1.6411663352755568e-06
2006,3.9367028037418095e-07,1.4614390977385483e-06
2007,3.5111473906113133e-07,1.3733020693962317e-06
2008,3.465555806769771e-07,1.434757194829217e-06
2009,2.9419748592829364e-07,1.3842062287494628e-06
2010,3.1460461258348005e-07,1.248026052280693e-06
2011,3.1815447698591015e-07,1.1479563681859872e-06
2012,2.5599980268964373e-07,1.0239992462857117e-06
2013,2.7417097925308553e-07,9.257106086124622e-07
2014,2.381989663291506e-07,7.789106462041673e-07
2015,2.387251747393293e-07,7.214952830736365e-07
2016,2.334400193149122e-07,7.13369516347484e-07
2017,2.30178432758521e-07,7.166976843109296e-07
2018,2.1658506277333345e-07,7.429460850971736e-07
2019,2.2372162078454494e-07,6.635119262909939e-07
