year,des_DET humeurs_NOUN,des_DET fumeurs_NOUN
1872,2.3221782186055862e-07,2.963196255034717e-08
1873,3.89688878499328e-07,4.728943653331541e-08
1874,3.100822230095446e-07,3.58476540673891e-08
1875,1.922433152667935e-07,4.691652111254996e-08
1876,3.8150352210664096e-07,6.166934873874652e-08
1877,3.6861503449614474e-07,5.813727133041624e-08
1878,2.572651762733358e-07,5.435179772916854e-08
1879,2.0038586612258769e-07,3.2990355114392855e-08
1880,2.182067735390092e-07,6.738738722589233e-08
1881,2.2800099408470942e-07,6.484432163444964e-08
1882,1.896784747046354e-07,3.9266770945900475e-08
1883,2.8752992831115876e-07,4.423537297570945e-08
1884,1.9078903967795213e-07,4.357119820497246e-08
1885,1.360029071584279e-07,4.7697703564608673e-08
1886,1.8069699536660266e-07,4.0656824018547866e-08
1887,9.858676008889233e-08,5.223139770693663e-08
1888,1.3251884745102416e-07,6.086990023135286e-08
1889,1.5224281868508882e-07,2.694008766068734e-08
1890,2.0515230103601567e-07,5.702316185907108e-08
1891,1.880394946418562e-07,4.716922930025902e-08
1892,2.457256851329248e-07,6.581938127858677e-08
1893,2.8821389741473524e-07,5.542574849082271e-08
1894,2.7789788448195907e-07,3.969969641914872e-08
1895,2.190775665322775e-07,3.791727198887429e-08
1896,2.0049898807883437e-07,4.54071228950248e-08
1897,1.7130537499632226e-07,5.4188435516522304e-08
1898,1.8842321480860846e-07,4.80960165027966e-08
1899,1.9235972104070242e-07,4.587890245488779e-08
1900,1.3341007099043622e-07,7.838490145850585e-08
1901,1.5313144263728873e-07,3.912117219062594e-08
1902,1.0900830416105123e-07,4.3210496514234364e-08
1903,1.4148577109907023e-07,4.752193794033133e-08
1904,1.1824175505381618e-07,3.70849146946739e-08
1905,1.517263115147216e-07,4.696290584194074e-08
1906,1.6512832645698694e-07,3.961022032594741e-08
1907,8.948547747245073e-08,5.297128780057392e-08
1908,1.3260750342247718e-07,7.023286707763532e-08
1909,1.8758353981240816e-07,7.536347634840013e-08
1910,9.512588139415357e-08,5.1838262793424406e-08
1911,1.314132364038656e-07,6.75687537032843e-08
1912,1.906648154914592e-07,8.126697370602898e-08
1913,1.4583222340824875e-07,8.696902958904573e-08
1914,1.325955208963947e-07,4.2859159776753586e-08
1915,7.775303201285055e-08,2.591767678250534e-08
1916,1.2525707315802492e-07,4.504859596465849e-08
1917,1.1953402179187833e-07,3.5092558192673096e-08
1918,8.040463228553563e-08,4.5945505178224266e-08
1919,1.1509810310394997e-07,4.603924314006136e-08
1920,1.5371630768257205e-07,3.8618381825727965e-08
1921,1.9386233418572374e-07,2.7261891522023518e-08
1922,1.719058992932787e-07,3.9840853283124034e-08
1923,1.3482254246355296e-07,2.229349149729387e-08
1924,1.4954283844570426e-07,3.9964035636330664e-08
1925,1.704717618178364e-07,3.739380360912037e-08
1926,1.6496285548672773e-07,2.3406890647947876e-08
1927,1.4939961223703335e-07,3.2332753363562006e-08
1928,9.826395297451995e-08,3.427812345080383e-08
1929,1.4148316496154223e-07,4.121950469837543e-08
1930,1.7015838249534454e-07,9.768351327821279e-08
1931,1.7450196310164756e-07,3.877821264097747e-08
1932,1.60009234417835e-07,2.8494795967226594e-08
1933,2.5006043014030865e-07,3.3264919485631594e-08
1934,1.2700475338078832e-07,1.5576054224197833e-08
1935,1.8191792516830674e-07,2.752705441366743e-08
1936,2.3885687427949165e-07,5.092379984361628e-08
1937,1.44797851930889e-07,1.7627565185307503e-08
1938,1.0372171743711078e-07,1.1668692678767911e-08
1939,1.5294050115244318e-07,1.988226561167039e-08
1940,9.128818589942966e-08,2.2822046474857416e-08
1941,1.6233264732434805e-07,2.9515025534720962e-08
1942,9.709477666319799e-08,4.247896612241675e-08
1943,1.567747038855316e-07,3.193558706371391e-08
1944,9.960876923287287e-08,5.7837350908584995e-08
1945,1.241747327185294e-07,4.1391575500426825e-08
1946,1.5174003920037649e-07,2.7842208538686464e-08
1947,1.6212384457148232e-07,2.1457568166738383e-08
1948,1.3263702980381709e-07,3.587722940956439e-08
1949,9.326157623945619e-08,1.9634016634739737e-08
1950,1.6697517546404583e-07,2.3397795700930146e-08
1951,1.5459032376430315e-07,3.411648485940333e-08
1952,1.5395413188734608e-07,2.741649041126948e-08
1953,1.508335856215126e-07,3.663101422191062e-08
1954,1.3974726664756076e-07,2.3454086450769296e-08
1955,1.2013577865843672e-07,2.627970197011109e-08
1956,1.3692192846193052e-07,2.3547081617891763e-08
1957,1.0160293656413799e-07,3.4456648034808524e-08
1958,1.1415696055117053e-07,4.053399360604004e-08
1959,1.1161076796106784e-07,3.410329141306789e-08
1960,1.038125012620128e-07,1.6610000264094538e-08
1961,1.674506391324826e-07,1.8065214379969774e-08
1962,1.6489086007709375e-07,4.502789119342765e-08
1963,1.1832877788719998e-07,2.7804028301936512e-08
1964,1.7035110722041225e-07,2.7986255035639118e-08
1965,1.4336753650923129e-07,3.009623894545399e-08
1966,1.47339382583489e-07,4.043524626240469e-08
1967,1.4889613542123925e-07,4.141481757535814e-08
1968,1.311493366129568e-07,5.1651281002262905e-08
1969,1.0627712998534378e-07,5.586362072929063e-08
1970,1.8854772898535543e-07,6.116304196446265e-08
1971,1.274322523059368e-07,3.956565930440803e-08
1972,1.1235021712963089e-07,5.5918598862447766e-08
1973,1.0750747270193983e-07,3.693846495345099e-08
1974,1.1082376094595503e-07,4.331690123260401e-08
1975,1.0452008991634898e-07,4.0551510149811065e-08
1976,1.1198512683829875e-07,3.770927714530359e-08
1977,1.0754511026167535e-07,4.583889967602062e-08
1978,1.4851478580268918e-07,5.0495026271413224e-08
1979,1.33424993054021e-07,4.857137914093812e-08
1980,1.9158958242115887e-07,4.036457129652504e-08
1981,1.7395260831776227e-07,3.4790523462113754e-08
1982,1.3594429393304353e-07,3.9107265425997184e-08
1983,1.477784010717187e-07,3.599730069581142e-08
1984,1.5077422538256613e-07,5.219107723775096e-08
1985,1.8407607438319928e-07,4.511668549866954e-08
1986,1.8223235187520004e-07,5.3350919737571445e-08
1987,1.53381495948679e-07,3.422057376356591e-08
1988,2.0028490133050525e-07,4.8572086797094016e-08
1989,1.4763048339361262e-07,4.170972900396919e-08
1990,1.6400440072672495e-07,4.7403264924472666e-08
1991,1.5357038529728584e-07,4.1030257413865456e-08
1992,1.7135926988487427e-07,8.926109479334698e-08
1993,1.761467975924802e-07,6.591656520615885e-08
1994,1.8198497242494227e-07,4.167192091397709e-08
1995,1.6158903437535344e-07,6.01892056195652e-08
1996,2.0658416666208268e-07,3.896807454495388e-08
1997,2.2583953140919988e-07,7.000546276003661e-08
1998,1.9072516521667637e-07,6.246249217856104e-08
1999,2.010888483505724e-07,5.210029310753761e-08
2000,1.5949094045453194e-07,5.699260507974202e-08
2001,1.752484761752271e-07,5.213641890433607e-08
2002,2.1687045892448964e-07,6.83470566253952e-08
2003,1.762608441424618e-07,5.625345878002008e-08
2004,1.9953705043818104e-07,8.765534667554142e-08
2005,1.833026068709387e-07,7.476224284097555e-08
2006,1.8118715017223508e-07,9.759399216546782e-08
2007,2.1530243832224016e-07,7.549566449771561e-08
2008,1.8306991211858303e-07,1.0430727415133845e-07
2009,2.0550909685113083e-07,5.2450119136793205e-08
2010,2.2863158388730653e-07,9.258634614539574e-08
2011,2.0152332913525584e-07,1.0592402399645096e-07
2012,1.892764442956718e-07,1.0689353313608763e-07
2013,1.8770811394119846e-07,8.646287774638495e-08
2014,2.3733278808890645e-07,8.315309521500502e-08
2015,1.9129045258914346e-07,6.937880847601718e-08
2016,2.0112711585085208e-07,7.249690492372451e-08
2017,1.9043177834632274e-07,8.024800202122151e-08
2018,1.8793077316558993e-07,6.815072250976328e-08
2019,1.6683460479782752e-07,8.061121031799345e-08
