year,diverses_ADJ eaux_NOUN
1957,3.710715790194996e-08
1958,2.398950516013798e-08
1959,2.0151944668533872e-08
1960,2.9067499629498172e-08
1961,2.779263752472616e-08
1962,2.6002020536708415e-08
1963,3.6856502627635734e-08
1964,1.520992043424485e-08
1965,2.2982582947861374e-08
1966,2.326411419062424e-08
1967,1.824224149515885e-08
1968,2.0211371187794924e-08
1969,1.9983733778872192e-08
1970,2.9431840076199478e-08
1971,2.8261185502920227e-08
1972,1.333838212103089e-08
1973,2.260413545229767e-08
1974,1.5751600912494723e-08
1975,1.5420996035686585e-08
1976,1.7140580510499603e-08
1977,1.2928919990162768e-08
1978,1.2475242172627077e-08
1979,1.2289143924704149e-08
1980,7.95921106799824e-09
1981,2.2771977858937476e-08
1982,1.9864007327896616e-08
1983,1.2630632539867293e-08
1984,5.799008384599347e-09
1985,1.4437339324047116e-08
1986,7.792831324682226e-09
1987,7.944062296871834e-09
1988,7.195864348830128e-09
1989,2.1952488715726304e-09
1990,5.993515905799995e-09
1991,4.689171995142516e-09
1992,3.856960972825618e-09
1993,8.308811416668505e-09
1994,1.9517228722065738e-08
1995,6.506940763983948e-09
1996,1.1743802375008272e-08
1997,4.794894259418925e-09
1998,3.814503379828693e-09
1999,5.484241505371301e-09
2000,3.092622158362701e-09
2001,6.133696661692056e-09
2002,3.504977141854937e-09
2003,3.7502307925763034e-09
2004,2.642874807889939e-09
2005,7.205999352777326e-09
2006,8.235780057930242e-09
2007,5.592271090648637e-09
2008,2.128719839289417e-09
2009,2.860915504498962e-09
2010,2.3618964561933353e-09
2011,5.353560705856353e-09
2012,3.744677901096338e-09
2013,8.925200134513034e-09
2014,5.413613113347537e-09
2015,2.881548111233201e-09
2016,7.871092222444531e-09
2017,3.773417134311785e-09
2018,3.614053334377587e-09
2019,3.826481798085979e-09
