year,deux_DET airs_NOUN,deux_DET fers_NOUN
1846,2.2832555401919308e-08,7.435216886619855e-08
1847,1.941560512364049e-08,8.844886778547334e-08
1848,3.298541073615269e-08,7.240699684274432e-08
1849,3.686942506853086e-08,6.368355265351511e-08
1850,5.838536765168101e-08,5.159637073148815e-08
1851,3.353708155628965e-08,6.707415978191023e-08
1852,6.445439737490233e-08,9.700712499949304e-08
1853,4.598387448595531e-08,1.164526697294832e-07
1854,7.118060402211412e-08,8.572846432741699e-08
1855,6.156047405170284e-08,7.00515663254464e-08
1856,5.694908311593139e-08,9.00830947614395e-08
1857,7.175818117488575e-08,1.200851200700015e-07
1858,8.172439253106845e-08,8.319249467092504e-08
1859,3.97189512391094e-08,1.023526832177879e-07
1860,5.8130236957332215e-08,4.943358522524477e-08
1861,5.847795042646098e-08,7.356903375388413e-08
1862,8.177555432808958e-08,9.08115271869292e-08
1863,2.2975256364077268e-08,9.439833537072673e-08
1864,7.096197229827794e-08,1.3185501668289135e-07
1865,4.2832282387550435e-08,1.1484700301878092e-07
1866,5.1088934416299026e-08,1.075300453123873e-07
1867,6.939520247328801e-08,1.1695275503598168e-07
1868,4.6434817546625595e-08,1.1213513850805157e-07
1869,8.399653195212409e-08,1.0646072057252098e-07
1870,4.587238944253613e-08,1.2729588672044656e-07
1871,2.1242353653860846e-08,1.0090118096606204e-07
1872,5.019291648977742e-08,1.0159529839626202e-07
1873,6.105724315030869e-08,1.4067111120397158e-07
1874,4.779687134970345e-08,1.8222558129110666e-07
1875,5.893172794202428e-08,1.7279011466087013e-07
1876,6.287855258690911e-08,1.3119851693943474e-07
1877,7.050690165044671e-08,1.3792139386126223e-07
1878,1.316521327510145e-07,1.8298438320130117e-07
1879,3.6655949942066e-08,1.6556271553724855e-07
1880,5.005920211686998e-08,1.0653625093226538e-07
1881,9.41288524902717e-08,1.1295462343241525e-07
1882,7.587138917131142e-08,8.851662158804174e-08
1883,7.140853064413477e-08,1.263867783762862e-07
1884,4.291103117282091e-08,1.5910089867787747e-07
1885,4.318576085626802e-08,1.4760505617772424e-07
1886,4.9046325889534614e-08,1.1745303907240157e-07
1887,5.35371814103236e-08,1.273140257662675e-07
1888,4.755461202599065e-08,1.5217474569340084e-07
1889,5.889228527067303e-08,1.6477310182949623e-07
1890,2.9494738484903138e-08,1.4944001147654262e-07
1891,4.653180718516836e-08,1.5808066322620107e-07
1892,2.820830502514582e-08,1.5169800082759366e-07
1893,5.4194064402768305e-08,1.6011883197109e-07
1894,4.2850465620247746e-08,1.865255612187866e-07
1895,6.43991759918805e-08,1.552802553206334e-07
1896,4.0099797649073565e-08,1.4211840326794345e-07
1897,4.3700353113962365e-08,1.7014002962056907e-07
1898,4.413516951906615e-08,2.585868048576856e-07
1899,4.5878900678530954e-08,1.4813910453881363e-07
1900,4.412395127051383e-08,1.3912022556183956e-07
1901,3.5767929285057676e-08,1.0115617588013492e-07
1902,2.995273185035785e-08,4.109907525418066e-07
1903,4.6981915247101824e-08,1.3338544668783925e-07
1904,4.568431410945095e-08,1.0695503860347344e-07
1905,4.4898605056076235e-08,7.328278073259753e-08
1906,3.9610220603503166e-08,1.3374879670458029e-07
1907,7.611407992769159e-08,1.2188539022517375e-07
1908,6.041008471235898e-08,1.3653662112034226e-07
1909,3.960708294670212e-08,1.6612969844231884e-07
1910,5.0235016701982715e-08,1.4589530916708782e-07
1911,3.724261854465283e-08,1.1438804148333759e-07
1912,6.668059038261731e-08,1.4638473966321897e-07
1913,7.848425115364321e-08,1.4954430804792196e-07
1914,8.906668824693043e-08,7.09854819369582e-08
1915,2.8273827723523937e-08,7.893110431922423e-08
1916,1.0987461607214755e-08,1.1756584372690781e-07
1917,3.947912752266802e-08,8.553811348122053e-08
1918,1.8378202071289707e-08,1.0797193361611335e-07
1919,5.5247090680055067e-08,1.1141496747413271e-07
1920,7.04217537617069e-08,1.173695927114693e-07
1921,6.739745078698789e-08,1.2873670052204744e-07
1922,5.459672369756419e-08,6.049907186334025e-08
1923,7.006525715169687e-08,8.492758185596472e-08
1924,3.867487285980076e-08,6.574728306230071e-08
1925,5.27912540349007e-08,5.0591619782380803e-08
1926,3.901148493135054e-08,8.359604142249566e-08
1927,6.801026863900717e-08,6.689534570725186e-08
1928,1.0626218438503088e-07,7.312666716607907e-08
1929,6.01581959802644e-08,6.127223373120216e-08
1930,9.348206830850359e-08,9.97842317662645e-08
1931,7.185374428786417e-08,7.071320862195307e-08
1932,7.342889585260082e-08,7.890866271509367e-08
1933,7.341223895451776e-08,7.800050294548555e-08
1934,7.7880272897346e-08,5.990789908594252e-08
1935,6.582556189016486e-08,6.702239030431656e-08
1936,1.0790995830234351e-07,8.123558892236815e-08
1937,3.147779614742774e-08,7.806493496076428e-08
1938,7.779128574636474e-08,7.260520007434934e-08
1939,4.129393449403551e-08,4.8940961505650193e-08
1940,2.02862628917444e-08,5.0715659227762444e-08
1941,1.0330259003765718e-07,1.1806010391524069e-08
1942,6.675265851185941e-08,4.8547388331598995e-08
1943,4.0645293575281016e-08,4.3548528338988035e-08
1944,5.7837349132228155e-08,5.7837350908584995e-08
1945,7.189063611079405e-08,3.485606603348401e-08
1946,1.238978297735116e-07,5.0115973593278795e-08
1947,6.198852764427443e-08,3.576261442539419e-08
1948,7.284165093324191e-08,4.8923494366803766e-08
1949,4.613993886959378e-08,4.515823881501291e-08
1950,1.0635361658017928e-07,6.274863251221063e-08
1951,5.330700991734716e-08,7.569595572576304e-08
1952,3.2688891704601986e-08,4.8506098693223976e-08
1953,7.649417432809003e-08,6.356558046594074e-08
1954,5.374894862519852e-08,4.397641273357067e-08
1955,6.100644922568677e-08,4.8805159913456464e-08
1956,8.28508484040924e-08,4.7966278948763375e-08
1957,4.770920514207688e-08,5.212672393728468e-08
1958,5.2115132875840686e-08,3.7225095228521354e-08
1959,5.8905684330312624e-08,4.72795603778664e-08
1960,4.083291726963978e-08,5.3290416301976506e-08
1961,4.655266566677696e-08,3.890969146880252e-08
1962,4.5027890527293835e-08,4.122271662909682e-08
1963,6.724695289506144e-08,3.7503108174519184e-08
1964,2.5552667426431697e-08,4.258777663856961e-08
1965,5.6909250478742734e-08,5.307882222638227e-08
1966,4.7636043665200134e-08,4.874385872710718e-08
1967,9.909974391097975e-08,4.240088768980854e-08
1968,1.0914140513573756e-07,4.4465018111949917e-08
1969,5.6317797758609345e-08,5.268439196015606e-08
1970,7.128024118174814e-08,4.690699517695407e-08
1971,6.320229040124303e-08,4.419021992774219e-08
1972,1.9699764414182752e-07,3.745007148836521e-08
1973,6.009392056194329e-08,4.5208269350283103e-08
1974,3.206575832637171e-08,6.919453410247911e-08
1975,4.169380662943922e-08,6.853776257642608e-08
1976,5.5421210287676104e-08,7.484720021544433e-08
1977,5.230335708983347e-08,8.168726639556922e-08
1978,7.12870956709466e-08,6.356432735721285e-08
1979,5.091216703778656e-08,5.383815426807104e-08
1980,4.832377969998802e-08,8.755131819526696e-08
1981,6.768338045581856e-08,7.211126673567492e-08
1982,6.021277043632978e-08,9.373328069273157e-08
1983,5.999550367619122e-08,7.19946040561581e-08
1984,5.972978722734723e-08,7.190770345832931e-08
1985,5.594469065783869e-08,5.6546244353583575e-08
1986,4.6756987059914934e-08,6.713823474946423e-08
1987,6.355249421163833e-08,8.127386763590039e-08
1988,6.296381349635283e-08,8.754968616742076e-08
1989,5.707646888453155e-08,8.72611403135437e-08
1990,5.775569966726124e-08,7.246705502339523e-08
1991,9.319729549206457e-08,9.319730009949012e-08
1992,5.234446837087958e-08,9.972998959995039e-08
1993,8.69655588653373e-08,8.530379425053525e-08
1994,6.22441331254997e-08,7.912389987652091e-08
1995,8.892819269856744e-08,1.0356881352535652e-07
1996,5.2313302134621154e-08,8.754471103600281e-08
1997,4.986690405051064e-08,1.2131083115818342e-07
1998,3.671459680720801e-08,8.48726990909654e-08
1999,6.261175472532798e-08,7.906447896388613e-08
2000,6.847948741395271e-08,7.333931928421578e-08
2001,6.440381200567558e-08,7.754744890675624e-08
2002,3.943099197156741e-08,6.659456586177726e-08
2003,7.417122760422501e-08,8.37551477061993e-08
2004,5.197653624167131e-08,7.267905788310713e-08
2005,5.854874474131577e-08,6.800661633832306e-08
2006,6.7533397873909e-08,7.947527835838741e-08
2007,4.673540981992019e-08,1.0385646387334191e-07
2008,6.897052448606722e-08,6.599031232568109e-08
2009,5.531103197675691e-08,7.15228898329201e-08
2010,5.3378861386566e-08,5.1016963098504675e-08
2011,4.053410118665113e-08,4.1681292972661765e-08
2012,4.4255286657524096e-08,6.638292804339585e-08
2013,3.709536461338203e-08,5.885053955267949e-08
2014,6.886115722082309e-08,6.994388224157433e-08
2015,4.8764659379973985e-08,5.5192726833297456e-08
2016,3.438424314716748e-08,4.349814153314924e-08
2017,4.075290205296511e-08,3.0438897624662786e-08
2018,3.1752039775234664e-08,3.4591652653404026e-08
2019,2.90812607328661e-08,3.8519915923629355e-08
