year,leurs_DET in_ADJ,leurs_DET fines_ADJ
1949,9.817008317369869e-10,2.2579119796084512e-08
1950,1.0635361480382244e-09,2.658840370095561e-08
1951,3.1984206394497505e-09,1.1727541604500402e-08
1952,0.0,2.1089607837865287e-09
1953,3.232148326759443e-09,1.2928593307037772e-08
1954,4.886268278880834e-09,2.34540866728139e-08
1955,1.8771215692936494e-09,2.4402580844906652e-08
1956,8.72114158667614e-10,1.831439710997529e-08
1957,2.6505113659425206e-09,1.1485549400447326e-08
1958,2.4816730892496253e-09,2.3162280982091943e-08
1959,7.750747821333448e-10,1.8601795659378695e-08
1960,1.3841666701708277e-09,1.799416715630997e-08
1961,6.948159270159238e-10,2.0844477421899654e-08
1962,2.5367825617905737e-09,1.9660065575521912e-08
1963,1.939815863494232e-09,1.939815996720995e-08
1964,3.041984220075733e-09,1.7035111765650868e-08
1965,1.0944086747954884e-09,2.134096988015699e-08
1966,0.0,1.5509408868297214e-08
1967,1.9721342336964653e-09,2.0214375728855316e-08
1968,1.3474247273492779e-09,2.0211372131484495e-08
1969,2.2708788183223305e-09,1.1354394757745467e-08
1970,2.2993624781975086e-09,1.7015282738341853e-08
1971,2.0553589941130213e-09,9.2491156955532e-09
1972,1.0260293725750103e-09,1.4364410771960934e-08
1973,1.6539611902288698e-09,1.2129047988196362e-08
1974,1.1251143350321513e-09,5.625571564138454e-09
1975,0.0,6.8537762132336866e-09
1976,5.713526873840635e-10,9.712995741040231e-09
1977,4.11374712072643e-09,8.815172591880582e-09
1978,2.970295565063452e-09,1.1287123458103565e-08
1979,1.1703946700691858e-09,6.437170463335917e-09
1980,1.7055452605774235e-09,1.1938816213419301e-08
1981,4.427884725544118e-09,8.855769562110538e-09
1982,1.2415004579935385e-09,7.449002525916626e-09
1983,4.4207211225000265e-09,3.157658134966823e-09
1984,1.739702604197646e-09,5.219107812592938e-09
1985,1.2031116103372597e-09,8.421781494405423e-09
1986,1.1988970927134801e-09,8.392279760016663e-09
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,1.798966087207532e-09,8.395175221664886e-09
1989,2.1952488715726304e-09,1.5915555096057687e-08
1990,2.724325431913144e-09,1.3076762006569709e-08
1991,1.1722930404189924e-09,1.3481370075840715e-08
1992,5.509944167592096e-10,1.1570882529898796e-08
1993,5.539207426075166e-10,1.6063700869484165e-08
1994,1.0549853213248639e-09,9.494867947434926e-09
1995,5.422450821690461e-10,1.3013881527967897e-08
1996,1.067618438099771e-09,6.4057106285986265e-09
1997,9.58978896292706e-10,2.8769365778558154e-09
1998,2.3840645013706308e-09,9.059445638115449e-09
1999,9.140402323914998e-10,6.8553016596695215e-09
2000,4.4180314962005696e-10,1.0161472552283612e-08
2001,1.7524847129024579e-09,1.226739296256163e-08
2002,0.0,1.3143664268078226e-08
2003,1.2500769308587678e-09,1.166738422542224e-08
2004,4.404791253964646e-10,8.80958239690699e-09
2005,4.5037495954858286e-10,7.205999574821931e-09
2006,4.1178899179428186e-10,1.0706514064207084e-08
2007,7.988958938831558e-10,7.589511241690161e-09
2008,1.2772318758180745e-09,8.089135306033057e-09
2009,2.384096253749135e-09,1.2397300519495502e-08
2010,1.4171379625338432e-09,1.086472406486294e-08
2011,7.64794394481072e-10,1.1471915833949353e-08
2012,1.0212758416727752e-09,1.9063814638009546e-08
2013,5.578250084070646e-10,1.980278852009576e-08
2014,0.0,2.1004818884229337e-08
2015,8.866301581811342e-10,2.039249324958803e-08
2016,6.214020409345267e-10,2.7134554825281043e-08
2017,5.031222660711876e-10,1.584835163104259e-08
2018,2.5814667070633845e-10,2.2716906133979364e-08
2019,7.65296326310505e-10,2.0152803648088025e-08
