year,excellents_ADJ acteurs_NOUN,excellents_ADJ facteurs_NOUN
2003,2.0417921575699438e-08,0.0
2004,2.7309706496225772e-08,4.404791253964646e-10
2005,2.1167622321627277e-08,1.3511248786457486e-09
2006,2.6766285188273287e-08,1.6471559671771274e-09
2007,1.3980677948666198e-08,3.994479469415779e-10
2008,1.702975893635994e-08,2.9802078582719105e-09
2009,1.4781396551200032e-08,9.53638501499654e-10
2010,1.2281861749841028e-08,0.0
2011,1.606068167347985e-08,1.529588788962144e-09
2012,1.3957436095779485e-08,6.808505426114664e-10
2013,1.6734750474256543e-08,1.3945624655065103e-09
2014,1.4725027419615344e-08,8.661780737106994e-10
2015,1.0861219479352258e-08,4.433150790905671e-10
2016,1.1599504468051691e-08,6.214020409345267e-10
2017,1.0062445099379147e-08,0.0
2018,1.9102854409425163e-08,5.162933414126769e-10
2019,1.1734544003161318e-08,5.1019755087367e-10
