year,anciens_ADJ feux_NOUN
1946,1.1136883415474585e-08
1947,0.0
1948,4.348755133776194e-09
1949,5.890204768377316e-09
1950,7.444753258312176e-09
1951,5.330700769690111e-09
1952,3.1634410646574906e-09
1953,3.232148326759443e-09
1954,3.9090144454689835e-09
1955,2.815682353940474e-09
1956,8.72114114258693e-09
1957,3.534015080575159e-09
1958,7.445019267748876e-09
1959,1.5501495642666896e-09
1960,6.2287499602575735e-09
1961,5.55852741612739e-09
1962,5.0735651235811474e-09
1963,9.69907976156037e-09
1964,1.8251904432275978e-09
1965,6.5664522708175355e-09
1966,3.3234448526542337e-09
1967,9.860671168482327e-10
1968,3.1439910674890825e-09
1969,3.1792304344691047e-09
1970,5.518470125309705e-09
1971,2.0553589941130213e-09
1972,3.0780880067027283e-09
1973,0.0
1974,2.812785782069227e-09
1975,2.8557400888473694e-09
1976,2.285410749536254e-09
1977,6.464460078348111e-09
1978,2.970295565063452e-09
1979,4.681578680276743e-09
1980,5.116635559687666e-09
1981,5.69299452024552e-09
1982,3.7245013739806154e-09
1983,1.2630632095778083e-09
1984,9.278413592994639e-09
1985,9.02333674446254e-09
1986,4.7955883708539204e-09
1987,9.777306964053878e-09
1988,4.797243047249822e-09
1989,9.329808037250586e-09
1990,3.814055737905164e-09
1991,6.4476117778156095e-09
1992,5.509944167592096e-10
1993,6.093128224193833e-09
1994,3.164955852952289e-09
1995,9.760411145975922e-09
1996,5.871901187504136e-09
1997,4.794894259418925e-09
1998,4.7681290027412615e-09
1999,2.7421207526856506e-09
2000,3.97622823555821e-09
2001,3.943090742808408e-09
2002,6.571832411594869e-09
2003,7.083769126836614e-09
2004,4.404791198453495e-09
2005,5.404499514582994e-09
2006,2.0589450144825605e-09
2007,3.595031605740928e-09
2008,2.1287198670449925e-09
2009,2.384096253749135e-09
2010,6.140930874920514e-09
2011,4.206369030868018e-09
2012,6.468080293586809e-09
2013,6.9728125495771565e-09
2014,5.846701789380404e-09
2015,5.319781060109108e-09
2016,8.078226088059637e-09
2017,5.7859059765519305e-09
2018,4.130346731301415e-09
2019,7.90806176098613e-09
