year,ces_DET hôtes_NOUN,ces_DET fautes_NOUN
1881,2.4264325837464185e-07,7.683703557859189e-07
1882,2.5689786298244144e-07,7.56717270178342e-07
1883,2.3128780757275536e-07,6.350935493060206e-07
1884,2.4822382016509437e-07,6.245205526056452e-07
1885,2.288200686706432e-07,6.510091807854224e-07
1886,2.7620825449048425e-07,5.898466142184589e-07
1887,2.3634707702058222e-07,6.372230600959483e-07
1888,2.4221147665315357e-07,6.03626517658995e-07
1889,2.8005162633348846e-07,5.575971542270963e-07
1890,2.30058965655644e-07,6.875551612495201e-07
1891,2.0907441733442056e-07,5.819662725059516e-07
1892,2.262932898844383e-07,6.757456283423835e-07
1893,2.1862378307702102e-07,5.610317579396451e-07
1894,2.26855412677196e-07,5.973859167340834e-07
1895,2.461613268778251e-07,5.525087907187753e-07
1896,2.518031445575275e-07,6.828759282484498e-07
1897,2.225804616173832e-07,6.298677419636078e-07
1898,1.793698460872406e-07,7.101235155460017e-07
1899,2.3768586565608985e-07,6.721535470433082e-07
1900,2.278872308636437e-07,4.910736173258101e-07
1901,2.073422162851557e-07,5.789933368305356e-07
1902,1.905190067930107e-07,4.733513776500331e-07
1903,2.3544961003096887e-07,5.400220182139037e-07
1904,1.9886113733491584e-07,5.740099453532821e-07
1905,1.9043201193724713e-07,5.233009545690948e-07
1906,2.067962103780019e-07,5.72547712351934e-07
1907,2.1291371155029992e-07,5.574842241173883e-07
1908,2.0922517585120204e-07,5.598983818799752e-07
1909,1.9583502108844186e-07,5.968567364789124e-07
1910,2.046809761679924e-07,5.370871534182697e-07
1911,2.1175088704694645e-07,6.325924957195639e-07
1912,2.0837684644448018e-07,5.761620087696429e-07
1913,2.2007407451951622e-07,5.838591938811533e-07
1914,1.7679403896408985e-07,5.236853652945683e-07
1915,2.426836966940016e-07,6.326268859879747e-07
1916,3.7357370796797795e-07,6.713339075758995e-07
1917,3.673752253519069e-07,6.941746732991305e-07
1918,3.2621307610725125e-07,6.030347634577993e-07
1919,2.486119079492255e-07,6.215297716494206e-07
1920,2.854731349088979e-07,6.648419415000717e-07
1921,2.2112422559672495e-07,5.119177259871321e-07
1922,1.9699087516755753e-07,5.245712237922362e-07
1923,2.0488780450023114e-07,5.658300601396604e-07
1924,2.410733781488261e-07,6.626295103728808e-07
1925,2.0786556476082296e-07,4.575242016358061e-07
1926,2.2180815939520926e-07,5.138369729706938e-07
1927,1.9511143101169637e-07,5.162091234467425e-07
1928,2.045261444649782e-07,5.415943462594441e-07
1929,2.517731889639663e-07,5.302833514519989e-07
1930,2.3423035422354133e-07,5.671946112784099e-07
1931,2.2468551996723818e-07,5.212248019859089e-07
1932,1.8412021240976628e-07,4.482450606246857e-07
1933,2.0991312155160813e-07,4.966796751659786e-07
1934,2.3004633220580217e-07,5.164061036566636e-07
1935,1.914925435997361e-07,5.086520786790061e-07
1936,2.2794462672948157e-07,5.250001322565367e-07
1937,2.2789924258859173e-07,4.6209404302999246e-07
1938,2.217051697783745e-07,6.728946573275607e-07
1939,2.43175401593021e-07,4.328216185456313e-07
1940,2.459709422808487e-07,5.705511725295764e-07
1941,1.829931628449799e-07,4.751919249201819e-07
1942,2.3363430123879425e-07,4.976107419452092e-07
1943,2.525814597476028e-07,4.819370431619063e-07
1944,2.2492303131116387e-07,5.366020872088484e-07
1945,2.1785041015576212e-07,5.119484569604538e-07
1946,2.31090337976525e-07,4.4408321997480016e-07
1947,2.1815194450880426e-07,4.16038396622298e-07
1948,1.9134522588615255e-07,4.816246317318473e-07
1949,1.5314532664234548e-07,5.104844404968389e-07
1950,1.956906565681038e-07,4.105249402641675e-07
1951,1.545903307587082e-07,4.978874770245056e-07
1952,1.4762726152639516e-07,4.4182729297403966e-07
1953,1.3467284531998303e-07,3.738518117302192e-07
1954,1.5147431664530586e-07,4.817860279615616e-07
1955,1.2482858702256294e-07,4.251680323363871e-07
1956,1.595968930345748e-07,5.075704336832132e-07
1957,1.378265874762974e-07,3.816736331430093e-07
1958,1.414553603140689e-07,3.4577977103822377e-07
1959,1.418386901264057e-07,3.898626133036487e-07
1960,1.598712433548144e-07,3.4811791493893907e-07
1961,1.4869061004674222e-07,3.981295364496873e-07
1962,1.382546557238129e-07,4.3378981473551903e-07
1963,1.5389206353688678e-07,3.679184423788229e-07
1964,1.314137190178144e-07,4.715075583305861e-07
1965,1.0451602783234648e-07,4.197057243970903e-07
1966,1.0801195671206187e-07,4.741447909850649e-07
1967,1.0797434590870125e-07,5.576209787250264e-07
1968,1.342933328984941e-07,4.814797733843079e-07
1969,1.0673130645955098e-07,3.8741194074987106e-07
1970,8.553628694230042e-08,3.8307380734181606e-07
1971,1.1150322798414436e-07,4.809540072869822e-07
1972,1.2158447848520382e-07,3.9758636916076284e-07
1973,1.1246935738284947e-07,2.9771299026037923e-07
1974,8.719636390708274e-08,3.49910568075984e-07
1975,1.1308730929471267e-07,2.8785860095581484e-07
1976,7.427585035912898e-08,2.736779300960279e-07
1977,1.1988634796011866e-07,3.4790548397722887e-07
1978,1.1702964997084564e-07,3.4277211469202484e-07
1979,9.246117560479661e-08,3.037174245434926e-07
1980,9.607904427610947e-08,2.694761462862516e-07
1981,9.867857198031516e-08,2.663056299923028e-07
1982,9.311253101884631e-08,2.7250935730194215e-07
1983,8.967748499344452e-08,2.6145408682509697e-07
1984,7.48072128686772e-08,2.6675439102064047e-07
1985,1.0948315321002156e-07,2.5265344305580584e-07
1986,7.493106934930438e-08,2.8713585820128174e-07
1987,8.005170126779149e-08,2.34044282620971e-07
1988,8.095347636682959e-08,2.338656024392094e-07
1989,8.396827211321067e-08,2.370868834589146e-07
1990,7.519138023326377e-08,2.1522170712273692e-07
1991,8.440509935425666e-08,2.3680318861352134e-07
1992,9.036308368237655e-08,2.1929578508661507e-07
1993,8.641163873335245e-08,2.0328890926180065e-07
1994,7.173900185009074e-08,2.1099706870586488e-07
1995,1.106179965404408e-07,2.2557396128775054e-07
1996,8.487566915960087e-08,2.3220700384740667e-07
1997,8.199269219133498e-08,2.3159341111522735e-07
1998,7.867413187589989e-08,2.221948278702257e-07
1999,1.010014436531037e-07,2.262249587658971e-07
2000,8.261718509317006e-08,2.151581277587411e-07
2001,7.929993151023496e-08,2.1424126117608466e-07
2002,9.200565198597133e-08,4.0570109938187215e-07
2003,9.917276688753418e-08,3.1001907174754706e-07
2004,1.110007361582177e-07,2.1979908026992234e-07
2005,8.962461395256582e-08,1.9861535349718906e-07
2006,7.700453852343969e-08,1.9642335580272174e-07
2007,8.707965282184205e-08,1.881399835923503e-07
2008,1.0856471455156225e-07,1.8434714021964282e-07
2009,1.0442341302763225e-07,2.0312499948715868e-07
2010,8.502827730794138e-08,1.5871944292200624e-07
2011,8.948094176730592e-08,1.529588740112331e-07
2012,1.0144673279199878e-07,1.729360441515837e-07
2013,1.0375545400620467e-07,1.6316382023262577e-07
2014,1.1065425109535454e-07,3.087924760336591e-07
2015,1.276747454426186e-07,2.2586903014598647e-07
2016,1.6073598718691073e-07,2.7320974638200823e-07
2017,7.748082975211901e-08,1.7558967257969016e-07
2018,1.1590785842230389e-07,1.7450715183997545e-07
2019,9.974362313869278e-08,3.3596510107258837e-07
