year,plusieurs_DET eaux_NOUN,plusieurs_DET faux_ADJ
1852,1.1653876130779395e-07,4.557381805270211e-08
1853,1.510898699486063e-07,3.822036265255235e-08
1854,1.7041779409865399e-07,4.8319680701069956e-08
1855,1.2630509971245374e-07,3.767925349507095e-08
1856,1.5169164357953235e-07,3.6240325740344304e-08
1857,1.6255425805411505e-07,3.8563922777345994e-08
1858,1.8204475304983703e-07,3.8170672844728415e-08
1859,1.7618919923023668e-07,3.6154431004575827e-08
1860,9.612086060428737e-08,1.7851017330983154e-08
1861,1.466664747984403e-07,3.0182167876091626e-08
1862,1.644546971935057e-07,2.7107917799362724e-08
1863,1.573305503654865e-07,5.2942981998427285e-08
1864,1.448007906912352e-07,4.2193607718843396e-08
1865,1.0543331430135083e-07,2.9653119959505148e-08
1866,6.90917041357153e-08,3.843834162076121e-08
1867,8.73506067478047e-08,3.88224918879132e-08
1868,6.273639874265768e-08,4.0506965781617055e-08
1869,6.788091344578362e-08,3.5161337064160136e-08
1870,9.403839706934036e-08,2.6376624884250077e-08
1871,5.629224020253787e-08,2.761506112669565e-08
1872,6.773019978201233e-08,1.7537283625301825e-08
1873,1.8915773869476737e-07,1.616221201317103e-08
1874,1.0933534699830716e-07,2.748320215850697e-08
1875,7.609631325067312e-08,1.7736734747586524e-08
1876,9.189942318243993e-08,1.209202959984168e-08
1877,7.978412686071579e-08,2.7213190589847613e-08
1878,6.703388133466603e-08,2.4760263839240793e-08
1879,5.1929266220440695e-08,2.504823370941267e-08
1880,1.0268554273551445e-07,3.9790645445236805e-08
1881,8.924809402621747e-08,2.1614772693911988e-08
1882,9.583754456699012e-08,2.8618156511228676e-08
1883,4.73950407808843e-08,3.917990198942789e-08
1884,8.780256610663173e-08,1.7824581810543805e-08
1885,8.37932674357944e-08,1.7403216756584072e-08
1886,7.679621916167889e-08,2.9040586824180536e-08
1887,7.508263166755569e-08,1.4363633837888301e-08
1888,8.686642227750951e-08,1.6485598663962264e-08
1889,8.583237531833987e-08,1.4409814674820609e-08
1890,1.0552562201837645e-07,1.5730527103130498e-08
1891,9.115134491644028e-08,1.0198752398160593e-08
1892,7.835640758457885e-08,2.1312942521944933e-08
1893,7.266931634219986e-08,1.4164357908796887e-08
1894,8.507078064212692e-08,1.071261657159539e-08
1895,7.703826376825873e-08,2.6481903558916997e-08
1896,3.892039046604623e-08,8.255840455717589e-09
1897,4.952706478267288e-08,9.322741689743452e-09
1898,6.563691667960114e-08,1.6975064909274806e-08
1899,5.969784488968344e-08,1.492446166651007e-08
1900,7.630847831396892e-08,2.3878843680158468e-08
1901,7.433023085923196e-08,1.2295225282343836e-08
1902,5.450415019314647e-08,5.89234061543209e-09
1903,4.8061958635159385e-08,1.7280704422972804e-08
1904,5.912087619464046e-08,1.5048950530172078e-08
1905,4.2318223258952514e-08,2.2707339675243077e-08
1906,6.533114205176105e-08,2.0576737980171345e-08
1907,6.171411826016993e-08,1.4914246171393586e-08
1908,5.8445528861028606e-08,1.5225305460830896e-08
1909,4.1807473483146396e-08,1.7053048195769804e-08
1910,3.954671612405036e-08,1.7101282390186157e-08
1911,5.1607629170113967e-08,2.606983384723094e-08
1912,4.271725284610284e-08,9.897899999611326e-09
1913,7.052976025434532e-08,1.113627856597077e-08
1914,3.8171439342704616e-08,1.7411533825839598e-08
1915,1.5314990164938536e-08,3.534228465440492e-09
1916,2.6369908923129515e-08,1.3184954461564757e-08
1917,4.057576963312215e-08,2.1932848870420685e-09
1918,4.5945505178224266e-08,0.0
1919,2.3940405213807026e-08,8.287063479883727e-09
1920,3.48322650722821e-08,8.329454903588385e-09
1921,5.2251958815308086e-08,9.087296748422347e-09
1922,2.4347187377316004e-08,1.3280283872596499e-08
1923,3.927900849021171e-08,1.6985516992917837e-08
1924,1.4180787211159895e-08,7.734974660777993e-09
1925,2.1996355625830688e-08,1.2097995716331411e-08
1926,6.687682940764716e-08,1.4489980437737415e-08
1927,4.7941668412931904e-08,1.783875902550136e-08
1928,2.170947854818195e-08,3.4278122562625413e-09
1929,4.790374674712439e-08,7.798284684668033e-09
1930,2.941009036305786e-08,1.2604324250986565e-08
1931,3.9918746530531735e-08,1.0264820993199919e-08
1932,2.849479585620429e-08,1.4247397261968331e-08
1933,2.408838994938378e-08,1.261772863969668e-08
1934,1.677421224144382e-08,1.1981580172459871e-08
1935,1.795242621227544e-08,1.3165112555668657e-08
1936,3.394919900756577e-08,4.849885826274658e-09
1937,2.895957251780601e-08,1.1332006222275481e-08
1938,3.1116513810047763e-08,2.2040864244843306e-08
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,4.564409294971483e-08,1.2678914584896006e-08
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,3.9444752131245764e-08,2.4273694165799498e-08
1943,2.6129116648121453e-08,2.3225881884414434e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,2.178504043826024e-09,1.9606536394434215e-08
1946,3.062642850437669e-08,1.1136883415474585e-08
1947,3.337843779149807e-08,1.0728784083369192e-08
1948,2.6092530802657166e-08,1.087188761239588e-08
1949,1.570721330779179e-08,4.908504269707237e-09
1950,1.701657836861159e-08,1.4889506516624351e-08
1951,2.0256663901818683e-08,1.5992101864981123e-08
1952,1.4762725264461096e-08,6.326882129314981e-09
1953,1.723812381726475e-08,3.232148326759443e-09
1954,1.1727043114362345e-08,1.9545073115523337e-08
1955,1.9709776921672528e-08,1.595553289490681e-08
1956,1.831439710997529e-08,5.232684952005684e-09
1957,2.297109880089465e-08,1.5903067862588216e-08
1958,2.978007690446205e-08,1.8198935358704205e-08
1959,3.952881399982289e-08,1.3176271629333769e-08
1960,1.5917916873497973e-08,1.1765416307873977e-08
1961,1.6675582137359868e-08,8.33779090214648e-09
1962,2.029426049432459e-08,8.878739188311613e-09
1963,2.0691370394843034e-08,8.405868778815773e-09
1964,1.4601523545820783e-08,1.6426714155581834e-08
1965,2.407699106754535e-08,2.3529787007703362e-08
1966,1.495550172592175e-08,8.862519607077957e-09
1967,2.465167803222812e-08,1.4297972972254769e-08
1968,1.9762229602759973e-08,1.3474247717581989e-08
1969,1.2262746151847637e-08,9.991867222503004e-09
1970,4.092865424354386e-08,2.023438949727563e-08
1971,1.0790634386026454e-08,6.6799168418896215e-09
1972,2.103360258187692e-08,1.3851396252206882e-08
1973,2.59120574996885e-08,8.821126273872437e-09
1974,1.2938814464291681e-08,1.406392957647995e-08
1975,1.8847885030481848e-08,1.9419033492340532e-08
1976,9.712995741040231e-09,1.199840671262109e-08
1977,1.0578207476630297e-08,2.1156413954059872e-08
1978,3.3267311683182754e-08,1.128712368014817e-08
1979,3.5697038214266286e-08,1.638552571403551e-08
1980,2.1603572264439208e-08,1.0801786243241907e-08
1981,4.4278845257039734e-08,1.2651098835192442e-08
1982,1.7381006189864934e-08,1.3035754586887549e-08
1983,1.8314416649900522e-08,8.209910751233451e-09
1984,2.2616132966390978e-08,1.797692661398287e-08
1985,1.8046674932215012e-08,1.6242006850575308e-08
1986,2.517683839187157e-08,1.0190625343575732e-08
1987,1.711028652096047e-08,1.4054878871849752e-08
1988,3.17817343553628e-08,1.139345240375178e-08
1989,1.0976244468885454e-08,1.5366741878963808e-08
1990,1.1987032477733806e-08,1.7435683563604698e-08
1991,1.5825955934634095e-08,1.934283488935762e-08
1992,1.597883780846132e-08,8.815910279569295e-09
1993,1.2186256448387667e-08,1.2186256725943423e-08
1994,2.7429617632801495e-08,1.3714809510290138e-08
1995,4.337960540778951e-08,1.9520823624219474e-08
1996,1.441284891434691e-08,1.441284935843612e-08
1997,2.0618046936426992e-08,1.1507746977557076e-08
1998,1.0966697439052098e-08,1.239713631751016e-08
1999,2.8335246704536132e-08,1.2796562837147363e-08
2000,1.1928684817696933e-08,2.7391795054398926e-08
2001,1.70867264781549e-08,1.6210483844147916e-08
2002,1.3581786362237835e-08,1.92773752516473e-08
2003,1.7501075477710515e-08,1.4167537587539414e-08
2004,1.938108110111081e-08,1.5416769194587232e-08
2005,1.4411999038621559e-08,1.5763124139311913e-08
2006,1.4412615101377924e-08,1.4412614879333319e-08
2007,1.677681460421354e-08,1.6377365685826817e-08
2008,1.8306990812178014e-08,2.1287198115338413e-08
2009,3.909917967170884e-08,1.76423122777436e-08
2010,1.842279351293996e-08,1.4643758206034363e-08
2011,2.6003009412356448e-08,1.7972667576415802e-08
2012,3.3702101359667225e-08,2.2808493760351212e-08
2013,2.0081699469987058e-08,1.9244963400666393e-08
2014,4.8505972405354925e-08,1.970555074670699e-08
2015,4.1449958687600486e-08,2.0835809078079137e-08
2016,4.018399568650466e-08,2.1127668725640092e-08
2017,2.5659235902697475e-08,4.70419312392778e-08
2018,2.039358665273383e-08,2.4007639876089115e-08
2019,3.6989323326519497e-08,2.448948333011458e-08
