year,parties_NOUN in_ADJ,parties_NOUN fines_ADJ
1856,1.5842199729831918e-07,1.2787657510671124e-07
1857,1.918433066294689e-07,7.419893677251821e-08
1858,1.3653355779297272e-07,6.704335930862726e-08
1859,1.4207164156232466e-07,7.43457326812802e-08
1860,2.0231152575433953e-07,7.552353764594955e-08
1861,1.2591623033131327e-07,4.197207764677913e-08
1862,1.662618913933489e-07,3.885468302655681e-08
1863,1.7381280087436224e-07,3.096664996649068e-08
1864,1.5343129999845218e-07,6.808513575151665e-08
1865,1.0307989051216992e-07,5.17752880568878e-08
1866,1.625114750547496e-07,7.152450659519971e-08
1867,2.135237053835226e-07,8.34683540062997e-08
1868,1.1015919332280077e-07,3.556709415875048e-08
1869,9.864708705453751e-08,7.471784613244381e-08
1870,2.981705335969309e-07,9.059797179133966e-08
1871,1.8162212711558823e-07,5.523012092112367e-08
1872,8.950062380108648e-08,7.861540751719076e-08
1873,1.1912149150417051e-07,7.24306520316631e-08
1874,1.487677678824184e-07,7.40851509029028e-08
1875,1.9739268475316152e-07,6.179249356641492e-08
1876,7.980739269441983e-08,8.101659698667163e-08
1877,3.809846589319932e-07,6.741449709579683e-08
1878,3.098052445693611e-07,6.159870480360041e-08
1879,3.5250807506326254e-07,7.881029517875504e-08
1880,3.08056631759257e-07,4.4283138267431355e-08
1881,1.4572540862900496e-07,7.111957700534077e-08
1882,1.1247600806285618e-07,7.187816208897857e-08
1883,1.3333804771420432e-07,5.497824773215143e-08
1884,1.2675258176386706e-07,8.450172117591137e-08
1885,1.1150949502658491e-07,7.541393642895855e-08
1886,1.2132511528761825e-07,7.42148377197438e-08
1887,4.374379614091595e-08,9.858676253138299e-08
1888,8.242798954505304e-08,7.862362139121615e-08
1889,8.08202642588185e-08,5.889228660294066e-08
1890,4.91578968642159e-08,5.636772321127026e-08
1891,4.84440718651058e-08,8.095259695917179e-08
1892,8.462491507543746e-08,4.764069316820496e-08
1893,5.6657430969053735e-08,6.527921669885473e-08
1894,4.222031479983457e-08,7.498831822161378e-08
1895,5.476939080040211e-08,6.921406359161608e-08
1896,3.8330687734955404e-08,4.8945342001616154e-08
1897,8.040864907243872e-08,9.0314060230412e-08
1898,8.996784250925316e-08,1.3127383136080084e-07
1899,6.743645286633182e-08,8.236091986191241e-08
1900,6.800279805929677e-08,8.46141645638454e-08
1901,5.6446264551368586e-08,4.862202751532152e-08
1902,1.0704418684781558e-07,9.034922499040476e-08
1903,5.2922159987645045e-08,6.588269019225379e-08
1904,8.1694302878077e-08,5.912087885917572e-08
1905,5.5736197879241445e-08,6.502556715304308e-08
1906,4.372556716703002e-08,7.459067319359747e-08
1907,4.4742737070890826e-08,6.634267951666217e-08
1908,4.2237946473733246e-08,1.385011749732712e-07
1909,5.886052445447376e-08,8.911593640803517e-08
1910,3.259932035426516e-08,9.459146355084158e-08
1911,4.3095029100825855e-08,1.2343267619119302e-07
1912,5.5219864236732974e-08,7.605755225625899e-08
1913,4.348451476676729e-08,6.893886506098568e-08
1914,7.835190274363413e-08,6.094036564263661e-08
1915,4.005459075528961e-08,2.591767689352764e-08
1916,4.2851102222130066e-08,2.8567400889301098e-08
1917,7.237840193852207e-08,9.650453591802943e-08
1918,2.2972751700933713e-08,5.283732917860107e-08
1919,2.7623544562871416e-08,4.511845830279526e-08
1920,2.5745588327907853e-08,8.632343906356255e-08
1921,3.4077363153528495e-08,7.572747762196741e-08
1922,2.6560567079059183e-08,5.533451535866263e-08
1923,2.1231895797058087e-08,5.307973927060061e-08
1924,4.8988173073638563e-08,6.83256078382044e-08
1925,3.849362273378176e-08,6.048998102414771e-08
1926,1.4489979882625903e-08,6.13037585139864e-08
1927,2.898798556749682e-08,1.1149225109807759e-07
1928,3.5420727573232114e-08,1.028343703524115e-07
1929,2.5622934884950155e-08,6.795647777835256e-08
1930,8.71799059609657e-08,9.138135403929937e-08
1931,3.649714219733369e-08,5.816731718510937e-08
1932,3.1782654730250215e-08,6.9045077322194e-08
1933,1.3764794215553877e-07,5.964744076436546e-08
1934,3.71428985346256e-08,3.9539216345474415e-08
1935,2.5133396697185617e-08,7.420335990104832e-08
1936,1.576212893539264e-08,7.759817588492979e-08
1937,1.2591118370153254e-08,1.0072894696122603e-07
1938,1.6854778905894818e-08,7.649476430060531e-08
1939,1.5294050470515685e-08,5.505858169385647e-08
1940,5.0715658339584024e-09,7.86092684279538e-08
1941,3.246652768851277e-08,6.198155233505531e-08
1942,3.3376331032286544e-08,1.790184995797972e-07
1943,2.9032351633873077e-08,8.129058670647282e-08
1944,1.927911696952833e-08,8.996921252446555e-08
1945,1.3071024262956144e-08,1.1546071476686848e-07
1946,2.227376683094917e-08,1.0997672461598995e-07
1947,1.0728784083369192e-08,9.775114073740099e-08
1948,1.4133454628861841e-08,9.023666946994524e-08
1949,1.4725512142987895e-08,8.14811684790584e-08
1950,1.1698897850465073e-08,1.3613262273004523e-07
1951,1.3859822622919182e-08,1.183415605510163e-07
1952,1.898064760919027e-08,1.0228459501604448e-07
1953,3.3398865006972756e-08,9.80418306539832e-08
1954,4.10446503451567e-08,8.99073313576082e-08
1955,7.226917864144866e-08,7.883910768669011e-08
1956,2.703553914074064e-08,9.331621431130088e-08
1957,3.975767048913781e-08,1.0690395485513093e-07
1958,2.6471178693476816e-08,9.182190230383469e-08
1959,2.2477168126755487e-08,8.758345160231329e-08
1960,2.2838750890485926e-08,9.204708206755896e-08
1961,4.863711389191394e-08,7.434530358008118e-08
1962,2.917299868343548e-08,9.00557779459632e-08
1963,1.3126088738157904e-07,8.664511597089586e-08
1964,9.125952415978134e-08,1.2411295813308243e-07
1965,2.5171399187229326e-08,7.11365615302384e-08
1966,1.279526219422067e-07,8.917910387928885e-08
1967,1.1142558342669417e-07,8.529480766128472e-08
1968,1.0779398196270051e-07,7.590492898112977e-08
1969,8.175163901391613e-08,5.313856460409383e-08
1970,5.104584799298095e-08,4.966623096125389e-08
1971,4.059333980066526e-08,5.755005028085236e-08
1972,6.15617614663222e-08,5.335352637469981e-08
1973,8.490333591737453e-08,5.182411655368924e-08
1974,2.812785826478148e-08,5.2317815191216255e-08
1975,1.884788369821422e-08,6.453972645203976e-08
1976,3.142439819470155e-08,4.6279568566287566e-08
1977,2.8208552826924915e-08,4.701425315722929e-08
1978,5.465343977384407e-08,4.5148495386726495e-08
1979,3.2771050761937204e-08,3.9208221447317726e-08
1980,2.785723873799384e-08,3.2973872521324665e-08
1981,1.4548763971333756e-08,5.3134614930172575e-08
1982,4.593551672371632e-08,5.152226734139731e-08
1983,1.0736036948344463e-08,3.6628833299801045e-08
1984,3.189454655938562e-08,6.378909339632699e-08
1985,1.80466743771035e-08,3.24840130350168e-08
1986,2.337849314137941e-08,4.19613980229272e-08
1987,2.9331920448072424e-08,4.1553553931095166e-08
1988,5.636760658234152e-08,3.89775997589048e-08
1989,3.0733484202016825e-08,2.8538234553288078e-08
1990,2.7243255207309858e-08,5.5031374623926155e-08
1991,2.6962739596569918e-08,4.9236308807820706e-08
1992,2.8651710337612712e-08,3.967159756257388e-08
1993,5.317639129032159e-08,3.37891670199042e-08
1994,2.1099706870586488e-08,3.9561949938260454e-08
1995,3.524593061854375e-08,2.982347879765257e-08
1996,4.85766395996734e-08,4.0569499537568277e-08
1997,5.322332885526748e-08,3.596170927711029e-08
1998,2.6701523214711642e-08,4.148272447768164e-08
1999,3.793266944995821e-08,5.5756455452637965e-08
2000,5.7876210490803714e-08,5.7876211378982134e-08
2001,4.6440845835604705e-08,3.636405754292582e-08
2002,2.1906108038649563e-08,4.950780352341866e-08
2003,3.4168767371056674e-08,4.333599951111822e-08
2004,4.184551816166504e-08,3.4357370282123156e-08
2005,4.999162150909342e-08,4.1884871126995904e-08
2006,2.2648394271129746e-08,5.641509259746158e-08
2007,3.1156940138998834e-08,4.593651325990322e-08
2008,3.533674908240414e-08,4.8960555693033925e-08
2009,2.1933685978581252e-08,6.389378159887826e-08
2010,1.7005655550406118e-08,8.408351259703295e-08
2011,1.185431308670104e-08,8.412738572438627e-08
2012,2.1787216919477714e-08,9.39573765457169e-08
2013,1.9802788298051155e-08,9.427242830817306e-08
2014,2.143790789332911e-08,1.338245088078338e-07
2015,2.5268960257562867e-08,1.0174081099822985e-07
2016,2.6720286427917017e-08,9.921718691074943e-08
2017,1.4338984666295573e-08,1.0364318525635241e-07
2018,1.6005093694815287e-08,9.835388015133617e-08
2019,2.7295568472140985e-08,1.0408029749164882e-07
