year,deux_DET hôtes_NOUN,deux_DET fautes_NOUN
1879,2.6270098985037293e-08,1.454019349367286e-07
1880,1.6044616302224313e-08,8.984984489757153e-08
1881,1.882577094214355e-08,1.6524842560983188e-07
1882,5.058092833465366e-08,1.2778339275598682e-07
1883,3.4756364009069785e-08,1.4281705684737744e-07
1884,2.5746619058963915e-08,1.010059653694384e-07
1885,2.1915161241281567e-08,1.2762358903017912e-07
1886,2.1296431285122708e-08,1.0067403444224965e-07
1887,3.1991731930247624e-08,1.3580163216175833e-07
1888,2.028996659575455e-08,1.2998260423557895e-07
1889,2.5060547415023393e-08,8.89649438562401e-08
1890,2.0974036729626278e-08,9.438316528331825e-08
1891,3.7607897240832244e-08,9.242619025684462e-08
1892,1.3790726782758611e-08,1.172211825384295e-07
1893,2.278614097406262e-08,7.205347518635108e-08
1894,2.7096618282484997e-08,1.2351017275591403e-07
1895,2.347259631108045e-08,8.064943468610863e-08
1896,2.0049897742069334e-08,8.609662227598847e-08
1897,1.3984112534615178e-08,7.516460276413284e-08
1898,2.546259780800142e-08,1.0298205799230686e-07
1899,4.2009595802028343e-08,8.014988495119724e-08
1900,3.9971109089265155e-08,9.395805844469862e-08
1901,3.968004591570207e-08,9.389081517818809e-08
1902,2.8970674081918446e-08,8.44568810443036e-08
1903,3.1321276905416084e-08,9.504387854519791e-08
1904,2.6873125946735854e-08,1.0050548837625684e-07
1905,2.9932401890420124e-08,9.44418907522504e-08
1906,3.5494874317532066e-08,1.0391252835972864e-07
1907,5.348557152728972e-08,8.434262777079482e-08
1908,3.830883343880487e-08,1.1885561512769982e-07
1909,2.8055015199868194e-08,9.516701515721593e-08
1910,2.0842188419578633e-08,9.031614656151987e-08
1911,3.724261787851901e-08,8.352987279636181e-08
1912,4.532196484774431e-08,1.031465384215835e-07
1913,4.5605711429530515e-08,9.704470915750107e-08
1914,4.8216555637026204e-08,8.638799720017687e-08
1915,1.5314990164938536e-08,1.0013647422368877e-07
1916,7.801097967607973e-08,8.789969818678856e-08
1917,7.566833204464274e-08,6.68951898319392e-08
1918,5.3985966808056673e-08,9.763419495101289e-08
1919,5.064316610514652e-08,9.484083918209762e-08
1920,3.180337193597893e-08,6.739286018131452e-08
1921,4.0892835784234194e-08,6.966927479368223e-08
1922,4.943216858066535e-08,1.0550447537838181e-07
1923,5.4141336747193236e-08,1.4650008317573793e-07
1924,5.1566498626698376e-08,1.0442215536698995e-07
1925,3.519416935660047e-08,1.0338287204092467e-07
1926,6.01891472218341e-08,8.359604031227263e-08
1927,6.578042643923254e-08,1.1706686375845266e-07
1928,3.770593604013328e-08,1.039769754740405e-07
1929,6.461435475557664e-08,9.692153479790022e-08
1930,6.197126278806309e-08,7.982738381429044e-08
1931,7.071321395102359e-08,8.896178194106596e-08
1932,5.370172972973819e-08,8.438843224212178e-08
1933,4.3588515019621354e-08,1.0897129065767786e-07
1934,2.995395043114968e-08,1.0423975105311456e-07
1935,9.813992818408224e-08,1.0173041786742942e-07
1936,1.0912243197935823e-07,1.1760972995489283e-07
1937,6.547381470323188e-08,9.443338644388177e-08
1938,7.00121572938528e-08,1.4780344947951107e-07
1939,5.8117393564316444e-08,9.635251885242724e-08
1940,8.114505334333444e-08,1.1411023392859931e-07
1941,6.788455708672814e-08,8.264207496111453e-08
1942,9.102635090130207e-08,1.213684708289975e-07
1943,1.0741970157823744e-07,4.935499875458049e-08
1944,1.4780655988033686e-07,1.0603514333240582e-07
1945,1.1328221027895324e-07,1.0238969139209075e-07
1946,8.77029586732192e-08,8.491873870752897e-08
1947,3.4570524887200804e-08,9.298279035618862e-08
1948,1.0654449766889229e-07,7.936478052528173e-08
1949,4.8103339755911634e-08,9.031647607571358e-08
1950,7.338399554690511e-08,7.870167761936386e-08
1951,5.117473023119601e-08,9.168805359394128e-08
1952,4.63971356889914e-08,9.384875454543362e-08
1953,3.339886334163822e-08,9.48096801067777e-08
1954,5.2771695902009697e-08,8.404381190985077e-08
1955,4.223523353275027e-08,8.16547860438277e-08
1956,3.7500910377019636e-08,1.0290947116686766e-07
1957,8.128234513238297e-08,1.0690395768619965e-07
1958,6.452350076457947e-08,1.3483756866605745e-07
1959,4.340418868764573e-08,7.67324064288033e-08
1960,4.083291726963978e-08,9.619958252216065e-08
1961,1.3618391747627356e-07,8.963125130989624e-08
1962,3.6149150173248046e-08,1.3381528329858838e-07
1963,7.112658373387148e-08,6.724695200688302e-08
1964,5.293052351973415e-08,1.0829463681361062e-07
1965,4.432355044103886e-08,1.0561043706225348e-07
1966,4.542041442956446e-08,1.152127531156566e-07
1967,3.352628197283991e-08,1.3607726767617123e-07
1968,4.446501566945926e-08,8.713346932864852e-08
1969,1.725867887492072e-08,8.265999396073198e-08
1970,2.4373242979436327e-08,9.565348069173751e-08
1971,2.3636628987411257e-08,8.838043674685991e-08
1972,2.2059630899740057e-08,1.0414198303720923e-07
1973,3.032262063662472e-08,9.537842360352045e-08
1974,2.1377173142766992e-08,8.719636168663669e-08
1975,4.512069295969923e-08,8.96702387898074e-08
1976,2.1140049488721502e-08,7.256179079817571e-08
1977,2.115641439814908e-08,6.405692243305339e-08
1978,4.633661321307159e-08,5.94059139658043e-08
1979,2.6919077855680484e-08,7.78312472249354e-08
1980,4.207011405910066e-08,7.5043990133139e-08
1981,2.530219789242949e-08,6.009272190965476e-08
1982,2.545075850068912e-08,6.083352355190641e-08
1983,7.57837881337764e-09,6.062703317155638e-08
1984,3.421414929150046e-08,5.9149886322273915e-08
1985,2.7671567148779275e-08,5.474157815932301e-08
1986,1.558566170567488e-08,6.893658133222402e-08
1987,1.772136820621384e-08,7.088547349098917e-08
1988,2.218724931557503e-08,5.936588420851763e-08
1989,3.5123980945961364e-08,6.695509169318825e-08
1990,3.378163659917277e-08,6.810813690805162e-08
1991,1.758439527321798e-08,6.33038248487594e-08
1992,1.8733810169813125e-08,6.611933178746199e-08
1993,2.9911721100006616e-08,5.9269518182247793e-08
1994,2.1627199364715466e-08,7.754142128391095e-08
1995,2.8196744938924212e-08,5.585124185358836e-08
1996,2.2953796641189683e-08,6.19218685216083e-08
1997,2.1577024833518976e-08,5.322332741197755e-08
1998,2.14565816225587e-08,4.529722885671106e-08
1999,2.6050146761935622e-08,5.2100294078982756e-08
2000,1.767212554071307e-08,5.56671979623502e-08
2001,2.1467937649788382e-08,6.396569529609764e-08
2002,2.541108479192644e-08,6.396583152046276e-08
2003,3.791899705340995e-08,6.0837075821496e-08
2004,2.819066424741834e-08,5.550036852319806e-08
2005,3.783149571390254e-08,5.3144243672420544e-08
2006,2.594270709366242e-08,4.3237842417553907e-08
2007,2.3966877593650793e-08,6.39116686240726e-08
2008,3.916844670825981e-08,4.3000142113669426e-08
2009,2.622505901328509e-08,4.100645556448512e-08
2010,2.6925620510986903e-08,5.243410416966299e-08
2011,3.6327733710095345e-08,6.271314179073784e-08
2012,3.302125006765522e-08,5.480846887451207e-08
2013,2.733342552296847e-08,4.99253367536312e-08
2014,2.208754001919999e-08,6.777843319927257e-08
2015,3.036708329240412e-08,6.428068610730975e-08
2016,3.107010138059252e-08,5.9447458067296566e-08
2017,2.56592347369633e-08,5.6098131029358456e-08
2018,3.3559066581201336e-08,5.137118685993869e-08
2019,2.882616223498502e-08,6.07135071106768e-08
