year,vos_DET hôtes_NOUN,vos_DET fautes_NOUN
1845,4.575786860527842e-08,4.458602118617705e-07
1846,2.5759806732139623e-08,3.565391279991559e-07
1847,2.0494249852731627e-08,3.268293431446523e-07
1848,5.95346403287067e-08,2.9847771632063314e-07
1849,5.781796375003978e-08,2.6897922733581936e-07
1850,5.363306954109248e-08,2.9803692669361226e-07
1851,3.224719336003545e-08,3.805168802273329e-07
1852,1.953163697443472e-08,4.381597094038625e-07
1853,2.866527260003693e-08,4.544640148651524e-07
1854,2.9615287666651113e-08,6.962190264303558e-07
1855,4.404757802944914e-08,5.052204379296654e-07
1856,3.002769588533738e-08,7.061686009279811e-07
1857,3.905207368593011e-08,4.378713587271932e-07
1858,4.991549384936178e-08,6.0926267986261e-07
1859,5.0412516827691434e-08,3.264083092702208e-07
1860,6.545372696620255e-08,3.6480156762053184e-07
1861,6.790987738813925e-08,4.371698301142146e-07
1862,7.002878987805161e-08,3.8086623321831325e-07
1863,3.696019490462277e-08,4.2204545636082e-07
1864,4.698833522276402e-08,4.881033284220848e-07
1865,5.459939478313913e-08,4.5844664686711667e-07
1866,5.108893452732133e-08,4.7634350863745567e-07
1867,5.677789260971622e-08,3.062124012132017e-07
1868,2.7663294099866675e-08,3.38381374476171e-07
1869,3.0766169611951e-08,3.369628189808793e-07
1870,4.759260363584872e-08,3.962227603793167e-07
1871,2.6552942955504477e-08,2.835854202576371e-07
1872,7.135860613516343e-08,3.0962377994825374e-07
1873,5.3874039451784483e-08,2.5919399337936966e-07
1874,6.392831969348478e-08,2.0731893568548543e-07
1875,3.032409523484603e-08,2.574687130163511e-07
1876,3.7485290205196975e-08,2.2853935544020487e-07
1877,3.834586081996605e-08,2.350230130510056e-07
1878,4.227361927178208e-08,1.7875703095526774e-07
1879,4.215434401544371e-08,2.1749198231280076e-07
1880,2.5029599726167362e-08,1.7328184376275146e-07
1881,3.2073535383148055e-08,1.6873467667544162e-07
1882,2.9283695024417966e-08,2.0099263497996844e-07
1883,2.5277355875097385e-08,2.1485752155214755e-07
1884,4.951272813968899e-08,2.0267209244195783e-07
1885,2.1915161241281567e-08,1.61785449481755e-07
1886,1.677900662855336e-08,1.9812134766095113e-07
1887,3.852065649789793e-08,2.0370245401579723e-07
1888,2.8532765483646472e-08,1.883162528137916e-07
1889,5.200063640797836e-08,1.7291777743011494e-07
1890,4.9813338010018526e-08,1.1601264127136801e-07
1891,3.505821177807178e-08,1.3130893350421502e-07
1892,4.0118478983330874e-08,1.4104153178706724e-07
1893,3.263960834942736e-08,1.5457625623938043e-07
1894,3.528862180246506e-08,1.2161970630586438e-07
1895,5.717683748684976e-08,1.0472389488924705e-07
1896,3.597187830939319e-08,1.2678612804073452e-07
1897,4.719637813899169e-08,1.241089933046169e-07
1898,4.413516851986543e-08,1.425905442609121e-07
1899,4.09040801230276e-08,1.404004947858084e-07
1900,4.9315005412609025e-08,1.0641658687582378e-07
1901,3.017919070202879e-08,1.0395054461653785e-07
1902,4.0755355756871836e-08,1.458354312866561e-07
1903,3.456140884594561e-08,1.3662557818427956e-07
1904,3.70849146946739e-08,9.459340510886705e-08
1905,3.973784545863168e-08,1.1198846938675899e-07
1906,4.3211148437194424e-08,9.25953207442376e-08
1907,3.0857059740707626e-08,1.5891385540811598e-07
1908,3.388858482722412e-08,1.0854169829599414e-07
1909,3.4106097501762633e-08,1.1882124795192794e-07
1910,3.099607326362275e-08,1.0848625964232639e-07
1911,2.6069833292119426e-08,1.1438804303764982e-07
1912,4.167537132060417e-08,1.5211509829526904e-07
1913,4.719660995355923e-08,1.394686295341785e-07
1914,5.759199694921335e-08,9.777246090525438e-08
1915,1.2958838335741518e-08,1.1427339030589678e-07
1916,4.944358011904626e-08,9.449217075463423e-08
1917,3.2899274082787144e-08,8.444146715191891e-08
1918,4.824278221349232e-08,7.695871850899039e-08
1919,3.775218004875569e-08,1.3351380051540573e-07
1920,3.558949046578164e-08,1.1358347595802343e-07
1921,4.4679211053111345e-08,1.0450391663141545e-07
1922,5.1645549503653854e-08,9.960212865589568e-08
1923,5.095654964648588e-08,8.06812092690734e-08
1924,5.801231095503567e-08,8.25063998233233e-08
1925,3.299453288363452e-08,1.2097996049398319e-07
1926,3.7896870752618383e-08,9.028372005559504e-08
1927,8.36191900166483e-08,9.476840845401568e-08
1928,5.5987601665918874e-08,7.883968100586003e-08
1929,4.9017787162597415e-08,7.018456105178927e-08
1930,3.151081084951102e-08,8.297846854077306e-08
1931,3.649714130915527e-08,5.1324105854178015e-08
1932,2.411098010135504e-08,5.150982085311284e-08
1933,2.408839128165141e-08,5.850037609889114e-08
1934,3.235026646564165e-08,8.267290674268679e-08
1935,3.590485153637246e-08,9.215579055421586e-08
1936,3.273673021553236e-08,6.30485175179274e-08
1937,3.1477796369472344e-08,6.547381303789734e-08
1938,3.759912203804561e-08,5.3157377832846464e-08
1939,1.6823456405745674e-08,7.341144225847529e-08
1940,1.5214697057785997e-08,5.0715657229361e-08
1941,3.246652768851277e-08,6.198155277914452e-08
1942,3.9444752131245764e-08,9.102635578628337e-08
1943,2.6129116648121453e-08,1.0451646681453042e-07
1944,8.354284375400312e-08,9.31823986860536e-08
1945,2.6142048525912287e-08,6.971213206696802e-08
1946,3.3410650246423756e-08,7.795818479650052e-08
1947,4.291513655552137e-08,9.179070659115496e-08
1948,3.0441286602567175e-08,1.0219574630987438e-07
1949,2.846932423139492e-08,8.933477757544495e-08
1950,4.4668517773516214e-08,7.763813725247815e-08
1951,6.823297127311889e-08,7.143139257870246e-08
1952,5.588746121443222e-08,7.803154744578933e-08
1953,3.016671712430252e-08,7.218464048719397e-08
1954,3.3226621232174125e-08,6.25442342361282e-08
1955,2.627970197011109e-08,7.320774209063075e-08
1956,1.831439710997529e-08,1.0378158288304462e-07
1957,3.4456648034808524e-08,7.421431363896502e-08
1958,2.2335058080802384e-08,6.700517074520462e-08
1959,3.2553141071645086e-08,6.588135303964293e-08
1960,4.429333444466721e-08,6.228749882541962e-08
1961,3.9604509172175284e-08,9.58845944865061e-08
1962,2.7904608068674008e-08,9.386095678465267e-08
1963,2.9743844720542256e-08,9.569759029659508e-08
1964,2.8594651535485127e-08,7.787479261445185e-08
1965,2.9549034552545095e-08,9.247753585128748e-08
1966,2.4925836616951358e-08,9.527208599813264e-08
1967,4.141481846353656e-08,9.071817519412662e-08
1968,4.042274154292258e-08,8.039634513679061e-08
1969,1.77128555989281e-08,7.357647768824194e-08
1970,3.3570694335516293e-08,8.645603077894748e-08
1971,4.11071787720374e-08,1.0944786854594213e-07
1972,2.4624704386688734e-08,9.54207293180076e-08
1973,2.536073706593811e-08,3.804110765281976e-08
1974,2.2502286256553816e-08,3.881644627945491e-08
1975,3.1413141421410273e-08,4.683413878936449e-08
1976,2.799628240346408e-08,5.942067793363037e-08
1977,1.7042667388444954e-08,4.995264435425639e-08
1978,2.376236551970834e-08,6.237621030802387e-08
1979,1.4044736262874835e-08,6.261611673608058e-08
1980,2.274060340035078e-08,5.571447575514199e-08
1981,2.9730082895529364e-08,4.6809066067687866e-08
1982,2.7933760193832313e-08,7.138627644565076e-08
1983,3.03135170298674e-08,3.978649121272326e-08
1984,1.565732282715615e-08,4.813177056917084e-08
1985,2.6468455205375108e-08,4.511668516560263e-08
1986,2.697518497463136e-08,8.81189392565318e-08
1987,2.3832185669370176e-08,5.621951482126519e-08
1988,2.6984492806914062e-08,3.657897806874644e-08
1989,2.2501300045441042e-08,5.378359801966326e-08
1990,2.2884334038852927e-08,4.5768668077705854e-08
1991,2.6376593353916178e-08,4.3960990403490996e-08
1992,2.5345742504789825e-08,4.9038502258902383e-08
1993,3.545092630563573e-08,5.6499916412100504e-08
1994,2.637463225596548e-08,5.5386728037287725e-08
1995,3.687266492136132e-08,6.181593792398132e-08
1996,3.256236058568618e-08,4.8042828160177464e-08
1997,3.5002728271393835e-08,7.00054576530107e-08
1998,2.622471095836687e-08,5.197260710687601e-08
1999,2.7878227060185168e-08,6.124069562574164e-08
2000,2.3857369746416168e-08,7.157211223685067e-08
2001,2.935411824722678e-08,6.922314721435896e-08
2002,2.5849206108929934e-08,7.754762110234736e-08
2003,3.083523036906399e-08,6.208715097599793e-08
2004,3.876216192466586e-08,6.475043026754612e-08
2005,4.2335245975522184e-08,7.205999397186247e-08
2006,4.076711013212275e-08,5.3120780663107325e-08
2007,9.227247543819317e-08,5.911829747962116e-08
2008,1.5326783397995314e-07,7.365370957579387e-08
2009,1.368471318485831e-07,8.535064743853127e-08
2010,1.9084123970003475e-07,8.455589262101881e-08
2011,5.089706647254388e-07,8.183299882169592e-08
2012,5.354889509590066e-07,1.0008503159575355e-07
2013,3.087561495362934e-07,1.2104802493695388e-07
2014,3.200527984859036e-07,1.3447414382028455e-07
2015,3.451207852833704e-07,1.2989131303875467e-07
2016,3.0862967648204176e-07,1.5555763877017625e-07
2017,2.2841750890734147e-07,1.1169314051429069e-07
2018,2.5401632086641257e-07,9.809573287000717e-08
2019,3.0586342347760365e-07,1.2270251437129787e-07
