year,grands_ADJ fils_NOUN
1944,8.996921252446555e-08
1945,2.3963544037997053e-08
1946,6.40370814153357e-08
1947,5.602809238780537e-08
1948,4.783630558335972e-08
1949,4.319483792869505e-08
1950,4.892266147749069e-08
1951,2.7719645245838365e-08
1952,5.694194271654851e-08
1953,4.955960619668076e-08
1954,3.322662323057557e-08
1955,3.472674947602172e-08
1956,4.186147961604547e-08
1957,3.003912851795576e-08
1958,4.880623549752272e-08
1959,5.115493451057773e-08
1960,5.1214165353030694e-08
1961,3.126671543896009e-08
1962,3.7417542841922113e-08
1963,3.620989730279689e-08
1964,3.224503331011874e-08
1965,3.3379464525751246e-08
1966,6.591498902253079e-08
1967,4.48660522067712e-08
1968,3.458390196442451e-08
1969,3.3609008909252225e-08
1970,3.678979965116014e-08
1971,3.083038535578453e-08
1972,2.8728821988011077e-08
1973,3.748978727458052e-08
1974,2.5877628928583363e-08
1975,2.9128548462153958e-08
1976,2.742492810625663e-08
1977,4.407586473575975e-08
1978,2.7920778578049976e-08
1979,2.750427441355896e-08
1980,2.38776323158163e-08
1981,4.3013738348918196e-08
1982,4.345251625181845e-08
1983,4.16810870262907e-08
1984,4.813177056917084e-08
1985,2.707001200974446e-08
1986,3.896415634585537e-08
1987,2.5054349706010726e-08
1988,3.1182079140990027e-08
1989,2.8538234886354985e-08
1990,3.214704236143007e-08
1991,2.4618154625954958e-08
1992,2.2039776226279173e-08
1993,3.655877023334142e-08
1994,2.2154692302933654e-08
1995,4.175286960617086e-08
1996,2.7758080278772468e-08
1997,3.356426248046773e-08
1998,1.9072516010965046e-08
1999,2.696418732739403e-08
2000,3.3135236776615784e-08
2001,2.3220422917802352e-08
2002,5.126029023472256e-08
2003,2.083461403401543e-08
2004,2.99525808600265e-08
2005,3.422849559342467e-08
2006,4.117890028965121e-08
2007,3.1955835311237024e-08
2008,4.044567702976565e-08
2009,3.862236042095901e-08
2010,3.164941375644048e-08
2011,3.9004515173246546e-08
2012,5.310634065835984e-08
2013,4.406817666335883e-08
2014,5.586848672578526e-08
2015,4.965128752587589e-08
2016,4.556948240974634e-08
2017,5.6098134137982925e-08
2018,5.421080118139798e-08
2019,3.877501342230971e-08
