year,leurs_DET acteurs_NOUN,leurs_DET facteurs_NOUN
1936,2.3036958562983045e-08,8.72979426524978e-08
1937,1.7627565185307503e-08,7.806493362849665e-08
1938,3.759912203804561e-08,1.2187301479116286e-07
1939,1.2235240376412548e-08,7.952906511121682e-08
1940,4.057252622757801e-08,7.86092684279538e-08
1941,1.4757512545315876e-08,9.739958528598436e-08
1942,6.068423630267716e-08,7.58552971547033e-08
1943,3.4838823381733164e-08,5.516146828199453e-08
1944,1.2852744646352221e-08,9.318240046241044e-08
1945,1.3071024707045353e-08,6.535511820615625e-08
1946,5.150808402021312e-08,7.935029433525642e-08
1947,4.4107220986688844e-08,7.033313664805974e-08
1948,2.717971980814582e-08,1.0002136630049563e-07
1949,3.5341230386620737e-08,8.540797091782792e-08
1950,5.104973377356714e-08,1.1060776072824297e-07
1951,3.838104589704017e-08,1.0874629907675626e-07
1952,4.5342655852209646e-08,1.138838801040265e-07
1953,3.87857791439572e-08,9.804183265238464e-08
1954,2.8340354063516315e-08,1.2020219108954677e-07
1955,3.00339455527876e-08,1.3609131643832484e-07
1956,5.843164885277474e-08,9.244410348330234e-08
1957,4.5942195492365556e-08,1.3605958387730155e-07
1958,3.639787121700877e-08,1.133297324873439e-07
1959,2.8677767716089875e-08,1.2866241094755537e-07
1960,3.460416714284875e-08,8.374208293471241e-08
1961,2.223410966450956e-08,1.4243725798834816e-07
1962,4.883306559122502e-08,9.956871593885808e-08
1963,5.3668243626958656e-08,1.1380253972514964e-07
1964,4.137098641443515e-08,9.856029026256152e-08
1965,3.3926670028883166e-08,8.317506194899238e-08
1966,5.206730158135997e-08,1.1355103568533309e-07
1967,3.254021485599168e-08,1.1043951997358192e-07
1968,4.85072900735517e-08,1.0015857465628386e-07
1969,4.314669987959263e-08,1.3897779177485248e-07
1970,4.2768142805016396e-08,6.346240583043894e-08
1971,5.960541227256755e-08,8.992195521528856e-08
1972,5.74576460854459e-08,8.823852365447138e-08
1973,3.19765823819651e-08,1.2570104562792395e-07
1974,3.31908722728258e-08,1.2094979107146742e-07
1975,3.998036035568475e-08,1.0223549562482503e-07
1976,5.4278505245974884e-08,1.1312783043671004e-07
1977,4.231282951794313e-08,7.933655493674863e-08
1978,5.940591352171509e-08,9.683163670892725e-08
1979,5.383815493420485e-08,8.660920380876291e-08
1980,6.708477795491774e-08,9.153092694891285e-08
1981,6.452060419270822e-08,8.096703535409588e-08
1982,7.821452985279365e-08,8.938803119917793e-08
1983,6.883694803061502e-08,1.1367568863995814e-07
1984,9.626353814073951e-08,7.190770195952823e-08
1985,9.925670951815846e-08,7.459291717637484e-08
1986,8.991728028817647e-08,9.351397189938382e-08
1987,8.12738634170529e-08,8.249603028476216e-08
1988,1.1453418125029202e-07,8.455140937391192e-08
1989,1.2787324199514671e-07,8.177302002199127e-08
1990,1.0243463954839882e-07,8.390922690004743e-08
1991,1.1781544850819614e-07,6.56484071548391e-08
1992,1.4325854330587973e-07,8.32001570971741e-08
1993,1.390341056728417e-07,6.979401634410465e-08
1994,1.687976545206027e-07,5.7496698735448604e-08
1995,1.4694842320750467e-07,8.83859501144002e-08
1996,1.66548481006501e-07,6.51247229477292e-08
1997,1.980291475245366e-07,6.28131157087708e-08
1998,2.4555865252295916e-07,8.344226432033253e-08
1999,2.0885819074223377e-07,6.718196002286625e-08
2000,2.0853108817497912e-07,6.715407796509254e-08
2001,2.0547883061716732e-07,6.046072192900098e-08
2002,2.1511797321238646e-07,6.659456369684236e-08
2003,2.475152083292187e-07,6.708745825534379e-08
2004,2.2464435023294982e-07,5.550037074364411e-08
2005,2.260882254745411e-07,6.845699063173782e-08
2006,2.1907174474478097e-07,7.082770919764059e-08
2007,2.444621389763313e-07,6.790614862084432e-08
2008,2.7332763119503056e-07,6.471308242050888e-08
2009,2.6368105077168025e-07,7.152289094314312e-08
2010,2.645324084227241e-07,6.424358578449585e-08
2011,2.0152331936529322e-07,6.691950882320441e-08
2012,1.593190304127745e-07,5.821272200390304e-08
2013,1.6455837159590203e-07,5.3272287525718554e-08
2014,1.3728922643174712e-07,4.590743796217822e-08
2015,1.3964425593648855e-07,4.4996480319525745e-08
2016,1.3505137541613976e-07,3.9976861487822646e-08
2017,1.4867263198325986e-07,4.528100264189483e-08
2018,1.3965734435572585e-07,5.395265562091467e-08
2019,1.2015152206501512e-07,4.23463960563808e-08
