year,autres_ADJ acteurs_NOUN,autres_ADJ facteurs_NOUN
1931,7.983749839013399e-08,1.995937428667105e-06
1932,1.0740345857129796e-07,2.270815999239062e-06
1933,1.066771559976587e-07,2.0475131821129366e-06
1934,1.3539185772515339e-07,2.403505071413292e-06
1935,1.2207650001982984e-07,2.358948787417603e-06
1936,1.0790996185505719e-07,2.5146657822716634e-06
1937,7.428759829508635e-08,2.7133858608863193e-06
1938,9.983214965814113e-08,2.891242752767198e-06
1939,7.035263394072899e-08,2.4898714272580946e-06
1940,7.60734906180005e-08,2.8045758302397417e-06
1941,1.151085982087352e-07,2.3966201574410206e-06
1942,9.406056733496371e-08,2.952288024715699e-06
1943,1.1322617154974068e-07,2.5112983497166397e-06
1944,1.0603514510876266e-07,3.187480636768214e-06
1945,1.1763921747842687e-07,2.2656442917323716e-06
1946,1.5034792966162058e-07,2.6672835389263128e-06
1947,1.537792400085891e-07,2.7787549825575297e-06
1948,1.315498394660608e-07,2.898445305987707e-06
1949,2.1204738231972442e-07,3.3309109319645813e-06
1950,1.6272103664505266e-07,3.1427493176749977e-06
1951,1.3753208349953638e-07,3.1536427194112093e-06
1952,1.3391901632076042e-07,3.5251279797421375e-06
1953,1.2282163197596674e-07,3.2558506326552106e-06
1954,1.6613311970559153e-07,3.382274726959622e-06
1955,1.3702987189390115e-07,3.600319253393991e-06
1956,1.2296810325551633e-07,3.6096804052476728e-06
1957,1.2545753236281598e-07,3.6135304881668162e-06
1958,1.4890038357862068e-07,3.879682225260694e-06
1959,1.5501495909120422e-07,3.940480063135965e-06
1960,1.543345860000045e-07,3.7690857865868566e-06
1961,1.535543248110116e-07,3.797168943719953e-06
1962,1.5410954290473455e-07,3.7170206645953385e-06
1963,1.881621471966355e-07,3.932653413585285e-06
1964,1.581831696739755e-07,3.526267942532968e-06
1965,1.6799172897208337e-07,3.353268134276277e-06
1966,1.7780429573122092e-07,3.7294589887437724e-06
1967,1.819293800053856e-07,3.539487838821742e-06
1968,2.3984159724932397e-07,3.534295153428957e-06
1969,1.7894525683459506e-07,3.250990193492953e-06
1970,2.832814516295912e-07,3.340973702137262e-06
1971,2.3482476763092563e-07,3.398536147614095e-06
1972,2.544552728522831e-07,3.5259499853168563e-06
1973,2.2549004086158675e-07,3.3200513556153055e-06
1974,2.7734068908102927e-07,3.5761758852004277e-06
1975,2.284592142132169e-07,3.3309353426602684e-06
1976,2.7710603944797185e-07,3.4829659441015792e-06
1977,3.073556911203923e-07,3.5319458149274396e-06
1978,3.409899420603324e-07,3.611879570541987e-06
1979,3.610667533848755e-07,3.353180765941488e-06
1980,3.746514209979068e-07,3.603248586614427e-06
1981,4.516442402291432e-07,3.70550694128724e-06
1982,4.593551636844495e-07,3.5246197285232483e-06
1983,5.172244073037291e-07,3.7734013247359144e-06
1984,4.987147121937596e-07,3.609302964946437e-06
1985,5.91329353483161e-07,3.593694415826576e-06
1986,6.246253860808793e-07,3.6188708136819514e-06
1987,6.8013389409316e-07,3.676267308350134e-06
1988,7.249833515743376e-07,3.430028794326745e-06
1989,7.44738201774453e-07,3.342815219298245e-06
1990,7.911441457508772e-07,3.334574461888451e-06
1991,9.788647048480925e-07,3.378548463217612e-06
1992,1.1207226862097741e-06,3.1632590058450205e-06
1993,1.036939579535101e-06,3.2254804054332453e-06
1994,1.2870821137767052e-06,3.2208701092883985e-06
1995,1.3870628663426032e-06,3.2155132814182252e-06
1996,1.5565876765322173e-06,3.306414207315811e-06
1997,1.8522677009968902e-06,3.295530962788007e-06
1998,2.1346913854358718e-06,3.4292385073797504e-06
1999,2.2371134491550038e-06,3.5615576976510965e-06
2000,2.469679657224333e-06,3.922328573935374e-06
2001,2.7395717552280985e-06,3.7362974651955483e-06
2002,2.4123005459841806e-06,3.526883197935149e-06
2003,2.9180960154917557e-06,3.694810601473364e-06
2004,2.6983750558429165e-06,3.607964501384231e-06
2005,2.838263071680558e-06,3.7083875241705755e-06
2006,2.8668748655036325e-06,3.3453737735555933e-06
2007,2.716645440159482e-06,3.3130213417109644e-06
2008,2.82906876236666e-06,3.5694374709294152e-06
2009,2.828968717949465e-06,3.353946581796663e-06
2010,2.8862375529570272e-06,3.285397980334892e-06
2011,2.557090056143352e-06,3.2343155709213534e-06
2012,2.1909770566708175e-06,2.8684233299713924e-06
2013,2.161013981094584e-06,2.256959874102904e-06
2014,1.6591641269769752e-06,1.7947209727253721e-06
2015,1.7730386616676697e-06,1.8038490239291605e-06
2016,1.5141495168791153e-06,1.5694543691324725e-06
2017,1.927461426021182e-06,1.8650742887871274e-06
2018,1.7941193846127135e-06,1.840843964373562e-06
2019,1.4823789342699456e-06,1.6734479935109903e-06
