year,six_DET îles_NOUN,six_DET iles_NOUN,six_DET fils_NOUN
2010,7.085689368580006e-09,0.0,3.306655199653008e-08
2011,1.0707121411712706e-08,0.0,2.906218632414692e-08
2012,1.4297861339329643e-08,3.404252713057332e-10,2.8936147700164838e-08
2013,1.0598675437289984e-08,0.0,3.542188886651587e-08
2014,1.2559581652471508e-08,0.0,3.118241115318554e-08
2015,1.1526192111865896e-08,0.0,3.147537058767469e-08
2016,1.3463710590855271e-08,0.0,3.5627050198883126e-08
2017,1.0314006537726073e-08,0.0,8.57823471422936e-08
2018,8.776986804015507e-09,0.0,2.5298373063087354e-08
2019,9.183556137770665e-09,0.0,3.0356754221472215e-08
