year,leurs_DET oeufs_NOUN,leurs_DET feux_NOUN
1878,8.273551443949145e-08,4.619902913560736e-07
1879,1.649517855639715e-08,3.3906755447787873e-07
1880,2.4387814878679137e-08,3.5747404325547905e-07
1881,1.6734017838082593e-08,4.601855021491019e-07
1882,3.926677294430192e-08,4.0997172323642417e-07
1883,1.8326083761621703e-08,4.4930499054629536e-07
1884,2.1125430293977843e-08,5.142722034889857e-07
1885,1.418039830003437e-08,3.835153128406432e-07
1886,2.774989382725579e-08,4.414169234578935e-07
1887,4.8314041434238675e-08,4.792230596795122e-07
1888,2.2192152115962926e-08,4.210168196294717e-07
1889,1.7542383545787743e-08,4.0535434153721184e-07
1890,1.2453334363726754e-08,3.8212072528409635e-07
1891,1.72103943318902e-08,4.117746064125072e-07
1892,4.2625885043889866e-08,3.4539503879216227e-07
1893,2.5249507429325746e-08,3.245485520331215e-07
1894,2.142523314319078e-08,4.2787452247949886e-07
1895,1.3240951446391591e-08,5.386660122397302e-07
1896,1.7101383420481397e-08,3.5441143531045327e-07
1897,2.505486840220783e-08,3.6824830118575846e-07
1898,1.0750873968845553e-08,3.955190162052702e-07
1899,3.2612712530522003e-08,3.416043377058031e-07
1900,2.4397948994447916e-08,3.1976886916140757e-07
1901,1.7325090695408107e-08,3.582381540301327e-07
1902,2.4551420119145462e-08,3.343903349772859e-07
1903,1.3500550899436803e-08,4.287774792999244e-07
1904,2.9022976022474722e-08,4.6275522258554247e-07
1905,2.631987072732045e-08,3.8292831350261736e-07
1906,1.388929860013377e-08,3.6420827331795635e-07
1907,2.6228502036929058e-08,3.0034205522611046e-07
1908,2.2592390180875555e-08,2.882985477015154e-07
1909,2.7504917177179067e-08,3.157564538724955e-07
1910,2.9927242906069296e-08,3.714184835246215e-07
1911,2.6601869929088195e-08,3.229467111509621e-07
1912,2.344239469209697e-08,3.0996055144782986e-07
1913,3.2878535449754054e-08,2.4128603115514125e-07
1914,3.080502253283157e-08,3.783660069700545e-07
1915,3.2986132825207903e-08,5.701888770026642e-07
1916,2.0876177231343718e-08,6.218903525478936e-07
1917,2.3029491202919417e-08,7.808093975825159e-07
1918,2.412139110674616e-08,6.60466618285227e-07
1919,2.3940405213807026e-08,4.521053558192989e-07
1920,3.028892603396116e-08,3.377215382904808e-07
1921,3.862101355389669e-08,3.1805538114326737e-07
1922,3.0987327981346624e-08,3.917683848442266e-07
1923,2.229349105320466e-08,3.0573929965527213e-07
1924,3.480738541838946e-08,3.0424233710135695e-07
1925,2.1996356291964503e-08,3.3544442290533993e-07
1926,4.2355324580967135e-08,3.0986265375787525e-07
1927,1.0034302122541305e-07,3.1775290132429745e-07
1928,3.5420729460611255e-08,2.799380136586649e-07
1929,1.8493074360748096e-07,2.562293457408771e-07
1930,7.457558237611295e-08,2.436836048502755e-07
1931,7.413481739604322e-08,3.7409570197155517e-07
1932,4.7126007984843454e-08,2.816600909172351e-07
1933,6.76769036367375e-08,3.1200200978354076e-07
1934,6.350237491403732e-08,3.4746582500133627e-07
1935,5.146362180852293e-08,2.9202612861212174e-07
1936,5.698615979099486e-08,2.7038112859756325e-07
1937,4.1550688223424004e-08,2.6693169941083283e-07
1938,4.148868626430158e-08,2.6449037449083335e-07
1939,5.352917753498332e-08,2.6305768052736767e-07
1940,4.3108308034334186e-08,2.6879300007998097e-07
1941,7.673907065353092e-08,2.449747151800352e-07
1942,6.978687139280737e-08,3.246606659068618e-07
1943,5.516146828199453e-08,3.0774292292257144e-07
1944,1.6065930807940276e-08,3.116790558976845e-07
1945,6.535512397931598e-08,2.897410293911662e-07
1946,3.480275978517966e-08,3.1044061898910513e-07
1947,3.933887415819015e-08,2.7418002002121966e-07
1948,1.3698578360532565e-07,3.033256774642723e-07
1949,6.97007607186606e-08,3.0825405517020954e-07
1950,3.5096692885261405e-08,2.8290062825675477e-07
1951,7.249753508631329e-08,1.8230997111956526e-07
1952,8.752187419247548e-08,2.393670444078566e-07
1953,6.141081698718409e-08,2.585718510417223e-07
1954,5.863521579385633e-08,2.599494610677766e-07
1955,5.5375087182341076e-08,2.177460962649036e-07
1956,5.058262297907845e-08,2.5291309757591307e-07
1957,5.919475187798895e-08,1.8641930243923355e-07
1958,5.542403158642628e-08,2.3741339072458345e-07
1959,4.030388878195623e-08,2.162458683230284e-07
1960,4.983000123637282e-08,2.9067500650903355e-07
1961,2.91822690456911e-08,2.411011266190144e-07
1962,5.517501905361044e-08,2.714357307809223e-07
1963,4.396916120086303e-08,2.1790599813442668e-07
1964,3.285343014303166e-08,2.287572118397918e-07
1965,2.9001830270658502e-08,2.4514753960147573e-07
1966,2.8249282024717104e-08,2.26548158455131e-07
1967,5.127549090877537e-08,2.7018239912024455e-07
1968,3.8177032979369585e-08,2.865523405226611e-07
1969,3.1338128952951294e-08,1.8893712194767431e-07
1970,4.138852394142134e-08,2.1338084144062464e-07
1971,5.138397440873632e-08,2.4201852077965214e-07
1972,4.3093233870195036e-08,1.9494558189947497e-07
1973,3.914374602231874e-08,1.3948405541697184e-07
1974,6.131872798409432e-08,1.8845665428202096e-07
1975,4.512069251561002e-08,1.7762704018764452e-07
1976,4.8564979537868425e-08,1.7311986327817053e-07
1977,4.348818549715361e-08,1.7042667455058336e-07
1978,4.81187889533885e-08,2.0376227760632304e-07
1979,4.506019379846293e-08,1.8960393521894048e-07
1980,5.173487072074323e-08,1.921580863317729e-07
1981,4.42788482546419e-08,1.866037064868209e-07
1982,4.65562675078246e-08,1.9926083005827877e-07
1983,5.3048656467602484e-08,1.717765996112064e-07
1984,8.118612121466029e-08,1.658516488589612e-07
1985,6.256180606900585e-08,1.9129474149170989e-07
1986,7.433162185765951e-08,1.6484834941543625e-07
1987,8.738467799362937e-08,2.0043478698994477e-07
1988,8.155313219182503e-08,1.6250660861416577e-07
1989,7.079677866173029e-08,1.68485355889203e-07
1990,6.919786660342098e-08,1.6727358564949668e-07
1991,6.154538567670897e-08,1.4829506922442448e-07
1992,5.4548448535918226e-08,1.9725600619580064e-07
1993,5.982344158939057e-08,1.7060758317199998e-07
1994,6.277162606371789e-08,1.904248558837196e-07
1995,8.242124938107054e-08,1.6646924683172415e-07
1996,5.9252822870448085e-08,1.7935989338191405e-07
1997,5.5141285315585264e-08,1.7597262202961872e-07
1998,6.532337304410163e-08,1.5258013963403982e-07
1999,3.976074838818455e-08,1.4624644184557667e-07
2000,5.434178618202168e-08,1.678851995201569e-07
2001,3.504969270373692e-08,1.4808495474305516e-07
2002,2.7163573390609486e-08,1.7963008147603432e-07
2003,2.2501383534212493e-08,1.6376007128116044e-07
2004,2.4666830356068203e-08,1.497629038560433e-07
2005,2.612174831995162e-08,1.562801044130424e-07
2006,2.3471972809829822e-08,1.4000825809823425e-07
2007,2.3167980256477705e-08,1.7495820481272517e-07
2008,2.128719794880496e-08,1.5965399047246365e-07
2009,1.8119132416671846e-08,1.530589850418096e-07
2010,1.5116137674908714e-08,2.1020878637756368e-07
2011,8.030340836739924e-09,2.5429412930932926e-07
2012,7.489355802192676e-09,2.655317254962597e-07
2013,1.4224538102958206e-08,2.9006901591799306e-07
2014,1.3209215943277286e-08,2.962328915501189e-07
2015,7.314698804994357e-09,2.8837645160706415e-07
2016,8.699627823682832e-09,3.9044758626261e-07
2017,1.0565567670761666e-08,2.2288316348095805e-07
2018,1.3939920606720335e-08,2.6305145439664557e-07
2019,1.4030432538003623e-08,2.2397672871932173e-07
