year,nos_DET iles_NOUN,nos_DET fils_NOUN
1837,3.3397877241547747e-08,2.6161669808288934e-07
1838,2.4617430982587507e-08,2.8909700233725744e-07
1839,4.1249704096912865e-08,2.880487759426842e-07
1840,4.395085273500854e-08,3.1211475642889397e-07
1841,3.017657768111803e-08,3.717497492061739e-07
1842,3.4882977395511716e-08,3.904210270633257e-07
1843,2.7171790650815097e-08,3.6681916443237483e-07
1844,2.2503100327586623e-08,3.353511051074065e-07
1845,1.3392546849289033e-08,2.6171269240649053e-07
1846,1.5807153808111707e-08,2.903832676537377e-07
1847,2.534815113364175e-08,3.786043079045953e-07
1848,1.2067832733109185e-08,4.754725964062345e-07
1849,5.865590679832167e-09,4.2399838351414587e-07
1850,1.2220192857625989e-08,3.40128694098496e-07
1851,1.0964046337491595e-08,3.766472218558192e-07
1852,2.40890174474373e-08,3.157614436588574e-07
1853,1.791579506971175e-08,2.0603165395982614e-07
1854,1.1430461910322265e-08,3.585008503392828e-07
1855,2.2819829581521844e-08,3.7254698526112406e-07
1856,1.3460691894451315e-08,2.930289060287805e-07
1857,1.2203772437047178e-08,3.626961150304808e-07
1858,1.565976370798694e-08,3.7730241497779815e-07
1859,1.4258085379026397e-08,4.506573461071639e-07
1860,1.327383358784573e-08,4.558875200677548e-07
1861,1.9335450851531988e-08,5.013069497294964e-07
1862,2.0782737364388737e-08,3.51047521746084e-07
1863,1.4983863039219614e-08,3.666051640038859e-07
1864,1.1986819759002287e-08,4.415944487856649e-07
1865,9.884373597390805e-09,6.118897601936624e-07
1866,1.8489329178805747e-08,4.364454924687955e-07
1867,1.6014277903764196e-08,4.7217856291581484e-07
1868,9.87974813071446e-09,3.739484568665574e-07
1869,6.836926691455858e-09,5.435356804639468e-07
1870,5.734048791339319e-09,5.321197242835751e-07
1871,4.248470908407853e-09,5.289346356462943e-07
1872,2.4189357183956872e-09,6.119907398627333e-07
1873,1.2570609608797412e-08,3.986679044665209e-07
1874,1.5533983654947292e-08,3.477222563219584e-07
1875,3.432916173551348e-09,4.26253770058338e-07
1876,9.673623679873344e-09,3.730391191503202e-07
1877,1.7317484335421796e-08,3.9830213749425525e-07
1878,9.058633121394877e-09,3.6113749812827223e-07
1879,9.774920428640144e-09,4.1543412931943635e-07
1880,1.2835692730917003e-08,3.5233974582382643e-07
1881,1.9523020977629812e-08,4.1556145902177377e-07
1882,3.9932310791357395e-09,3.61387421321524e-07
1883,8.847074461915128e-09,2.8689799558279105e-07
1884,1.0562715146988921e-08,4.0468403827986776e-07
1885,1.2891271161663553e-08,3.931837762038981e-07
1886,3.355801142523873e-08,3.8849852668221274e-07
1887,8.487601899087593e-09,3.5190902814008496e-07
1888,1.521747572397203e-08,3.335163283324505e-07
1889,1.3783301056058406e-08,4.2164369595809603e-07
1890,1.9007720730712663e-08,4.92889874692537e-07
1891,2.230977025341474e-08,3.665176517841928e-07
1892,2.3820346806147086e-08,4.6073567094850887e-07
1893,1.9706933418461858e-08,3.2578023922980037e-07
1894,1.827446372004715e-08,4.1023022134822895e-07
1895,1.745398225949657e-08,3.635243146504763e-07
1896,1.1794058341063618e-08,3.8330687779364325e-07
1897,2.388952524690069e-08,4.329248053380752e-07
1898,9.053367611144836e-09,5.018960820279972e-07
1899,2.04520400615138e-08,4.880851847133272e-07
1900,1.0901211600078398e-08,4.298191935703244e-07
1901,1.1736351668290013e-08,3.990359634942209e-07
1902,1.86590785600238e-08,3.825111143385129e-07
1903,2.052083702963614e-08,4.41197986589259e-07
1904,1.289910045443321e-08,4.1384614313244583e-07
1905,1.3417973898643965e-08,4.0150704005981197e-07
1906,1.7490227210981146e-08,5.097886939253726e-07
1907,1.0799971361663552e-08,4.4228453521810707e-07
1908,8.840500553830566e-09,3.899642884164223e-07
1909,1.4302557360679202e-08,4.477800672475496e-07
1910,1.4429207051414039e-08,4.5532163073236376e-07
1911,1.3832972434180135e-08,4.3893085166502033e-07
1912,1.0939784356178706e-08,4.3446572028926767e-07
1913,1.7499866000747488e-08,3.7704258248894007e-07
1914,1.607218474974914e-08,6.40208675406484e-07
1915,8.246533234057551e-09,1.4843760141047824e-06
1916,2.0876177675432928e-08,1.60307066465748e-06
1917,2.4126133979507358e-08,1.4113788019409768e-06
1918,4.479686666059024e-08,1.2749877598139392e-06
1919,1.6574126959767455e-08,9.474876163650947e-07
1920,2.4988364710765154e-08,7.01188634266714e-07
1921,2.650461700115514e-08,6.247516330937231e-07
1922,5.1645547283207804e-09,5.186688660785421e-07
1923,5.307974060286824e-09,4.6604012560180763e-07
1924,7.734974438733389e-09,4.421827308753734e-07
1925,1.979672092922158e-08,3.9813405106059463e-07
1926,1.560459372829115e-08,4.737108927344025e-07
1927,1.44939923396592e-08,4.537734614729061e-07
1928,3.08503115276082e-08,3.747741450510489e-07
1929,1.8938690837799754e-08,3.8545807257150955e-07
1930,1.575540553577781e-08,4.138419669175164e-07
1931,8.097803405604509e-08,4.254197953912353e-07
1932,7.671675850140502e-09,3.4193754405720256e-07
1933,1.032359597807897e-08,3.01678423797469e-07
1934,3.5944740517379614e-09,3.3548424660523324e-07
1935,2.0346083040578833e-08,3.1117538146219204e-07
1936,2.3036956786626206e-08,3.540416639857824e-07
1937,1.762756551837441e-08,3.7521532991746653e-07
1938,1.0372171899142302e-08,3.63025994598587e-07
1939,4.28233404292655e-08,4.190569740103456e-07
1940,1.2678914584896006e-08,5.096923780811835e-07
1941,6.788455886308498e-08,6.257185667379872e-07
1942,6.068423519245414e-08,4.79405457554094e-07
1943,6.967764720755554e-08,6.300020363170233e-07
1944,2.2492303131116387e-08,6.683426967413197e-07
1945,1.5249528306782167e-08,6.230521663042055e-07
1946,5.568441707737293e-08,3.9535935592027727e-07
1947,3.337843779149807e-08,3.8981249161906817e-07
1948,9.784699050996437e-09,3.6203387665523223e-07
1949,2.846932423139492e-08,3.789365103923359e-07
1950,1.914365066468804e-08,3.1693377078312324e-07
1951,2.5587364671508794e-08,2.846594231442623e-07
1952,1.2653764924763777e-08,3.0052690780379976e-07
1953,1.2928592973970865e-08,3.1998266170063516e-07
1954,2.0522326282801373e-08,3.1956192891868795e-07
1955,1.0324168631115072e-08,2.98462326853155e-07
1956,1.5698055078061657e-08,3.3314759884106593e-07
1957,8.835037590415595e-09,2.738861670792403e-07
1958,1.3235589513271862e-08,2.7794737889053067e-07
1959,2.9452842387200917e-08,3.224311022620441e-07
1960,2.0762500052562416e-09,2.920591650745763e-07
1961,2.779263652552544e-09,3.07108640740239e-07
1962,8.87873907728931e-09,3.8939611357591275e-07
1963,7.759263898066138e-09,4.0994777883440747e-07
1964,1.0951142881410192e-08,2.8533812024278404e-07
1965,7.1136563306595235e-09,3.4911636515033706e-07
1966,1.0524242144427376e-08,2.7196856855482565e-07
1967,8.874604107145245e-09,3.0124349548188434e-07
1968,1.8414805180722027e-08,3.6829608518473833e-07
1969,3.088395228445506e-08,3.0974788423066e-07
1970,9.657322413980651e-09,3.2099099467330916e-07
1971,1.0276795081587409e-08,4.434437137490477e-07
1972,2.616374938924082e-08,2.4009087185028477e-07
1973,1.268036875501366e-08,3.131499628494794e-07
1974,1.0126029126311664e-08,2.68902331512777e-07
1975,1.770558810676448e-08,2.8214712699536904e-07
1976,1.5426522614880867e-08,4.313712729242525e-07
1977,5.876781949964993e-09,2.550523277022876e-07
1978,1.603959642881847e-08,2.1504940761474245e-07
1979,1.345953837272873e-08,2.510496575069965e-07
1980,1.0233271396931087e-08,2.8653159134250927e-07
1981,4.427884781055269e-09,2.2961744328142686e-07
1982,4.966001831974154e-09,2.22228582202888e-07
1983,5.052252616266628e-09,2.2545677857976898e-07
1984,1.3917620667047714e-08,2.476176632626448e-07
1985,1.0828004715079942e-08,2.2438031344051979e-07
1986,9.591176797218992e-09,2.721496406010715e-07
1987,1.283271516827611e-08,2.3037779950385584e-07
1988,7.795519785247507e-09,2.3866284504237e-07
1989,9.329807815205982e-09,2.469654931669396e-07
1990,2.45189291092629e-08,2.337471238789135e-07
1991,3.5168791212569772e-09,2.432508013905377e-07
1992,5.509944334125549e-09,2.1047986620281733e-07
1993,1.6617621612091682e-08,2.2156829260211452e-07
1994,3.6924485691258724e-09,2.632188298434812e-07
1995,3.795715630694474e-09,2.635311098231341e-07
1996,2.6690460952494277e-09,2.2633511242986515e-07
1997,2.8769365778558154e-09,2.5844481221781734e-07
1998,4.7681292247858664e-09,2.4508184637284103e-07
1999,5.027221139375371e-09,2.079441454583275e-07
2000,2.6508188977203417e-09,3.1014581836075195e-07
2001,6.133696495158603e-09,2.624345913915249e-07
2002,2.190610692842654e-09,2.703213661803261e-07
2003,4.166923084358842e-09,2.2709729385894661e-07
2004,1.5504865250037803e-07,2.5371597711654204e-07
2005,1.3511248786457486e-09,2.472558526811497e-07
2006,1.6471559116659762e-09,2.281310989005192e-07
2007,1.5977917877663117e-09,2.6443454093083574e-07
2008,8.514879357157668e-10,2.609810496601028e-07
2009,1.430457752249481e-09,2.3697916429199495e-07
2010,9.447586046817946e-10,3.216903001757032e-07
2011,1.147191591721608e-09,2.485581730993225e-07
2012,2.7234021704458655e-09,2.7506361544027413e-07
2013,8.367375126105969e-10,3.0652482863047226e-07
2014,2.1654451842767486e-09,3.3997489334858244e-07
2015,1.773260274728905e-09,3.1431040292684287e-07
2016,3.728412162340433e-09,3.798837715507375e-07
2017,1.0062445321423752e-09,4.782177036588564e-07
2018,1.0325866828253538e-09,3.3920471165238553e-07
2019,2.5509878098795014e-09,3.334141034372351e-07
