year,aux_ADP in_ADJ,aux_ADP fines_ADJ
1937,1.2591118370153254e-08,3.777335422228134e-08
1938,5.186085783037697e-09,1.8151300906765755e-08
1939,1.2235240376412548e-08,2.141167065872196e-08
1940,7.607348528892999e-09,1.7750480196809804e-08
1941,8.854508237732261e-09,2.6563522936839945e-08
1942,3.034211770724937e-09,3.034211815133858e-08
1943,8.709705845433291e-09,4.935499831049128e-08
1944,1.927911696952833e-08,4.819779064746399e-08
1945,1.089252066321933e-08,6.317661416233022e-08
1946,2.227376683094917e-08,3.201854070766785e-08
1947,2.1457568166738383e-08,4.0530959921625254e-08
1948,1.522064252412747e-08,3.913879709216417e-08
1949,1.7670615193310368e-08,2.5524221403117053e-08
1950,2.3397795700930146e-08,3.296961992305114e-08
1951,1.8124383771578323e-08,2.4521224162299404e-08
1952,2.5307528517259925e-08,1.8980646387944944e-08
1953,1.723812381726475e-08,2.2625037843226892e-08
1954,4.0067398288101685e-08,2.7363100230104465e-08
1955,1.0324168187025862e-08,3.378819002364253e-08
1956,1.4825940475304833e-08,3.0523995775411095e-08
1957,9.718541527092839e-09,2.9155623693100097e-08
1958,1.5717262158432277e-08,2.3162280982091943e-08
1959,9.300897829689347e-09,2.7127616819555556e-08
1960,4.152500121534786e-09,2.629916728835724e-08
1961,3.543561177821175e-08,3.543561177821175e-08
1962,8.8787386332001e-09,2.853880404218856e-08
1963,3.879631726988464e-09,2.7804029301137234e-08
1964,1.1559539991878864e-08,1.764350798794112e-08
1965,1.4774516721161035e-08,2.0246560539227687e-08
1966,6.092982118843793e-09,2.5479743093193008e-08
1967,8.381570104631919e-09,3.401931397695179e-08
1968,7.186265360559219e-09,2.9194203027271826e-08
1969,5.904285060864822e-09,2.725054712438002e-08
1970,8.7375777724219e-09,3.1731204330753826e-08
1971,5.652237344833111e-09,2.928886644326667e-08
1972,9.747279428040656e-09,2.4111690422046195e-08
1973,4.9618833486420044e-09,2.7566018412361615e-08
1974,8.438357568252286e-09,1.800182936051442e-08
1975,6.8537762132336866e-09,1.8276736568623164e-08
1976,9.141642998145016e-09,2.1140049710766107e-08
1977,1.5867311020656416e-08,1.763034590540613e-08
1978,5.346532105932056e-09,2.5544542481270582e-08
1979,1.0533551808578068e-08,2.750427441355896e-08
1980,9.096241093686785e-09,2.4446148216838992e-08
1981,1.2651098835192442e-08,1.8344094243616382e-08
1982,6.2075020679230875e-09,2.4830008826803862e-08
1983,4.4207211225000265e-09,2.9050454486423405e-08
1984,8.69851302098823e-09,2.4355836458767044e-08
1985,6.015557829641693e-09,2.1656008541981464e-08
1986,2.997242676272549e-09,1.7384007122700496e-08
1987,5.49973533381376e-09,2.627651163322753e-08
1988,5.99655392008458e-09,1.8589316752581908e-08
1989,4.390497743145261e-09,2.8538234886354985e-08
1990,5.993515905799995e-09,1.7980548605578406e-08
1991,2.344586080837985e-09,1.75843961613964e-08
1992,1.1019888335184191e-09,2.975369817193041e-08
1993,3.877445031719162e-09,1.994114740000441e-08
1994,4.2199412852994556e-09,2.4264663112116835e-08
1995,4.337960657352369e-09,1.7894087989134277e-08
1996,2.135236876199542e-09,1.9217132551929694e-08
1997,8.630809844589749e-09,1.4864173114581547e-08
1998,5.2449422582867555e-09,1.621164003040576e-08
1999,1.8280804647829996e-09,2.1022924651115105e-08
2000,1.3254094488601709e-09,1.590491294223284e-08
2001,3.5049694258049158e-09,2.5849149126733195e-08
2002,2.6287327870022636e-09,1.4458030939135114e-08
2003,1.6667691671301554e-09,2.416815370054337e-08
2004,3.523833003171717e-09,2.334539317416784e-08
2005,3.1526248278623825e-09,1.6663873059208356e-08
2006,4.529678854225949e-09,2.388376074691223e-08
2007,7.988958938831558e-10,2.1170741604237264e-08
2008,2.1287198670449925e-09,3.4911003865545354e-08
2009,5.721831008997924e-09,2.4317781566196572e-08
2010,4.723793023408973e-10,3.590082525706251e-08
2011,2.2943831279320648e-09,3.632773457051819e-08
2012,1.0212758416727752e-09,4.629783845189195e-08
2013,4.741512515948898e-09,4.211578641388769e-08
2014,2.815078836704288e-09,3.486366653704387e-08
2015,1.329945265027277e-09,3.723846547787346e-08
2016,8.285360175719347e-10,4.2255337007190974e-08
2017,1.0062445321423752e-09,3.2702946711760106e-08
2018,2.8396134332808742e-09,3.975458712224267e-08
2019,1.2754939326953263e-09,2.678537158740113e-08
