year,aux_ADP airs_NOUN,aux_ADP fers_NOUN
1870,1.0665330840708975e-07,7.718029468861687e-07
1871,4.99195342840153e-08,5.873511246257124e-07
1872,1.1066630678513434e-07,6.809303955135348e-07
1873,1.4725570851581438e-07,6.177556652886551e-07
1874,1.0216581447508588e-07,5.789396140265524e-07
1875,1.0127102711976477e-07,7.054642763293373e-07
1876,8.283040520140617e-08,7.176619458704181e-07
1877,1.0576035047726862e-07,1.0823427878392522e-06
1878,1.600358487952036e-07,7.385805567139414e-07
1879,1.4601287046112077e-07,9.664952775878533e-07
1880,8.214843538745242e-08,8.054397246937128e-07
1881,1.1295462259974798e-07,7.335077725212358e-07
1882,1.2844893282348835e-07,7.75352350323999e-07
1883,1.0742876366265364e-07,7.07134048649749e-07
1884,1.558000528589787e-07,7.974850086966967e-07
1885,1.0055191379532147e-07,6.935504019978112e-07
1886,1.5423778870760074e-07,6.163058243746633e-07
1887,1.3514874475095695e-07,4.961982603690629e-07
1888,1.0842450848258522e-07,6.797139198155833e-07
1889,1.2029062695928516e-07,7.317679533436205e-07
1890,8.455158556630593e-08,6.495397166794703e-07
1891,7.394095424828606e-08,5.768669302241847e-07
1892,8.650546878818943e-08,6.569401103106998e-07
1893,1.1146733691624888e-07,6.515604722423518e-07
1894,1.102769380256774e-07,7.404308819403127e-07
1895,1.3361324713301315e-07,8.010775716105201e-07
1896,1.0614652418139414e-07,5.531412935466662e-07
1897,7.982597916011969e-08,7.015363223672466e-07
1898,1.0637707481553349e-07,5.969564567109842e-07
1899,1.0668226124721514e-07,6.5059598775008e-07
1900,1.1835600921550338e-07,6.327893899982229e-07
1901,8.327221268089602e-08,6.544413172493435e-07
1902,7.660042644630494e-08,6.491395048158211e-07
1903,1.1880484729331897e-07,5.335417396779008e-07
1904,7.524475620357407e-08,4.33732249227603e-07
1905,8.463644651790503e-08,5.331064134583841e-07
1906,1.116288048663705e-07,4.7429380689578693e-07
1907,1.1777111208477464e-07,5.075986491132056e-07
1908,1.502885083048966e-07,4.916300442303623e-07
1909,1.4907666123775698e-07,8.097447992128082e-07
1910,1.1436482716398189e-07,5.86787751721829e-07
1911,1.500345536697978e-07,4.6606476189481327e-07
1912,1.2346328115420135e-07,5.370913322977344e-07
1913,1.6386237833287964e-07,4.427996449507532e-07
1914,1.325955188424821e-07,4.1318908605703086e-07
1915,5.890380805340101e-08,3.0983403476181337e-07
1916,1.0108465020586266e-07,4.4609095439795965e-07
1917,1.5681987053373092e-07,5.088420724774778e-07
1918,1.1486376561009592e-07,4.054690858623644e-07
1919,1.1049418369157848e-07,2.9373035725921426e-07
1920,1.0979736009275598e-07,3.982993952433844e-07
1921,1.4009583387819546e-07,3.72579172847054e-07
1922,1.7190590284599239e-07,3.526653076235675e-07
1923,1.910870719434854e-07,5.138118779335343e-07
1924,1.4825367922188804e-07,5.298457413926982e-07
1925,2.0236647046978362e-07,5.202137911552995e-07
1926,1.0700293096022051e-07,3.2881109324200963e-07
1927,1.4939961312521177e-07,4.3147500683460294e-07
1928,1.5996458113676226e-07,3.2678479289227624e-07
1929,1.1697426360868235e-07,4.1108099702036327e-07
1930,1.6385622059189586e-07,5.577413455526425e-07
1931,1.4370748857572835e-07,5.337707049690721e-07
1932,9.534796863164274e-08,3.6056876240309066e-07
1933,8.144170404733586e-08,3.280609419675784e-07
1934,1.3778817731235904e-07,4.5290373940076734e-07
1935,9.095895769917206e-08,3.9495338732820073e-07
1936,1.6125869706229423e-07,3.4919178304448906e-07
1937,1.170974018860349e-07,3.550695268916826e-07
1938,1.1150084711086805e-07,3.137581957579627e-07
1939,9.635251796424882e-08,3.1658684385149627e-07
1940,1.0143131645712344e-07,4.2601152272503384e-07
1941,1.9184767552360427e-07,4.04355867900108e-07
1942,1.5474480608013153e-07,4.672686060303022e-07
1943,8.419382258040287e-08,4.3548529271575376e-07
1944,1.2210107591670294e-07,5.462416599044673e-07
1945,1.219962295628818e-07,3.7688119114420715e-07
1946,1.1972149405181653e-07,3.508118355810552e-07
1947,1.0728783705893363e-07,2.9206134954939955e-07
1948,1.06544502331829e-07,3.326797595182285e-07
1949,1.0995049448681016e-07,3.023638489585423e-07
1950,1.2230665924484185e-07,3.743647374321313e-07
1951,1.3113524643948438e-07,4.605725597572885e-07
1952,8.96308345321728e-08,2.984179374720952e-07
1953,1.0342874157132087e-07,3.404529533845846e-07
1954,1.2508846047865063e-07,3.293344770227691e-07
1955,1.2764426982059263e-07,3.36943308809623e-07
1956,1.552363162460324e-07,3.5756680638598937e-07
1957,9.718541371661615e-08,3.4898399103866495e-07
1958,8.603133344609049e-08,3.4247087565830725e-07
1959,8.525822625671253e-08,3.3328216941796995e-07
1960,1.0727291965828556e-07,4.180183399427051e-07
1961,1.0908610048598888e-07,3.8492802700851314e-07
1962,1.1098423446931349e-07,3.754438324676812e-07
1963,1.1832877122586183e-07,4.468042811289763e-07
1964,8.517555871723204e-08,3.8268162105836723e-07
1965,1.1491290985432556e-07,3.316058387881071e-07
1966,1.2739872157219168e-07,3.4785388391966876e-07
1967,1.1980715464154912e-07,4.98949973337659e-07
1968,1.6797895230347137e-07,6.058920014595515e-07
1969,8.720174657361746e-08,5.082226888220021e-07
1970,1.0439106001847165e-07,4.1756422008987215e-07
1971,1.346260187773396e-07,3.273159272509929e-07
1972,1.3697492673436784e-07,4.083596816251145e-07
1973,9.31731425346527e-08,3.307922260553653e-07
1974,6.075617275946854e-08,3.0603109923976746e-07
1975,8.224531455880424e-08,3.472579890306804e-07
1976,9.998671690603089e-08,2.822482245701252e-07
1977,9.344082807505316e-08,3.149954967973656e-07
1978,9.504946363314559e-08,3.463364715017292e-07
1979,9.772795150908564e-08,3.7511150052793596e-07
1980,9.835310998962399e-08,2.916482426673639e-07
1981,9.867857464485041e-08,3.776353187934234e-07
1982,9.497478570263951e-08,3.2154862195099554e-07
1983,7.767838539063376e-08,2.595594943421986e-07
1984,1.3627670258919977e-07,3.7461595631116396e-07
1985,9.083492735761922e-08,2.761141190132932e-07
1986,1.1689246526280783e-07,2.853375147271464e-07
1987,1.1549443801328607e-07,2.963746164041936e-07
1988,8.215278701761974e-08,2.8483631719922187e-07
1989,1.1909225272610513e-07,4.0173054660641583e-07
1990,1.0951788154134334e-07,2.9313740990133397e-07
1991,1.2250461961516024e-07,3.856843966421053e-07
1992,1.1405584365853372e-07,3.3114763831054717e-07
1993,1.3903410955862228e-07,4.1654838867088984e-07
1994,1.0497104285800418e-07,2.938134134877757e-07
1995,1.3664575782001975e-07,3.519170510557501e-07
1996,1.1797184074069378e-07,2.9466268647304616e-07
1997,1.2179031649850458e-07,3.2557334461724707e-07
1998,1.2397135984443253e-07,3.661923186903948e-07
1999,1.2385245440338366e-07,3.190000517072633e-07
2000,1.3784258490190382e-07,3.874613646592806e-07
2001,1.2355017253717904e-07,3.246477850993301e-07
2002,1.58162092089853e-07,4.096442134393641e-07
2003,1.7001045560238737e-07,3.583553707109388e-07
2004,1.5064385938678981e-07,3.0833537900676333e-07
2005,1.5582973145189527e-07,3.0445347354302044e-07
2006,1.7583389411157668e-07,3.7802230695715977e-07
2007,1.9652838578743115e-07,3.103710682350602e-07
2008,2.494859703272567e-07,2.8950590480469884e-07
2009,2.3364142820447853e-07,3.409257542941191e-07
2010,2.5225053845723266e-07,2.801209193492582e-07
2011,3.6518933521634267e-07,2.4511659901804705e-07
2012,3.5744652374103403e-07,3.686805549740768e-07
2013,3.2521199094803777e-07,3.9047749345044735e-07
2014,3.5123521820168424e-07,3.87614685237736e-07
2015,3.5598200205655406e-07,4.2824236068383925e-07
2016,3.657986657190637e-07,4.764082017771898e-07
2017,3.569652507473542e-07,2.769688038917195e-07
2018,4.2852346959776355e-07,3.7353824033914407e-07
2019,5.130036373479641e-07,3.765258025367757e-07
