year,trois_DET oeufs_NOUN,trois_DET feux_NOUN
1875,5.721527251978387e-09,5.034943839632433e-08
1876,6.650616057868319e-09,6.166934962692494e-08
1877,1.2369631985365004e-09,7.174386240649255e-08
1878,1.8117265465633636e-09,6.461824741954558e-08
1879,3.0546627449723474e-09,4.459807456669296e-08
1880,4.492492600149944e-09,5.390990875930868e-08
1881,1.3945015142624584e-09,5.926631607700017e-08
1882,5.324307883469714e-09,4.1928925442746845e-08
1883,1.2638677882037541e-09,6.003371932905566e-08
1884,2.6406787867472303e-09,1.3269410548133465e-07
1885,6.445635691854079e-10,6.252266798734141e-08
1886,3.2267319927115068e-09,6.259860085844338e-08
1887,6.528924623161458e-10,6.659503370975983e-08
1888,1.9021844099853524e-09,8.306205412367262e-08
1889,1.2530273707511697e-08,6.327788071303075e-08
1890,7.865263995654459e-09,7.144280955717619e-08
1891,3.824531802365527e-09,6.69293100941104e-08
1892,3.761107425503951e-09,6.644623340434919e-08
1893,7.3900996988562895e-09,6.77425833206513e-08
1894,2.520615716150587e-09,5.1042469806361623e-08
1895,1.2037228991346183e-09,4.6343330284415174e-08
1896,2.94851448812139e-09,5.012474701970859e-08
1897,1.1653427112179315e-09,7.39992600529149e-08
1898,3.395012826423738e-09,6.167606869666997e-08
1899,1.6582735185011188e-09,4.532614461538742e-08
1900,4.15284251431558e-09,5.035321604118792e-08
1901,7.824234649067563e-09,7.488910475084154e-08
1902,3.928227076954727e-09,4.861181124304892e-08
1903,1.6200660812870638e-09,4.968202560462487e-08
1904,3.2247751136083025e-09,4.78341632970114e-08
1905,3.6125312741219773e-09,4.335037484537452e-08
1906,3.600929110447737e-09,7.561951576029458e-08
1907,6.685696440911215e-09,7.919978872727995e-08
1908,3.929111258571538e-09,3.683541627275133e-08
1909,1.0451868703853506e-08,3.96070820585237e-08
1910,8.01622590529405e-09,5.023501570278199e-08
1911,1.0108711090417444e-08,2.8730021028877673e-08
1912,5.2094213387476884e-09,3.386123625936932e-08
1913,1.1136278177392711e-08,6.840856503487203e-08
1914,2.209925398233281e-08,4.419851001857822e-08
1915,3.2986132936230206e-08,6.715034572835066e-08
1916,3.2962386153911893e-09,6.262853435856641e-08
1917,4.3865698851064394e-09,3.947912929902486e-08
1918,4.594550517822427e-09,3.9053681177847466e-08
1919,3.6831393490643904e-09,4.051453178499642e-08
1920,5.300562211374427e-09,7.875120999756291e-08
1921,1.5145494858259667e-09,3.104826362676505e-08
1922,5.902348387820666e-09,7.009038682781465e-08
1923,4.246379248229459e-09,5.520292933880455e-08
1924,1.289162443462999e-09,1.0313299636521833e-07
1925,3.299453377181294e-09,4.289289345926761e-08
1926,8.916910765321973e-09,8.582526300759952e-08
1927,1.1149224654616319e-08,8.473410695319927e-08
1928,3.4278122562625413e-09,7.541187141413275e-08
1929,0.0,8.132496986945625e-08
1930,2.100720708497761e-09,7.142450630936992e-08
1931,1.0264820993199919e-08,5.0183567523731654e-08
1932,3.287861094491973e-09,5.808554393027521e-08
1933,4.588264879146209e-09,5.3912111885878744e-08
1934,2.3963160344919743e-09,6.470052937856963e-08
1935,2.393656828303392e-09,6.702239296885182e-08
1936,9.699771652549316e-09,6.304851440930292e-08
1937,2.5182236296217297e-09,5.7919143148232877e-08
1938,6.482607339819424e-09,3.759912203804561e-08
1939,6.117620188206274e-09,5.8117390899781185e-08
1940,2.5357829169792012e-09,4.564409294971483e-08
1941,5.9030051957620344e-09,5.017554416397729e-08
1942,6.068423541449874e-09,3.944475324146879e-08
1943,5.806470415592457e-09,4.354852856103264e-08
1944,1.6065930807940276e-08,8.996921430082239e-08
1945,1.089252066321933e-08,6.75336235822499e-08
1946,5.568441707737293e-09,4.5939644088832665e-08
1947,4.7683483828109274e-09,3.9338875268413176e-08
1948,1.0871888278529696e-08,5.109787171164726e-08
1949,1.9634016634739737e-09,2.4542520904446974e-08
1950,6.381216888229346e-09,4.892266103340148e-08
1951,5.330700769690111e-09,4.051332558319132e-08
1952,1.4762725264461096e-08,4.3233696400690746e-08
1953,6.464296653518886e-09,5.279175341321718e-08
1954,7.818028668893362e-09,3.420387484354137e-08
1955,1.3139851429144755e-08,3.378818780319648e-08
1956,5.232684952005684e-09,3.139611037816792e-08
1957,7.068030161150318e-09,5.03597163969971e-08
1958,4.1361216673863055e-09,5.376958123193276e-08
1959,4.650448914844674e-09,3.5653441088356885e-08
1960,8.305000243069571e-09,4.49854167805519e-08
1961,5.55852741612739e-09,3.196153341988861e-08
1962,5.0735651235811474e-09,3.6149152338182944e-08
1963,4.526237162849611e-09,4.978861101179177e-08
1964,4.867174663303331e-09,4.0154192637587016e-08
1965,3.830430195250756e-09,5.362602539804584e-08
1966,6.092982340888398e-09,3.7665708774170525e-08
1967,3.451234853457663e-09,3.648448254622849e-08
1968,4.491415683816058e-09,3.5033044798460367e-08
1969,9.537691525451919e-09,4.5871754839055257e-08
1970,5.978342543233595e-09,1.517579293341953e-07
1971,5.652237344833111e-09,2.9288866554288973e-08
1972,9.234264020108185e-09,2.462470471975564e-08
1973,7.718485406371656e-09,4.7413551973463086e-08
1974,2.025205780853412e-08,7.425754522394357e-08
1975,3.998036124386317e-09,5.197446961702212e-08
1976,1.0284348483935446e-08,3.485251331980521e-08
1977,1.4104276857551667e-08,6.934602725383598e-08
1978,8.910887139279566e-09,4.396037434073463e-08
1979,7.022368020415115e-09,4.915657503268278e-08
1980,7.390696110665118e-09,3.2405360395060256e-08
1981,6.325549417596221e-09,3.4157969119874565e-08
1982,8.069752865935698e-09,3.4762013600975195e-08
1983,1.1367568553133367e-08,4.7996400631689085e-08
1984,1.2177917618760858e-08,3.6533755132239776e-08
1985,1.2632671797518924e-08,3.428868178279032e-08
1986,1.2588419251446936e-08,3.2969671548421786e-08
1987,7.94406213033838e-09,4.460896230185085e-08
1988,1.1993107729146857e-08,4.137622150457432e-08
1989,6.036934174780129e-09,5.1039536597130564e-08
1990,9.262707045820662e-09,3.432650036439e-08
1991,1.0550637363770932e-08,2.8721179434754163e-08
1992,9.917899501665772e-09,7.438424631800444e-08
1993,1.0524494165053966e-08,3.822053251667512e-08
1994,1.1077345929422222e-08,3.9034457388620325e-08
1995,8.133676565602599e-09,2.765449824693178e-08
1996,8.540947060708959e-09,2.7758079612638653e-08
1997,1.006927874414032e-08,5.7538735109829986e-08
1998,8.10582001520288e-09,3.957547078936585e-08
1999,6.398281821029528e-09,3.0620348590026936e-08
2000,5.301637684418381e-09,3.6227856714532436e-08
2001,1.7524847129024579e-09,3.504969270373692e-08
2002,3.9430991805033955e-09,3.9430992693212374e-08
2003,6.250384210204629e-09,3.5835538980677484e-08
2004,3.523833003171717e-09,2.1142998685164116e-08
2005,4.503749484463526e-09,4.41367450365604e-08
2006,4.941467846020231e-09,2.9648807853277503e-08
2007,1.5977917877663117e-09,2.2768533725070483e-08
2008,4.257439734089985e-09,4.342588511008216e-08
2009,5.721831231042529e-09,2.7178697958873954e-08
2010,4.723792912386671e-09,3.164941375644048e-08
2011,3.059177577924288e-09,2.676780286314795e-08
2012,2.382976926895708e-09,3.60850802572088e-08
2013,1.6734750252211938e-09,4.574164891302246e-08
2014,1.5158116567492996e-09,4.1143459306169916e-08
2015,2.438232948875907e-09,3.790343805487595e-08
2016,3.1070099826280284e-09,4.349814197723845e-08
2017,1.0062445321423752e-09,3.7985731893286356e-08
2018,5.421080029321956e-09,3.614053500911041e-08
2019,4.591778068885333e-09,3.826481753677058e-08
