year,aux_ADP oies_NOUN,aux_ADP foies_NOUN
1888,7.03808211710566e-08,6.340614699951175e-10
1889,1.1089291618304742e-07,8.771191772893872e-09
1890,8.520702365899524e-08,1.9663159989136147e-09
1891,5.290602622665119e-08,2.5496880162734215e-09
1892,4.638699024894777e-08,5.641661360300532e-09
1893,5.665743257887712e-08,5.542574843531156e-09
1894,5.1042468918183204e-08,8.192000855444803e-09
1895,5.5973115919982774e-08,5.416753268150387e-09
1896,6.309820932415278e-08,6.486732040400511e-09
1897,5.477110853746581e-08,9.905413378419325e-09
1898,5.545187775624072e-08,6.7900258748920805e-09
1899,9.0652287454418e-08,6.633094074004475e-09
1900,5.6582480922884315e-08,3.114631885736685e-09
1901,5.812288650375308e-08,6.147612641171918e-09
1902,4.713872386874485e-08,2.9461704187383475e-09
1903,5.2922157323109786e-08,8.100330184390714e-09
1904,6.449550227216605e-08,1.7198800605910947e-08
1905,6.812202002492995e-08,1.083759376685478e-08
1906,1.358064730672126e-07,1.6975809202790515e-08
1907,7.199980761596336e-08,2.5714217422034835e-09
1908,6.139236319313568e-08,3.437972351250096e-09
1909,7.86640649286241e-08,6.0510818578052294e-09
1910,7.749018304803457e-08,9.085056262847502e-09
1911,6.969690247160543e-08,7.980561100850991e-09
1912,7.866225892882994e-08,1.510732161591477e-08
1913,6.522677464815274e-08,4.242391771214216e-09
1914,8.036092502550218e-08,4.68772043404897e-09
1915,5.301342831387501e-08,5.890381071793627e-09
1916,4.394984820521586e-08,3.2962386153911893e-09
1917,4.276905407607501e-08,3.289927263949721e-08
1918,4.020231791912465e-08,1.033773866510046e-08
1919,7.090043319113448e-08,5.524709134618888e-09
1920,5.5277291188815525e-08,7.572231730534895e-10
1921,4.316465940235048e-08,7.572747762196741e-09
1922,7.894391068630213e-08,8.853522359686394e-09
1923,6.157249865523795e-08,1.4862327368803108e-08
1924,6.059063462071634e-08,6.445812328337297e-09
1925,5.719052609265418e-08,1.8696901804560184e-08
1926,5.5730692949396143e-08,1.4489979882625903e-08
1927,1.427100768669476e-07,2.1183527820767267e-08
1928,4.227635308495792e-08,2.2852082448565625e-09
1929,5.124586888172189e-08,1.2254446568604749e-08
1930,6.197126012352783e-08,1.2604324695075775e-08
1931,6.957267473239881e-08,1.1405356659111021e-08
1932,6.794912410512666e-08,6.575722188983946e-09
1933,5.964744431707913e-08,9.176529758292418e-09
1934,5.511526701695857e-08,9.585264137967897e-09
1935,5.146362269670135e-08,2.2739740757060645e-08
1936,5.698615801463802e-08,3.394919900756577e-08
1937,4.0291578073947676e-08,1.2591118370153254e-08
1938,3.5006079368571363e-08,1.2965214679638848e-08
1939,9.788192567583565e-08,3.058810094103137e-09
1940,1.369322788491445e-07,1.5214697057785997e-08
1941,1.26914614373419e-07,2.9515025978810172e-09
1942,7.282108072104165e-08,3.034211770724937e-09
1943,1.1612941008820599e-07,0.0
1944,9.318239690969676e-08,6.4263723231761105e-09
1945,7.624764108982163e-08,6.535512131478072e-09
1946,5.150808579656996e-08,6.960552134671616e-09
1947,4.7683483828109274e-08,5.960435700558264e-09
1948,5.3272248834446145e-08,1.3046265401328583e-08
1949,3.141442572740516e-08,2.945102384188658e-09
1950,4.147791021757996e-08,3.190608444114673e-09
1951,6.823297127311889e-08,5.330700769690111e-09
1952,4.2179213899373735e-08,5.272402070488624e-09
1953,4.417269394707546e-08,9.69644453618912e-09
1954,4.3976413399704484e-08,4.886268278880834e-09
1955,4.22352348650179e-08,7.508486277174597e-09
1956,4.7966278060584955e-08,5.232684952005684e-09
1957,7.42143149157215e-08,1.3252556385623393e-08
1958,4.6324563740540725e-08,9.099467679352102e-09
1959,8.138285423342495e-08,7.750747599288843e-09
1960,7.958958292419993e-08,8.305000243069571e-09
1961,4.794229990778831e-08,4.86371165564492e-09
1962,4.693047800374828e-08,1.4586500007851555e-08
1963,7.435961180135564e-08,3.879631726988464e-09
1964,4.137098486012292e-08,6.6923653285755336e-09
1965,4.541796094770234e-08,1.1491291473930687e-08
1966,7.200797114137458e-08,1.163205709531212e-08
1967,4.240088635754091e-08,4.437302081328198e-09
1968,4.4914157726339e-08,1.0779397818794223e-08
1969,6.994307166774405e-08,6.812636649256021e-09
1970,5.610444731019015e-08,1.0117195081704722e-08
1971,6.474380676024794e-08,7.193756701440179e-09
1972,4.873639625202486e-08,7.69522046084603e-09
1973,6.781240774467179e-08,8.269805285010534e-09
1974,5.85059468649618e-08,1.2938814464291681e-08
1975,5.711480133285818e-08,9.138368284311582e-09
1976,6.627691084837295e-08,6.8562320265641574e-09
1977,6.053085321866547e-08,6.4644601893704134e-09
1978,6.178215161689593e-08,8.910887139279566e-09
1979,6.261611462665684e-08,7.022368020415115e-09
1980,1.205251900504578e-07,1.4212877097463661e-08
1981,5.692994659023398e-08,7.590659267808775e-09
1982,7.697303061604543e-08,8.069752865935698e-09
1983,1.0483424506269046e-07,8.841442245000053e-09
1984,8.466552109398506e-08,1.391762050051426e-08
1985,6.376491445969634e-08,1.0226449020933615e-08
1986,5.2751471690815066e-08,1.558566170567488e-08
1987,6.844115035820053e-08,7.944062296871834e-09
1988,7.315795608198172e-08,1.6190695006912392e-08
1989,8.780995386370449e-08,6.585746614717891e-09
1990,5.557624138674555e-08,1.3076762783725826e-08
1991,8.088821967788817e-08,2.344586136349136e-09
1992,4.407955345175907e-08,6.060938528840154e-09
1993,7.644106259085959e-08,1.606370148010683e-08
1994,9.653115773389231e-08,1.160483886764041e-08
1995,4.771756589860843e-08,8.133675954979935e-09
1996,6.512472250363999e-08,8.540947504798169e-09
1997,5.7538734665740776e-08,7.192341833217597e-09
1998,5.292623317387779e-08,1.382757464085671e-08
1999,5.712751499631352e-08,7.769341614505265e-09
2000,6.185244161294179e-08,6.627047355323157e-09
2001,4.6002722159377285e-08,3.5049694258049158e-09
2002,7.448076466687326e-08,6.571832411594869e-09
2003,7.292115178358927e-08,4.166922917825389e-09
2004,5.770276489958093e-08,1.3214373956182968e-08
2005,8.241861693125685e-08,9.007498746882447e-09
2006,5.517972495594492e-08,9.471146533712727e-09
2007,4.993099303463033e-08,1.7575709443384824e-08
2008,7.748540298280204e-08,4.470311720794484e-08
2009,1.7785358430444376e-07,2.0980046810947783e-08
2010,4.818268850570462e-08,2.8815136943194375e-08
2011,7.342026364653975e-08,5.3918003173336615e-08
2012,6.638292626703901e-08,4.731911140698486e-08
2013,5.912944922581431e-08,2.9843636895066084e-08
2014,4.763979455368883e-08,3.3131312138223734e-08
2015,5.984753714827207e-08,2.925879571957779e-08
2016,7.456823958307268e-08,2.8377357796927072e-08
2017,4.4023198086939885e-08,2.9181091765195788e-08
2018,5.1887479757262156e-08,1.6521387480317173e-08
2019,5.0509558091604845e-08,1.4285530980373551e-08
