year,grands_ADJ acteurs_NOUN,grands_ADJ facteurs_NOUN
1883,1.1817164136118663e-07,7.456819872686538e-08
1884,7.063815843366683e-08,1.2543223704142292e-07
1885,8.959433728250588e-08,1.1344318551209653e-07
1886,1.2132511528761825e-07,9.873799911019887e-08
1887,9.728097438710392e-08,1.1033882429956066e-07
1888,1.3378696905874676e-07,1.0588826881985369e-07
1889,1.171580592540522e-07,1.4033906836630194e-07
1890,7.406456603575862e-08,1.0487018187177455e-07
1891,6.756673087693343e-08,1.2365987345219764e-07
1892,9.653508925566712e-08,1.5733965597064525e-07
1893,8.621783109674652e-08,1.262475421981435e-07
1894,8.885170643679885e-08,1.1153724699397571e-07
1895,6.98159254852726e-08,1.4324302810564404e-07
1896,1.0496711411178694e-07,1.9637106163372664e-07
1897,1.1653427378632841e-07,1.5207722015020408e-07
1898,8.204614942997068e-08,1.4202470310920035e-07
1899,1.2271223681636911e-07,1.2492327527979796e-07
1900,1.4638770551300695e-07,1.495023269626472e-07
1901,1.1792239007490934e-07,1.8386951694537856e-07
1902,9.6732591714499e-08,1.389610275737141e-07
1903,7.992326089834023e-08,2.0844849757395423e-07
1904,8.868131828876358e-08,1.7091308279759687e-07
1905,8.87650557501729e-08,1.9765707293117885e-07
1906,7.510509192343306e-08,1.7644552485762688e-07
1907,6.942838837176168e-08,1.6817098469346092e-07
1908,1.4783280732899584e-07,1.4979737272824423e-07
1909,6.931239227014885e-08,1.479764506484571e-07
1910,7.962784565052061e-08,1.330693493173385e-07
1911,8.991432309812808e-08,1.601432586539886e-07
1912,8.439262444426276e-08,1.2554704653666704e-07
1913,1.214384610648267e-07,1.4901401357292343e-07
1914,9.040603998755614e-08,1.687579356257629e-07
1915,4.2410743361642744e-08,2.1323178600596293e-07
1916,7.91097249930317e-08,1.5052823698624707e-07
1917,8.992468281121546e-08,1.864292187292449e-07
1918,1.2175559049865115e-07,2.3547070782115043e-07
1919,1.0128633221029304e-07,1.6574126959767455e-07
1920,1.2115570768855832e-07,1.499301873764125e-07
1921,1.9840598497467e-07,1.688722619519467e-07
1922,1.150957942286368e-07,1.5936340957978246e-07
1923,1.9002547446689277e-07,1.0297469543729676e-07
1924,1.1473545669105079e-07,1.4825367600224126e-07
1925,1.055825080698014e-07,9.238469544925465e-08
1926,1.683066841451364e-07,1.2037828867050848e-07
1927,2.0180097237698646e-07,1.3602054593775392e-07
1928,1.2340125010723568e-07,1.8281666314123868e-07
1929,1.0137770090068443e-07,1.3034275525569683e-07
1930,9.768351105776674e-08,1.291943192427425e-07
1931,8.782124893969012e-08,1.4256696090342302e-07
1932,1.4137802395453036e-07,1.3151444022696523e-07
1933,1.3994207392897806e-07,1.3420674349617912e-07
1934,9.225816910429785e-08,1.2700475338078832e-07
1935,1.4960355088078359e-07,1.55587699168791e-07
1936,7.032334536916096e-08,1.564088165650901e-07
1937,1.3472497073507839e-07,1.120609525173677e-07
1938,1.1798345411762057e-07,1.0761127811065307e-07
1939,8.564668263488784e-08,9.176430637580779e-08
1940,8.875240098404902e-08,1.3693227174371714e-07
1941,1.0625409174735978e-07,6.198155233505531e-08
1942,1.9722376976005762e-07,9.406056733496371e-08
1943,1.219358836124229e-07,1.2774235358392616e-07
1944,1.6387249957006134e-07,1.2531425852557732e-07
1945,1.568522947081874e-07,1.0674669681520754e-07
1946,1.4199525821823045e-07,9.187928640130849e-08
1947,1.5854757862143742e-07,1.001353169272079e-07
1948,2.1091462087952095e-07,1.793861486021342e-07
1949,1.855414524243315e-07,1.148589987565174e-07
1950,2.1696136798254884e-07,9.997239658332546e-08
1951,1.3966436540613358e-07,1.151431376911205e-07
1952,1.6344445441518474e-07,9.91211592804575e-08
1953,1.6160741722615057e-07,1.0558350993505883e-07
1954,2.3454086317542533e-07,8.502106396690579e-08
1955,1.8677359037155838e-07,9.667176215089057e-08
1956,1.8663243395167228e-07,8.285084618364635e-08
1957,1.6698221827482485e-07,8.393286066166183e-08
1958,1.629631896093997e-07,8.768578396711746e-08
1959,2.038446638152891e-07,1.0463509880764832e-07
1960,1.882466733604815e-07,1.245749956524378e-07
1961,2.2095146334777382e-07,7.434530147065743e-08
1962,2.06747785114203e-07,9.576353932061465e-08
1963,1.881621471966355e-07,9.440437764851595e-08
1964,2.0563813052376645e-07,9.186792482296369e-08
1965,1.9152152219703567e-07,8.426946607187347e-08
1966,1.7669648855189735e-07,8.640956394856403e-08
1967,1.6664533575294627e-07,8.480176916236815e-08
1968,1.80554920348186e-07,8.66843237190551e-08
1969,1.7712855537865835e-07,8.674757623339246e-08
1970,1.604955031098143e-07,9.243436949191164e-08
1971,1.9474526880003395e-07,8.581123722706252e-08
1972,1.7288594733599894e-07,1.0875911016228201e-07
1973,1.7476855873610475e-07,8.324937539327948e-08
1974,1.4795253377997142e-07,9.5072159922438e-08
1975,1.4564274408712663e-07,7.99607207113695e-08
1976,1.5997875379980542e-07,7.313314398516013e-08
1977,1.7160202503418986e-07,7.463513185257398e-08
1978,2.079206922189769e-07,8.138610496644105e-08
1979,2.4168650725187035e-07,7.139407642853257e-08
1980,2.097820583912835e-07,6.879032099504911e-08
1981,1.6383172862788342e-07,7.717170547039132e-08
1982,2.588528502656118e-07,6.455802292748558e-08
1983,2.418765916445409e-07,8.967748499344452e-08
1984,2.916901280514139e-07,9.510373644161518e-08
1985,2.676923429589806e-07,9.925670951815846e-08
1986,3.171082880726317e-07,1.1149742817906372e-07
1987,2.4932131736932206e-07,8.310711052672559e-08
1988,3.3280872457908117e-07,1.0134176164910969e-07
1989,3.2599444921288523e-07,9.713976112379896e-08
1990,3.6941852954441856e-07,9.644111997886284e-08
1991,2.590767564925045e-07,9.671417444678809e-08
1992,3.350046142713836e-07,8.59551292364813e-08
1993,3.124112879504537e-07,8.807339924032931e-08
1994,3.5816751164929883e-07,1.0444354359151475e-07
1995,3.893319728831557e-07,1.0411105222374317e-07
1996,3.7900454685768636e-07,9.982232285210557e-08
1997,3.7352228332565574e-07,1.0213125278824009e-07
1998,4.1911854964382655e-07,9.488577035199341e-08
1999,4.181734141184279e-07,8.729084299829992e-08
2000,4.1441134612796304e-07,1.1000898325619346e-07
2001,4.376830702312873e-07,1.0295847374663936e-07
2002,4.245403601998987e-07,1.0909241865419972e-07
2003,4.479442168303649e-07,1.150070758626498e-07
2004,4.285861905373167e-07,9.690540991869057e-08
2005,4.6748920112804626e-07,1.0854036247565091e-07
2006,4.838520908378996e-07,1.140655498943488e-07
2007,5.152878657099791e-07,1.0345701895175807e-07
2008,5.151501909494982e-07,1.1324789284117287e-07
2009,4.916006446364918e-07,1.1348298301072646e-07
2010,4.6245932594501937e-07,1.1478817185661683e-07
2011,4.5237587187330064e-07,1.1433676405658844e-07
2012,4.0408480117548606e-07,8.98722731790258e-08
2013,3.7318491763471684e-07,7.530637446961919e-08
2014,3.516682909321389e-07,7.773947885425514e-08
2015,3.814726312612038e-07,7.093041176631232e-08
2016,3.2457899123983225e-07,6.006886366094477e-08
2017,3.753292219244031e-07,5.987155304865155e-08
2018,3.4462581766092626e-07,6.298778743030198e-08
2019,3.239754562400776e-07,6.147880782236825e-08
