year,ses_DET os_NOUN,ses_DET fosses_NOUN
1902,4.483089188767053e-07,1.8168049509270645e-08
1903,4.098767121263336e-07,4.644189388613995e-08
1904,3.8159837956186493e-07,4.5146850702337815e-08
1905,3.46803011197494e-07,3.6641388589941926e-08
1906,3.8890034659289086e-07,5.349951948119269e-08
1907,4.433131088887876e-07,4.422845378826423e-08
1908,4.1353896307327886e-07,3.929111125344775e-08
1909,3.9992150124845693e-07,6.051082124258755e-08
1910,4.7402616587532975e-07,4.221879024157715e-08
1911,4.0807268675280284e-07,3.032613093978398e-08
1912,3.8185057249506826e-07,2.5005221004903433e-08
1913,3.8658795986634686e-07,2.704524781904638e-08
1914,4.1118005622564624e-07,2.5447626228469744e-08
1915,4.0643628151926237e-07,2.9451904026700504e-08
1916,3.515987738733628e-07,1.0987461607214755e-08
1917,4.167241378638664e-07,6.579854550103903e-09
1918,3.354021984591782e-07,4.020231614276781e-08
1919,3.9133355222986665e-07,3.314825314237879e-08
1920,3.982993845852434e-07,2.3473918808747385e-08
1921,4.945003961864813e-07,3.710646367949266e-08
1922,4.2423128299162727e-07,2.951174238319254e-08
1923,5.39290178735996e-07,2.441668023323018e-08
1924,4.550743426534609e-07,2.3204924093356283e-08
1925,5.059161800602396e-07,1.8696901804560184e-08
1926,4.6925241825590547e-07,2.1177662290483568e-08
1927,6.031730599431739e-07,4.0137209111890115e-08
1928,4.307617444965217e-07,3.427812322875923e-08
1929,3.8880018493614443e-07,2.5622934884950155e-08
1930,4.1594270427935953e-07,1.3654684494213143e-08
1931,4.1629552072208753e-07,1.9389105432310316e-08
1932,3.419375360635968e-07,3.287861005674131e-08
1933,3.074137371328334e-07,1.9500125958415992e-08
1934,3.318897636717111e-07,4.7926320689839486e-09
1935,4.428265256706254e-07,4.6676309928272985e-08
1936,3.6374143341788567e-07,3.273673021553236e-08
1937,3.903246525993609e-07,1.3850230295986421e-08
1938,4.278520897571525e-07,1.8151300906765755e-08
1939,3.8388065526362425e-07,1.5294050470515685e-08
1940,3.829032255708853e-07,1.01431314458722e-08
1941,4.3682237205189267e-07,3.836953510472085e-08
1942,4.156870030413984e-07,3.3376331032286544e-08
1943,4.6451762791832607e-07,3.4838823381733164e-08
1944,4.1128784111776895e-07,1.2852744646352221e-08
1945,3.8123821965996285e-07,3.0499055725385915e-08
1946,4.900228738335954e-07,1.9489545977080525e-08
1947,5.912752030212687e-07,2.8610090296865565e-08
1948,4.903221295649018e-07,2.2830963786191205e-08
1949,3.386867843957475e-07,1.9634016856784342e-08
1950,5.445305006901435e-07,1.4889506516624351e-08
1951,4.6590326618911604e-07,2.4521223718210194e-08
1952,5.188043488146832e-07,2.4253049346611988e-08
1953,4.36339997023083e-07,2.477980309834038e-08
1954,3.781971598115774e-07,8.795282724349818e-09
1955,4.2141380518501137e-07,2.5341141185464267e-08
1956,4.831512487868395e-07,1.657016923672927e-08
1957,4.1524676497317614e-07,3.0922631566454584e-08
1958,3.714237415408661e-07,2.8125628048769613e-08
1959,3.704857487463187e-07,2.7902692822934227e-08
1960,4.32552070606107e-07,3.944875004435744e-08
1961,4.3148068318288324e-07,1.459113452284555e-08
1962,4.090561986913599e-07,1.2683912586908264e-08
1963,4.90126828012194e-07,2.133797571968188e-08
1964,4.970602063281149e-07,3.102823953327061e-08
1965,4.372162614174613e-07,2.6265809083270142e-08
1966,4.807917015625662e-07,2.880318916709257e-08
1967,5.137409413435989e-07,1.5777073869571723e-08
1968,4.6171754775059526e-07,2.1558795637588446e-08
1969,4.955057892885861e-07,2.043791091921321e-08
1970,4.709094429955485e-07,1.241655755990223e-08
1971,4.6605264181209805e-07,1.0790635052160269e-08
1972,4.1502886638511427e-07,1.128632298730281e-08
1973,4.074257606845322e-07,1.2129047988196362e-08
1974,3.341589600580619e-07,1.0688586016271984e-08
1975,3.266966537296412e-07,1.0851811893530794e-08
1976,3.6680841830616373e-07,1.5997875024709174e-08
1977,3.3145050082339367e-07,1.23412418062685e-08
1978,4.021780437568623e-07,1.6039596317796168e-08
1979,4.236828718973129e-07,3.1015458312744215e-08
1980,3.655551950032532e-07,2.1035057307106086e-08
1981,4.883324127291644e-07,2.0874313833019187e-08
1982,4.01625406709627e-07,2.2967758583902764e-08
1983,3.6944599557386937e-07,1.9577479193344516e-08
1984,4.0535069967262416e-07,2.551563760277986e-08
1985,3.687537049046341e-07,1.924978509926234e-08
1986,4.2980460257524555e-07,2.0980699844130868e-08
1987,3.7031549382504636e-07,1.588812459374367e-08
1988,4.1256291005709045e-07,9.594486094499644e-09
1989,3.918519144718857e-07,8.232182935330457e-09
1990,3.639698764601462e-07,8.717841559757744e-09
1991,3.880290062596714e-07,1.934283488935762e-08
1992,4.435505083222324e-07,1.7631821835895067e-08
1993,3.949455003038338e-07,2.1602909072715448e-08
1994,4.557536463778433e-07,1.318731612798274e-08
1995,3.7957156528989344e-07,1.3013881527967897e-08
1996,4.0729643302483964e-07,1.8149513891785318e-08
1997,3.9366083548486586e-07,1.1987236092636522e-08
1998,4.1578086396043545e-07,1.764207735455159e-08
1999,4.314270043437318e-07,1.5081663834459746e-08
2000,4.5152282979188385e-07,2.0764748254187282e-08
2001,3.912422261720394e-07,1.1391150245287918e-08
2002,5.051548530587979e-07,1.5334276071143904e-08
2003,4.796128401096666e-07,1.2084076683738232e-08
2004,4.184551816166504e-07,2.2464435311952968e-08
2005,4.6748920112804626e-07,2.026687284661932e-08
2006,4.7026303562347493e-07,2.1001238081908014e-08
2007,4.921198737406485e-07,1.7575710137274214e-08
2008,5.807147509528932e-07,2.2564429519311702e-08
2009,6.198650446265219e-07,1.2874119548200724e-08
2010,7.775363215500875e-07,2.1257068993918438e-08
2011,9.494922679209594e-07,2.791499476018089e-08
2012,1.2153182211704916e-06,2.757444722556457e-08
2013,1.4570389623713709e-06,2.565995022019152e-08
2014,1.4140356654479547e-06,3.9627645498363506e-08
2015,1.3399198195429562e-06,3.2805314909012395e-08
2016,1.4497308598038217e-06,2.4234678541734667e-08
2017,1.6628191303880158e-06,4.150758547982747e-08
2018,1.557657057560391e-06,2.5040227669137494e-08
2019,1.4997256627680144e-06,2.1683396411731337e-08
