year,elles_PRON eurent_VERB,elles_PRON furent_VERB
1940,3.62616958682338e-07,2.9567229375970783e-06
1941,3.276167888088821e-07,2.942648166026629e-06
1942,4.1265280970037566e-07,3.289085498181521e-06
1943,3.6580762952098667e-07,3.4258175674040103e-06
1944,4.1771419034830615e-07,3.3545662745382288e-06
1945,4.5095032419339987e-07,3.461642904767359e-06
1946,4.120646792671323e-07,3.302085929135501e-06
1947,3.504736127979413e-07,3.150686325170682e-06
1948,4.000854687546962e-07,3.0767441785428673e-06
1949,3.1807107347958663e-07,2.941175580417621e-06
1950,3.584116754495881e-07,2.838577870534209e-06
1951,3.230404672649456e-07,2.9329517019505147e-06
1952,3.47978527770465e-07,2.783828279007139e-06
1953,3.555363008445056e-07,3.0726954491910874e-06
1954,3.430160049333608e-07,2.7900591703655664e-06
1955,3.2943484029601677e-07,2.487186122834828e-06
1956,2.80820763975953e-07,2.550061765305145e-06
1957,2.9685726588013495e-07,2.74151221901775e-06
1958,2.9614631813501546e-07,2.556123263275367e-06
1959,2.596500507934252e-07,2.61122698930194e-06
1960,2.996720809278486e-07,2.565552961186768e-06
1961,3.00855290902291e-07,2.5374677647960198e-06
1962,3.3485529371546363e-07,2.5843472144515545e-06
1963,2.8385974104594425e-07,2.6342701175963157e-06
1964,2.993312477883592e-07,2.488343000095483e-06
1965,3.064344298309152e-07,2.806610950756294e-06
1966,3.262515093638285e-07,2.6781426072375325e-06
1967,3.0321563571078514e-07,2.707740293317329e-06
1968,3.786263533811507e-07,2.9072934921714477e-06
1969,2.9930183842452607e-07,2.4820706130412873e-06
1970,3.163922812632336e-07,2.5260796405746078e-06
1971,2.3482476763092563e-07,2.62469347944716e-06
1972,2.5342925624727286e-07,2.4183511868614005e-06
1973,2.9109715882214005e-07,2.4842496486598975e-06
1974,2.492128174935715e-07,2.214787571119814e-06
1975,2.661549842741806e-07,2.1680778559129976e-06
1976,2.1997078647473245e-07,2.281411298099556e-06
1977,2.556400104936074e-07,2.3759828309266595e-06
1978,2.1267317151796306e-07,2.404751455742371e-06
1979,2.8850229227828095e-07,2.256520872379042e-06
1980,2.490096022711441e-07,2.2308531129056064e-06
1981,2.5871496944773753e-07,2.093756847898476e-06
1982,2.3340209054367733e-07,2.1403467371783336e-06
1983,2.3366670376390175e-07,2.081528180042369e-06
1984,2.197824144900551e-07,2.0186348024253675e-06
1985,2.4844253943001604e-07,2.066945739898074e-06
1986,2.265915526322715e-07,2.0591057818819536e-06
1987,2.4198834580602124e-07,2.069733682219521e-06
1988,2.3866284237783475e-07,2.137171748017863e-06
1989,2.2995232029643375e-07,2.180430897169572e-06
1990,2.1740117261970227e-07,2.1048139160484425e-06
1991,2.2097723473279984e-07,1.9846921759381075e-06
1992,2.2645870956239378e-07,2.1946107722214947e-06
1993,2.448329681215e-07,2.1575212940661004e-06
1994,2.3420674466478886e-07,2.127377968008659e-06
1995,2.1744027378645114e-07,2.136445687028754e-06
1996,2.188617855836128e-07,2.096268758577935e-06
1997,2.263190239659707e-07,2.1116715060998104e-06
1998,1.9263242734268715e-07,1.9020067156816367e-06
1999,2.417636366658371e-07,2.108690864588425e-06
2000,2.2487780881874642e-07,1.967791206425318e-06
2001,2.0986004756196053e-07,2.0324441152297368e-06
2002,2.2125168896991454e-07,1.954901051703928e-06
2003,1.9167845266565564e-07,2.0001229472654813e-06
2004,2.2200147498097067e-07,1.913441280976258e-06
2005,1.9726423516885916e-07,1.9974128804278735e-06
2006,2.0754164609115833e-07,1.8633451759342279e-06
2007,2.1889747614523003e-07,1.9381214997338247e-06
2008,1.881788378454985e-07,1.7766295741239446e-06
2009,2.3840962626309192e-07,1.8796214931171562e-06
2010,2.343001312965498e-07,1.640101004340977e-06
2011,2.233199580814471e-07,1.5181168464550865e-06
2012,3.605103557902112e-07,1.6939561646722723e-06
2013,2.9983093696728247e-07,1.719216697892989e-06
2014,3.4495542422519065e-07,1.8560030525804905e-06
2015,3.2893979806658535e-07,1.7544193724461365e-06
2016,4.401597664127621e-07,2.0997173919568013e-06
2017,2.860250134517628e-07,1.5189261830528267e-06
2018,3.585657353255556e-07,1.683116238382354e-06
2019,3.415772553694296e-07,1.7234473261851235e-06
