year,ces_DET os_NOUN,ces_DET fosses_NOUN
1965,1.8495506637350445e-07,1.1162968682754126e-07
1966,2.570130632761902e-07,7.643923183309198e-08
1967,2.06088021315054e-07,7.740627161467728e-08
1968,2.3669760906841475e-07,8.354033731450272e-08
1969,4.1375414738809013e-07,8.992680200492487e-08
1970,1.5497703209632618e-07,1.2554519024376987e-07
1971,1.8087159503465955e-07,1.1869698468558454e-07
1972,1.55443444782577e-07,1.0875911193863885e-07
1973,1.2404708904512063e-07,1.5547234255564035e-07
1974,1.6201646602098663e-07,1.0688586371543352e-07
1975,1.6163489569009926e-07,1.0337779166036398e-07
1976,1.7254851414350014e-07,1.154132416303355e-07
1977,1.2870152410471292e-07,8.697637099430722e-08
1978,1.6990090756507925e-07,1.3069301196821925e-07
1979,1.3518058317174564e-07,1.3986215918748712e-07
1980,2.3365968715438612e-07,1.7453412226586806e-07
1981,1.4422252903045774e-07,1.4042720053453195e-07
1982,1.396688027455184e-07,1.204255433151502e-07
1983,1.2504325574980157e-07,1.1241262320993428e-07
1984,1.6005264136254027e-07,1.1076106076757242e-07
1985,1.762558579088136e-07,1.4437339324047116e-07
1986,1.624505507891172e-07,1.3187867686781374e-07
1987,1.2099417112665378e-07,1.3260472364606812e-07
1988,1.4511659962579415e-07,8.874899570798789e-08
1989,1.9373071324935154e-07,9.604214135094935e-08
1990,1.1660112875233608e-07,1.3458167558155765e-07
1991,1.254353563240329e-07,8.616353497359341e-08
1992,1.438095402761519e-07,1.4325854635899304e-07
1993,1.390341015650165e-07,1.202007986478293e-07
1994,1.4769794454139173e-07,1.1446590875152651e-07
1995,1.4369494749644218e-07,1.0302656860972093e-07
1996,1.2491135947811927e-07,1.313170656658258e-07
1997,1.2226981027652073e-07,1.2083134137697016e-07
1998,1.1824960388651107e-07,1.1252785370174934e-07
1999,1.93776521939526e-07,9.688826452247667e-08
2000,1.6302536920420607e-07,1.4446962737224567e-07
2001,1.3099823092943552e-07,1.4195126141203218e-07
2002,1.4063721209822688e-07,1.1434988422820425e-07
2003,1.3334153692312611e-07,1.291746123399662e-07
2004,1.0923882065583257e-07,1.0351259227547871e-07
2005,1.0673886663425947e-07,9.728099215067232e-08
2006,1.7748105562986893e-07,8.77110561958716e-08
2007,1.5179022305744638e-07,1.2342941424492437e-07
2008,1.1154492263187876e-07,8.344581736707823e-08
2009,1.316021158714875e-07,1.1252934228878075e-07
2010,1.8658982625652243e-07,8.030448306328708e-08
2011,1.430165550431184e-07,4.932923935996314e-08
2012,1.8961687331398025e-07,5.276591785730034e-08
2013,1.6874206387740287e-07,6.80546516917957e-08
2014,1.4876608034342098e-07,4.720670343516531e-08
2015,2.221008479352804e-07,5.341946840431433e-08
2016,2.2204766025879508e-07,6.317587164517136e-08
2017,2.1760037505202945e-07,4.5029442397037656e-08
2018,1.6263240887326447e-07,6.531110585683564e-08
2019,2.0739529738023066e-07,5.101975641963463e-08
