year,deux_DET oeufs_NOUN,deux_DET feux_NOUN
1988,3.4180356101032316e-08,2.644480188163101e-07
1989,2.7989423445617945e-08,3.034931452816636e-07
1990,2.3974065010978762e-08,3.1547689838262727e-07
1991,2.520429964736337e-08,2.6376594020049993e-07
1992,2.148878253116493e-08,2.887210865942791e-07
1993,3.268132542366686e-08,2.5812707704631066e-07
1994,3.0594573541264936e-08,3.117481659486998e-07
1995,2.8738989577004048e-08,2.8305193655597805e-07
1996,3.4163788686925045e-08,2.919936488154917e-07
1997,2.5892430755014573e-08,3.164630340002361e-07
1998,2.3363833201450745e-08,2.6224711546785073e-07
1999,1.2796562837147363e-08,2.582163706188467e-07
2000,2.164835433138279e-08,2.867302497655544e-07
2001,1.664860427297299e-08,2.887218542024783e-07
2002,1.79630080254789e-08,3.228960370194045e-07
2003,1.5417615628621206e-08,3.087689988134912e-07
2004,1.0571499231559756e-08,3.136211375043274e-07
2005,2.657212228029948e-08,3.0625497160485793e-07
2006,1.5647981743693862e-08,2.973116468574233e-07
2007,7.589511158423434e-09,3.12767741705855e-07
2008,1.3198063253394565e-08,3.59327906096496e-07
2009,1.0966842323156811e-08,3.409257596231896e-07
2010,7.085689646135762e-09,3.4058548248339093e-07
2011,7.265546830836911e-09,3.9578110744287187e-07
2012,8.510632198976964e-09,3.8910608690656545e-07
2013,1.1993238013818797e-08,3.985659757788085e-07
2014,9.961047819917468e-09,4.426170026050613e-07
2015,7.536356275150702e-09,4.2580414660875476e-07
2016,4.97121616094276e-09,4.581804136094547e-07
2017,3.5218559180094644e-09,3.899197533741017e-07
2018,2.0393587263356494e-08,4.029669664618041e-07
2019,1.938750648911025e-08,4.0713763915789514e-07
