year,suis_VERB in_ADJ,suis_VERB fine_ADJ
1870,6.307453670473251e-09,3.4404292748035914e-09
1871,3.18635318130589e-09,1.0621177271019633e-09
1872,1.6327815544059376e-08,0.0
1873,1.7958012854535355e-09,1.7958012854535355e-09
1874,4.182226565063729e-09,0.0
1875,1.1443054503956773e-08,4.577221712764867e-09
1876,6.04601479992084e-09,6.04601479992084e-10
1877,4.9478527941460015e-09,6.184815992682502e-10
1878,1.3285995414946683e-08,1.8117265465633636e-09
1879,9.774920428640144e-09,1.221865053580018e-09
1880,6.417846254436199e-09,1.9253538763308597e-09
1881,1.324776466304911e-08,0.0
1882,5.989846840748214e-09,0.0
1883,1.2006744043446815e-08,1.2638677882037541e-09
1884,8.582206056928499e-09,0.0
1885,1.353583467533781e-08,0.0
1886,7.098810428374236e-09,0.0
1887,5.876032105334161e-09,0.0
1888,8.242799331981132e-09,2.53624587998047e-09
1889,1.8795409673089125e-08,0.0
1890,8.520702365899524e-09,6.554386478008212e-10
1891,1.0836173736095134e-08,0.0
1892,3.761107425503951e-09,0.0
1893,9.23762488724833e-09,2.463366621796581e-09
1894,1.449354058991048e-08,2.520615716150587e-09
1895,1.2639090662958097e-08,1.8055843487019274e-09
1896,8.255840455717589e-09,1.7691086373616827e-09
1897,6.409385022720926e-09,5.826713334045053e-09
1898,1.6975064909274806e-08,0.0
1899,6.633094074004475e-09,1.1055156790007459e-09
1900,1.9206897405865675e-08,0.0
1901,1.5648469187112823e-08,0.0
1902,5.4013122863239005e-09,9.820567692386817e-10
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,4.837162670412454e-09,1.0749250378694342e-09
1905,9.28936660926638e-09,1.0321518084666081e-09
1906,6.173021205313489e-09,0.0
1907,4.114274698707732e-09,0.0
1908,7.367083831866239e-09,4.911389073214423e-10
1909,6.0510818578052294e-09,0.0
1910,1.1757131268552712e-08,1.6032452032632705e-09
1911,3.1922244847493175e-09,1.5961122423746588e-09
1912,6.251305251225858e-09,1.0418842455450772e-09
1913,1.0605979205990934e-08,0.0
1914,6.027069510139427e-09,6.696743715117748e-10
1915,1.0602685840410686e-08,0.0
1916,1.538244731591476e-08,9.888715624128963e-09
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,1.4387239843927091e-08,0.0
1921,9.087297137000405e-09,0.0
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,8.492758496458919e-09,0.0
1924,3.867487219366694e-09,1.0313299547703991e-08
1925,3.299453377181294e-09,0.0
1926,1.1146138456652466e-09,0.0
1927,5.574612327308159e-09,5.574612327308159e-09
1928,6.8556245125250825e-09,0.0
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,0.0
1933,9.176529758292418e-09,0.0
1934,7.188948103475923e-09,0.0
1935,3.590485242455088e-09,0.0
1936,4.849885826274658e-09,2.424942913137329e-09
1937,0.0,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,0.0,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0
1946,5.568441707737293e-09,0.0
1947,0.0,0.0
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,5.863521668203475e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,5.232684952005684e-09,3.488456634670456e-09
1957,6.184526224473075e-09,0.0
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,7.750747821333448e-10,0.0
1960,3.460416619915918e-09,6.920833350854139e-10
1961,4.16889545107324e-09,3.47407969059077e-09
1962,3.170978146727066e-09,0.0
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,7.300761772910391e-09,3.041984220075733e-09
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,6.902469706915326e-09,1.9721342336964653e-09
1968,4.940557296606585e-09,0.0
1969,4.087581828571274e-09,3.1792304344691047e-09
1970,1.3796175313274261e-09,9.197450023812337e-10
1971,4.1107179882260425e-09,1.541519245584766e-09
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,1.1026407342740185e-08,0.0
1974,4.500457340128605e-09,5.625571675160757e-10
1975,9.138368284311582e-09,0.0
1976,2.856763492431469e-09,2.285410749536254e-09
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,2.970295565063452e-09,5.940591352171509e-10
1979,2.3407893401383717e-09,0.0
1980,4.548120546843393e-09,0.0
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,0.0
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,0.0
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,6.110816852533674e-10,0.0
1988,0.0,5.996553809062277e-10
1989,5.488122178931576e-10,0.0
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,2.7549720282848966e-09,2.2039776670368383e-09
1993,5.539207426075166e-10,5.539207426075166e-10
1994,3.6924485691258724e-09,0.0
1995,2.1689803286761844e-09,2.1689803286761844e-09
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,2.876936688878118e-09
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,4.570201106446348e-09,0.0
2000,3.97622823555821e-09,8.836062992401139e-10
2001,3.943090742808408e-09,8.762423564512289e-10
2002,2.1906108038649563e-09,1.3143663935011318e-09
2003,1.2500769308587678e-09,8.333845835650777e-10
2004,3.523833003171717e-09,1.7619165015858584e-09
2005,7.205999352777326e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,4.7933754743212376e-09,2.3966877371606188e-09
2008,3.405951742863067e-09,2.1287198670449925e-09
2009,2.384096253749135e-09,4.291373478793048e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09
2011,7.64794394481072e-10,4.206369030868018e-09
2012,1.7021263287730903e-09,2.7234021704458655e-09
2013,2.789125042035323e-10,2.5102124823206395e-09
2014,4.7639794331644225e-09,4.330890313042346e-09
2015,1.329945265027277e-09,5.984753581600444e-09
2016,1.4499380585064614e-09,6.214019965256057e-09
2017,1.509366853724714e-09,7.54683426862357e-10
2018,2.8396134332808742e-09,3.872199894061623e-09
2019,2.2958890344426663e-09,7.397864543179367e-09
