year,pierres_NOUN in_ADJ,pierres_NOUN fines_ADJ
1892,6.268512375839919e-10,4.04945910581489e-07
1893,0.0,3.7135251496067667e-07
1894,0.0,6.54099753250037e-07
1895,0.0,4.4898862894271474e-07
1896,0.0,3.856656827228022e-07
1897,0.0,5.989861460165002e-07
1898,0.0,3.7345142356315364e-07
1899,0.0,3.996439108533423e-07
1900,5.191053142894475e-10,4.82248827538001e-07
1901,5.588738916095792e-10,3.699745279028832e-07
1902,4.910283846193408e-10,3.9675094676283607e-07
1903,0.0,4.179770378698322e-07
1904,0.0,3.031288544619315e-07
1905,5.160759042333041e-10,3.746711048080442e-07
1906,0.0,3.127664107149819e-07
1907,0.0,3.404562405329159e-07
1908,0.0,3.5509343287998263e-07
1909,0.0,3.2070733835265486e-07
1910,0.0,2.7362050292190077e-07
1911,0.0,3.527408194425874e-07
1912,5.209421227725386e-10,2.8443440669434494e-07
1913,0.0,2.52952607304735e-07
1914,0.0,3.4689132033527414e-07
1915,2.3561523843085297e-09,1.6964297588906163e-07
1916,1.0987462051303964e-09,2.34032939694373e-07
1917,0.0,2.884169534311809e-07
1918,0.0,2.3202480470274622e-07
1919,0.0,2.541366176389559e-07
1920,7.572231730534895e-10,2.430686412147054e-07
1921,0.0,1.7190136691880298e-07
1922,7.377935484775833e-10,2.2871600202645226e-07
1923,0.0,1.8047111538521676e-07
1924,0.0,3.5967630962474573e-07
1925,0.0,2.7715409456341433e-07
1926,0.0,2.02859720688231e-07
1927,0.0,1.4939960790716356e-07
1928,0.0,1.885296847525808e-07
1929,0.0,1.537376130844592e-07
1930,0.0,2.3423036576986078e-07
1931,0.0,2.0871802419719643e-07
1932,0.0,1.4137802351044115e-07
1933,0.0,1.365008790443767e-07
1934,0.0,1.0783421799942516e-07
1935,0.0,1.5080038195947054e-07
1936,0.0,1.7095847626436012e-07
1937,1.2591118148108649e-09,1.4605697051806033e-07
1938,0.0,1.5558257393522013e-07
1939,0.0,1.0705835418178822e-07
1940,0.0,2.7640032440601203e-07
1941,0.0,1.2396310644646746e-07
1942,0.0,1.7598428314613557e-07
1943,0.0,3.832270609738231e-07
1944,0.0,9.960876923287287e-08
1945,0.0,1.241747322744402e-07
1946,0.0,1.1136883504292427e-07
1947,1.1920870957027319e-09,1.1801662247457045e-07
1948,0.0,8.045196775441354e-08
1949,0.0,1.7768785276484067e-07
1950,0.0,1.0635361658017928e-07
1951,0.0,1.7591313472564707e-07
1952,0.0,1.254831641928078e-07
1953,0.0,1.3682760791056126e-07
1954,0.0,8.404380924531551e-08
1955,0.0,1.33275635416652e-07
1956,0.0,1.0116524551406769e-07
1957,0.0,1.219235226668225e-07
1958,0.0,9.182190385814692e-08
1959,0.0,1.2091166845529244e-07
1960,0.0,1.6056333018710234e-07
1961,0.0,1.313202133701452e-07
1962,0.0,1.6425666826691554e-07
1963,0.0,1.2544143102033445e-07
1964,6.083968329129164e-10,1.5027401123468564e-07
1965,0.0,1.6963334781294748e-07
1966,0.0,1.8057383499581192e-07
1967,0.0,1.592498380942331e-07
1968,0.0,1.8998688655624818e-07
1969,0.0,1.771285571550152e-07
1970,0.0,1.6141524350477e-07
1971,0.0,1.5004120257344766e-07
1972,5.130146862875051e-10,1.7083389103333957e-07
1973,1.6539611902288698e-09,2.387217266086594e-07
1974,2.2502286700643026e-09,1.4232695783045202e-07
1975,1.1422960355389478e-09,1.5021192512065795e-07
1976,0.0,1.0170077691107338e-07
1977,0.0,1.704266763269402e-07
1978,0.0,1.0633658231729015e-07
1979,5.851973350345929e-10,2.2120459908236967e-07
1980,0.0,1.233677711098835e-07
1981,0.0,1.3220398742408435e-07
1982,0.0,1.315990489914043e-07
1983,0.0,1.0862343868822677e-07
1984,0.0,1.6237224187420907e-07
1985,6.015558051686298e-10,1.2813138638989585e-07
1986,0.0,9.471286960271996e-08
1987,1.2221633705067347e-09,1.4054879288183386e-07
1988,5.996553809062277e-10,7.315795591544827e-08
1989,0.0,1.1305531510963363e-07
1990,0.0,1.4820330807019388e-07
1991,5.861465202094962e-10,8.616353674995025e-08
1992,5.509944167592096e-10,1.311366670808667e-07
1993,5.539207426075166e-10,1.0856846532902864e-07
1994,0.0,8.070637841361972e-08
1995,0.0,1.3610351645709784e-07
1996,0.0,1.0676184380997711e-07
1997,0.0,7.432086179814945e-08
1998,0.0,1.0966697183700802e-07
1999,0.0,1.608710740175212e-07
2000,0.0,1.2237947244475578e-07
2001,4.3812117822561447e-10,3.9343282232096044e-07
2002,0.0,9.33200202668516e-08
2003,0.0,1.4459221819862478e-07
2004,8.809582507929292e-10,1.3654852759614755e-07
2005,0.0,1.0403661454549962e-07
2006,0.0,1.136537622903333e-07
2007,0.0,1.1224487020400353e-07
2008,4.257439678578834e-10,1.4858463845413006e-07
2009,0.0,1.2301936958003523e-07
2010,0.0,8.077686297625064e-08
2011,0.0,7.227306997314997e-08
2012,0.0,7.829781190071827e-08
2013,0.0,9.399351036387671e-08
2014,2.1654451842767486e-10,7.427476807209121e-08
2015,4.433150790905671e-10,1.3144292401734425e-07
2016,0.0,1.971915741805219e-07
2017,0.0,9.861196118010618e-08
2018,0.0,1.1048677633906934e-07
2019,0.0,6.096860916127156e-08
