year,des_DET iles_NOUN,des_DET fils_NOUN
1853,3.744401331218228e-07,2.2179755774232035e-06
1854,3.0134853934438155e-07,2.252320513207451e-06
1855,3.614024244313896e-07,2.280921506780942e-06
1856,3.085604831087885e-07,2.6709118259304887e-06
1857,3.168099457773188e-07,2.1254089901390216e-06
1858,3.205357820279531e-07,2.0905784197111643e-06
1859,3.1775161080105363e-07,2.09288335284441e-06
1860,3.3321898651461623e-07,2.2881341479319417e-06
1861,2.749406818880473e-07,2.813072256913074e-06
1862,2.760489586917103e-07,2.087309599829723e-06
1863,3.2265250871077455e-07,2.0932455910838144e-06
1864,3.0350628155151327e-07,2.0674866476610987e-06
1865,3.0688625868302566e-07,2.0663046953472985e-06
1866,3.561628514892057e-07,2.2216387520757053e-06
1867,2.562284500129408e-07,2.9233337102141377e-06
1868,2.5390953117820914e-07,2.557372766887056e-06
1869,2.3685068195611336e-07,1.9548727152596257e-06
1870,2.8899606308030457e-07,2.2867385922609174e-06
1871,2.8252331540912223e-07,2.0636948292462876e-06
1872,2.64268726568595e-07,2.306455215261849e-06
1873,3.3461764692432894e-07,2.301618813760342e-06
1874,3.202390500001151e-07,2.144884625465693e-06
1875,2.408762899697159e-07,2.2434106909940965e-06
1876,2.6118783247319755e-07,2.370642420146396e-06
1877,2.6903949634782265e-07,2.2055053889857845e-06
1878,3.5147495380805083e-07,2.2942498034694836e-06
1879,2.55369798862759e-07,2.333762353146085e-06
1880,2.5928099334215915e-07,2.3078575495105724e-06
1881,2.398542626735889e-07,2.7039383994065247e-06
1882,2.4891141303662323e-07,2.600258966367619e-06
1883,2.8437025501037994e-07,2.4190430067960733e-06
1884,2.6208736603194893e-07,2.6367177383690432e-06
1885,2.5524716767977296e-07,2.870241637253912e-06
1886,4.1302168496404335e-07,2.6594723934181275e-06
1887,2.7356194121086475e-07,2.753900368190898e-06
1888,2.6250144835593403e-07,2.534343778393122e-06
1889,2.8381070227290195e-07,2.4139571195291865e-06
1890,3.080561583601593e-07,2.9612718748239786e-06
1891,3.065999781837192e-07,3.02966677168115e-06
1892,3.3661910570081943e-07,2.7261760706664973e-06
1893,3.1469507943970854e-07,2.547121091822646e-06
1894,2.999532626724033e-07,2.365597879361303e-06
1895,4.02645318642314e-07,2.5651334283338656e-06
1896,3.0723520905162616e-07,2.28274000591e-06
1897,2.517140242908056e-07,2.6470759664221077e-06
1898,3.202628796605822e-07,2.5417329894139584e-06
1899,3.0788611304899405e-07,2.534394759834413e-06
1900,3.457241364301922e-07,2.4081295322275764e-06
1901,2.827901864344007e-07,2.471340309284642e-06
1902,2.9265292644797825e-07,4.702578706883287e-06
1903,2.862116745827592e-07,2.5575443345360327e-06
1904,2.977542230553354e-07,2.519086763186351e-06
1905,3.2203136557384937e-07,2.294473382846718e-06
1906,3.0042038612343447e-07,2.355522028096857e-06
1907,3.065134617785681e-07,2.2309655207664036e-06
1908,2.7307323913206005e-07,2.275937667661765e-06
1909,2.3764248185953463e-07,2.2378000181788593e-06
1910,2.2071342020701934e-07,2.3947138103608268e-06
1911,2.851720566354743e-07,2.297337481138584e-06
1912,2.2660981902067334e-07,2.149928036487836e-06
1913,2.9007354140908603e-07,2.2972551718680734e-06
1914,3.1273792622243946e-07,2.1684056079607217e-06
1915,1.9673872431180683e-07,2.18768753512677e-06
1916,2.329341886042613e-07,2.8479501992251244e-06
1917,2.7745054276273606e-07,2.7021269772831147e-06
1918,3.779017720972888e-07,2.510921859766313e-06
1919,2.633444605160129e-07,2.0736074048954833e-06
1920,2.4685474775409944e-07,2.122496496781423e-06
1921,2.764052838277742e-07,2.0135936580345515e-06
1922,2.8036153909560824e-07,1.9256412073787033e-06
1923,3.089240911968716e-07,1.9469648329106803e-06
1924,2.900615425627251e-07,2.045900899361186e-06
1925,3.6733915020903396e-07,1.9312800816351228e-06
1926,3.421864506192307e-07,1.8636343099842634e-06
1927,3.389364319206223e-07,2.0012858925611e-06
1928,3.7934457652877285e-07,1.876156012770025e-06
1929,3.8322997597539654e-07,1.7401315162146602e-06
1930,3.3821604183970067e-07,1.9746774668760736e-06
1931,3.786578508524485e-07,1.714225049909146e-06
1932,3.945433156848921e-07,1.767773234462311e-06
1933,3.544434568070187e-07,1.6965109352895524e-06
1934,3.1032292646671067e-07,1.6917991558784706e-06
1935,4.3085821399557744e-07,1.8742333480759044e-06
1936,3.394920011778879e-07,1.7277717994090835e-06
1937,3.437375163395373e-07,1.8660037355289205e-06
1938,3.5265383513394255e-07,1.824205668299328e-06
1939,4.236451891515003e-07,1.7649333940994438e-06
1940,4.6911983586639394e-07,1.7978700839194062e-06
1941,4.604344150394013e-07,1.9125736798741855e-06
1942,5.582949653692992e-07,1.847835022772415e-06
1943,4.761305880673916e-07,2.525814601028742e-06
1944,3.373845327558911e-07,2.242803937235749e-06
1945,3.899522149630741e-07,1.8146938884910924e-06
1946,2.54756209905338e-07,1.6593956289057132e-06
1947,2.7894838017239465e-07,1.7499838733670003e-06
1948,3.098488061681337e-07,1.7884255996136744e-06
1949,3.848267143835571e-07,1.577593209844963e-06
1950,5.200691852724759e-07,1.76227938197826e-06
1951,4.147285166400394e-07,1.675972384873603e-06
1952,3.2688892559473715e-07,1.621790872263773e-06
1953,3.555362915186322e-07,1.646240814778821e-06
1954,3.2933446703076186e-07,1.5254929230934522e-06
1955,3.707314979450871e-07,1.729767490132872e-06
1956,4.6047627311196493e-07,1.9500472703271043e-06
1957,2.871387184133489e-07,1.8102992314084076e-06
1958,3.1434524905282757e-07,1.8116212956442723e-06
1959,3.325070978554834e-07,1.7423681129002944e-06
1960,2.6022332927366776e-07,1.801492963693363e-06
1961,2.7375748085090024e-07,1.6890974734451447e-06
1962,2.4416532529158985e-07,1.6679345407055735e-06
1963,2.508828623737358e-07,1.6986322037837454e-06
1964,2.579602567109873e-07,1.6980355326268182e-06
1965,2.22712167929906e-07,1.4807349160150807e-06
1966,2.9855612926343866e-07,1.7348381931014956e-06
1967,2.4207947352250514e-07,1.6876538424526188e-06
1968,3.0721284627333034e-07,1.5284287755434889e-06
1969,2.4434656620275774e-07,1.5364766738912294e-06
1970,3.2742922262407603e-07,1.6605996364660314e-06
1971,2.0861894356460908e-07,1.5862233553320948e-06
1972,2.6317653811780417e-07,1.4897946059022615e-06
1973,2.475428494408405e-07,1.3672745495796335e-06
1974,2.4640003593034976e-07,1.3101956355399125e-06
1975,2.890008938827293e-07,1.3718974969378905e-06
1976,2.2796971899108343e-07,1.3546772166250776e-06
1977,2.8796230316929794e-07,1.2341242054958457e-06
1978,2.156434619760006e-07,1.3924745800864002e-06
1979,2.0013748391889408e-07,1.313182856677031e-06
1980,2.109190956334217e-07,1.2115056335915142e-06
1981,2.2329190269010368e-07,1.2632122405875634e-06
1982,2.278153385937287e-07,1.2371551498802091e-06
1983,1.9766939629572988e-07,1.2081200182478824e-06
1984,2.6037547817825413e-07,1.2856401383487537e-06
1985,2.1174764142095626e-07,1.2313847790323962e-06
1986,1.834312574056085e-07,1.203093223267615e-06
1987,2.352664495441914e-07,1.3077147684725787e-06
1988,2.422607744412275e-07,1.2005101197587464e-06
1989,1.7616871561543235e-07,1.224948839251283e-06
1990,1.427546527654755e-07,1.1965237085576064e-06
1991,1.5591497648514974e-07,1.1406411140058026e-06
1992,1.3719761166042233e-07,1.1967598787521183e-06
1993,1.4069587184195598e-07,1.2767872661356705e-06
1994,1.2290579309848226e-07,1.2612349920004817e-06
1995,1.198361637144707e-07,1.2905433237619945e-06
1996,1.0889708468297954e-07,1.186657904383992e-06
1997,9.493891051093328e-08,1.2356443335193035e-06
1998,1.0728290666950357e-07,1.2325613667485413e-06
1999,8.409170007550593e-08,1.2280130334829664e-06
2000,9.233685660525737e-08,1.2626734502418913e-06
2001,8.280490079726199e-08,1.241635438020694e-06
2002,1.06025561996681e-07,1.4624517774564083e-06
2003,7.708807425732545e-08,1.2825788964221374e-06
2004,9.998875899475124e-08,1.2972110212672305e-06
2005,8.467049295024509e-08,1.3141941224148468e-06
2006,7.123949535836616e-08,1.331313846719695e-06
2007,6.311277447879071e-08,1.3157814890973896e-06
2008,6.93962661779679e-08,1.3547173196570839e-06
2009,9.011883905785112e-08,1.4118618096858881e-06
2010,3.30665506087513e-08,1.428475066234114e-06
2011,4.512286755353756e-08,1.4622869244362846e-06
2012,2.9276573776382264e-08,1.781105055442822e-06
2013,3.1238200304262165e-08,1.741529644050388e-06
2014,3.70291119711208e-08,1.7784801116249582e-06
2015,4.012001621200856e-08,1.833329520195548e-06
2016,4.080539783846149e-08,1.8778769117488991e-06
2017,2.4904552170523786e-08,2.4235399678218528e-06
2018,1.8586560124322915e-08,1.6622064009652604e-06
2019,2.7550668413311996e-08,1.6405402760710786e-06
