year,quelques_DET acteurs_NOUN,quelques_DET facteurs_NOUN
1964,3.5895412642261704e-08,3.1149917845141317e-07
1965,3.556828165329762e-08,3.447387335597796e-07
1966,5.816028614269442e-08,3.179428915700555e-07
1967,4.1907851411338015e-08,3.0518777194288305e-07
1968,6.602381397158297e-08,2.8520490413797006e-07
1969,4.3146698658347304e-08,3.3563589063589916e-07
1970,5.6104444645654894e-08,3.09954057087225e-07
1971,5.241165501601586e-08,3.07790006814912e-07
1972,6.617889569682234e-08,3.278163749342866e-07
1973,3.6938466951852433e-08,3.754491704199836e-07
1974,4.33169029534497e-08,3.5216079652400367e-07
1975,4.169380707352843e-08,3.324081543354396e-07
1976,4.456551128129149e-08,3.548100231398621e-07
1977,6.229388604950259e-08,2.879623135498832e-07
1978,4.217819893348462e-08,3.4217805300329474e-07
1979,4.2719404569346864e-08,2.750427441355896e-07
1980,5.05978414722108e-08,2.8312049726864075e-07
1981,6.135782992799932e-08,2.9730082129475477e-07
1982,4.903926731358865e-08,2.551283513341218e-07
1983,7.57837925746685e-08,2.8418922237705146e-07
1984,6.204939051457359e-08,2.4471815240900696e-07
1985,4.9929130385706344e-08,2.6949699538647565e-07
1986,7.972665816424751e-08,2.847380597970073e-07
1987,6.110816741511371e-08,2.2854455128396012e-07
1988,8.395175354891649e-08,2.3206663524177884e-07
1989,6.695509302545588e-08,2.2830587909083988e-07
1990,7.955030256745488e-08,1.732670975584938e-07
1991,9.026656133670485e-08,1.9225606351369606e-07
1992,8.705712017942346e-08,1.9450103350138193e-07
1993,8.253419281345487e-08,1.528821305107897e-07
1994,1.0497104163675886e-07,1.7407257812962484e-07
1995,1.0844901954243369e-07,1.6050454010319015e-07
1996,1.0088994173429455e-07,1.5160182020856894e-07
1997,1.0596717103794617e-07,1.7165722532297423e-07
1998,1.330308014857451e-07,1.5353375903970345e-07
1999,1.1334098770632295e-07,1.5675789843960786e-07
2000,1.2414668848492738e-07,1.6037455097261955e-07
2001,1.6429544658080886e-07,1.3099823070739092e-07
2002,1.305603971601954e-07,1.3713223001587949e-07
2003,1.437588430519554e-07,1.4125868974534939e-07
2004,1.2509607483224272e-07,1.2817942818266204e-07
2005,1.6798986557375883e-07,1.4727261921088086e-07
2006,1.4083183064173e-07,1.3053711106492116e-07
2007,1.5458635527210163e-07,1.2542665289716481e-07
2008,1.4177273666149404e-07,1.3198063264496795e-07
2009,1.5401261777014952e-07,1.3064847670385404e-07
2010,1.4407568471597187e-07,1.1337102973074664e-07
2011,1.437813441640401e-07,1.1892552531644895e-07
2012,1.2595735121578855e-07,1.0178715895148294e-07
2013,1.115650052341266e-07,9.092547315070476e-08
2014,1.1195351312665025e-07,6.712880240566932e-08
2015,9.708600590130345e-08,6.162079468907677e-08
2016,8.865335399121932e-08,6.131166474521166e-08
2017,9.509010956421093e-08,7.39589743337099e-08
2018,1.0842160058643913e-07,7.305550586700349e-08
2019,8.953967256530859e-08,5.9438013622070685e-08
