year,des_DET acteurs_NOUN,des_DET facteurs_NOUN
1903,4.849397825523738e-07,1.1653675660028284e-06
1904,4.557682178329969e-07,1.2184275384186094e-06
1905,6.105177767778969e-07,1.2932861661596462e-06
1906,5.247068282088208e-07,1.284502845422253e-06
1907,4.438273881746113e-07,1.254339528244941e-06
1908,5.490932917240343e-07,1.3845205781848335e-06
1909,5.858547780235313e-07,1.3449905296170073e-06
1910,6.006825294946339e-07,1.3477948437312648e-06
1911,4.947947918054751e-07,1.6370791477982038e-06
1912,5.699106848666702e-07,1.646698045476569e-06
1913,6.193891994854539e-07,1.622714822957505e-06
1914,5.196673189544754e-07,1.522169872814061e-06
1915,2.674232986166203e-07,1.4490337463257674e-06
1916,4.3949847228219596e-07,1.8382024506991002e-06
1917,4.134342006523184e-07,1.9103511732510015e-06
1918,4.2959046808732637e-07,1.6976864074536024e-06
1919,5.856191442887848e-07,1.893133664054858e-06
1920,5.542873573460838e-07,1.9029018645255746e-06
1921,6.088489001854214e-07,1.9651279643539965e-06
1922,6.979527054085111e-07,2.1359123181241557e-06
1923,5.806923430995425e-07,1.855667782990622e-06
1924,5.582073354659656e-07,2.24572104912113e-06
1925,6.235967120460373e-07,1.9323798561288186e-06
1926,8.303873286763519e-07,2.2002477209071003e-06
1927,6.578042430760433e-07,2.098284205942491e-06
1928,6.112932142698924e-07,2.3480514812490583e-06
1929,5.982398505466335e-07,2.467600122457725e-06
1930,7.762162770319492e-07,2.5859871470856888e-06
1931,5.337707165153915e-07,2.8216852285822824e-06
1932,6.46612683397052e-07,2.6565916400045353e-06
1933,6.090921651491499e-07,2.9640190248869658e-06
1934,6.014753068939171e-07,3.0696809005803516e-06
1935,6.151697782286192e-07,3.3020496772451224e-06
1936,5.359123882442418e-07,3.513742292682309e-06
1937,4.7216691800855415e-07,3.572100197857253e-06
1938,6.210337808454369e-07,4.163130405743232e-06
1939,5.031742364991487e-07,3.7118661566637456e-06
1940,3.5500961637069395e-07,3.7428154868734964e-06
1941,5.253674899563521e-07,3.1020291970662583e-06
1942,7.646213529000079e-07,3.77152513664214e-06
1943,7.374217609878997e-07,3.8119479199849593e-06
1944,7.358196238982373e-07,4.228552867857616e-06
1945,7.297988489085583e-07,3.594531648332122e-06
1946,7.489554292305911e-07,4.142920786875948e-06
1947,8.97641585950737e-07,4.049520015314556e-06
1948,7.979965701565561e-07,5.080433155058017e-06
1949,9.483230023477063e-07,5.126441948277716e-06
1950,8.9443389583721e-07,4.939061753361784e-06
1951,7.20710781720868e-07,4.754985127419786e-06
1952,6.010538324829895e-07,5.495951853617953e-06
1953,7.638643904073206e-07,5.246853774565352e-06
1954,8.463016225590536e-07,5.473597681771025e-06
1955,8.653530656488329e-07,5.427697175264257e-06
1956,9.078708309573358e-07,5.712347615371982e-06
1957,8.543481193612479e-07,5.703900129105932e-06
1958,7.081040340750633e-07,5.974214005277645e-06
1959,8.549075083408297e-07,6.105263906874825e-06
1960,8.533387525488934e-07,5.841183508437098e-06
1961,8.685199333058335e-07,6.1852513937310505e-06
1962,9.506592757446697e-07,5.7629358423128e-06
1963,9.233524238538848e-07,6.471225987070284e-06
1964,9.472738433657923e-07,5.962289122862785e-06
1965,9.72929324660754e-07,5.560690667039125e-06
1966,1.01586635814499e-06,6.0891047013456046e-06
1967,9.70783080589399e-07,5.895202093597618e-06
1968,1.0846769704642156e-06,5.84827239435981e-06
1969,8.915470317560903e-07,5.628600504792303e-06
1970,1.1510608217690788e-06,5.573194911789869e-06
1971,1.2229385717432706e-06,5.906587787762874e-06
1972,1.1527440086922525e-06,6.186957278941918e-06
1973,1.0612917638042063e-06,5.973004775228219e-06
1974,1.0879855132372995e-06,6.26294912819958e-06
1975,1.0760428867939709e-06,5.854267342897401e-06
1976,1.2684029471188296e-06,5.946638893306044e-06
1977,1.3675271439694825e-06,5.9690474358831125e-06
1978,1.4215835513198272e-06,5.788512154936143e-06
1979,1.5876403800518801e-06,5.8010612775660775e-06
1980,1.4934891048312693e-06,6.155881038694133e-06
1981,1.7648283225923933e-06,5.991560612983449e-06
1982,1.5599453391246243e-06,5.989618884427728e-06
1983,1.7474479534485e-06,6.221217773827448e-06
1984,1.852783267253244e-06,5.801907974500864e-06
1985,2.2004911457429444e-06,6.1629393428574986e-06
1986,2.194581234959969e-06,6.20249392113692e-06
1987,2.0825663753498702e-06,6.1865912073244544e-06
1988,2.2439104512272934e-06,5.8778220903832334e-06
1989,2.4449583406749298e-06,5.7279529528386774e-06
1990,2.526539532254901e-06,6.089956997357149e-06
1991,3.0180683197045255e-06,5.970488246020977e-06
1992,3.0795077634593326e-06,5.990962449686776e-06
1993,3.1230052499608973e-06,6.025549794230756e-06
1994,3.497276416908335e-06,6.05192317948422e-06
1995,3.84180637524878e-06,6.123031496940712e-06
1996,4.3323956333551905e-06,6.088094181677661e-06
1997,4.735437833858214e-06,6.159521390713962e-06
1998,4.9798341592577344e-06,6.381187461101945e-06
1999,5.082977828863022e-06,6.395996365426981e-06
2000,5.572904811401713e-06,6.651346467378971e-06
2001,5.9658959230546316e-06,6.669956604810068e-06
2002,5.4800318949332905e-06,6.591109581677301e-06
2003,6.509566944146172e-06,6.980845881798814e-06
2004,6.3653637170091315e-06,7.123428389377295e-06
2005,6.697976317582288e-06,6.783547433997228e-06
2006,6.6709814774412735e-06,6.635979758584654e-06
2007,6.520987923863686e-06,6.2717323885408405e-06
2008,6.7650717170408825e-06,6.725903290316637e-06
2009,6.703601684421301e-06,6.632555596297607e-06
2010,6.400739337664163e-06,6.5835501743549685e-06
2011,5.579557694090909e-06,6.6904211450946605e-06
2012,5.086293882072823e-06,6.070123134804817e-06
2013,5.000622223860773e-06,4.940098264683002e-06
2014,4.162202145607807e-06,3.847779538546092e-06
2015,4.3181103706047e-06,3.7664048306851328e-06
2016,3.7445685734383005e-06,3.4902079448784207e-06
2017,4.5021893768648624e-06,3.943472222545097e-06
2018,4.5142108291429395e-06,3.8027585418376475e-06
2019,3.998928335136043e-06,3.433629515825487e-06
