year,couches_NOUN in_ADJ,couches_NOUN fines_ADJ
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,0.0,4.201441416995522e-09
1931,0.0,3.4216069977333063e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,0.0,6.882397318719313e-09
1934,0.0,5.990790086229936e-09
1935,0.0,8.377798899061872e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,0.0,2.2664012888640173e-08
1938,0.0,7.779128452511941e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,1.089252066321933e-08,4.357008087652048e-09
1946,0.0,1.1136883415474585e-08
1947,0.0,7.152522574216391e-09
1948,0.0,1.195907639583993e-08
1949,0.0,9.817008539414473e-09
1950,0.0,6.381216888229346e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,1.5817205323287453e-08
1953,3.232148326759443e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,1.2704297169818801e-08
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,2.616342476002842e-09,7.587393469066228e-08
1957,8.835037701437898e-10,1.236905244894615e-08
1958,1.6544486891589827e-09,2.7298403537656668e-08
1959,0.0,1.4726420971555854e-08
1960,6.920833350854139e-10,1.868625076895114e-08
1961,2.08444772553662e-09,1.250668635321972e-08
1962,1.2683912808952869e-09,1.2049716779927166e-08
1963,6.466053248388448e-10,1.7458344103715717e-08
1964,0.0,1.5818317322668918e-08
1965,0.0,1.1491291473930687e-08
1966,1.1078149508847446e-09,9.970334780007306e-09
1967,4.930335584241163e-10,1.824224149515885e-08
1968,0.0,1.4821671889819754e-08
1969,4.5417578031781147e-10,1.1354394757745467e-08
1970,1.3796175313274261e-09,1.103694025061941e-08
1971,1.0276794970565106e-09,5.652237344833111e-09
1972,0.0,1.539044092169206e-08
1973,5.513203782392395e-10,9.923766697284009e-09
1974,0.0,6.750686232237513e-09
1975,0.0,6.8537762132336866e-09
1976,0.0,1.4855169538918744e-08
1977,5.876781838942691e-10,1.1753563455840776e-08
1978,5.940591352171509e-10,1.7227714366185864e-08
1979,5.851973350345929e-10,1.521513048885481e-08
1980,0.0,1.4781392110307934e-08
1981,6.325549528618524e-10,1.0120879245789638e-08
1982,6.207502289967692e-10,1.3035754697909852e-08
1983,6.315316047889041e-10,8.209910973278056e-09
1984,1.1598016991243298e-09,1.0438215625185876e-08
1985,0.0,1.4437339324047116e-08
1986,0.0,1.2588419195935785e-08
1987,6.110816852533674e-10,1.588812459374367e-08
1988,1.798966087207532e-09,1.6190695006912392e-08
1989,0.0,7.683371272548811e-09
1990,1.089730194969718e-09,1.1442167213715493e-08
1991,0.0,7.6199047072123e-09
1992,2.2039776670368383e-09,2.0386792698445788e-08
1993,0.0,3.877445031719162e-09
1994,5.274926606624319e-10,4.747434001473039e-09
1995,0.0,1.3013881527967897e-08
1996,5.338092190498855e-10,4.804283193493575e-09
1997,0.0,1.006927874414032e-08
1998,0.0,1.2397135762398648e-08
1999,0.0,9.597422412355172e-09
2000,0.0,9.719669513685858e-09
2001,0.0,1.0076787404500465e-08
2002,0.0,4.81934359086722e-09
2003,0.0,5.416999737661854e-09
2004,0.0,7.488145215006625e-09
2005,9.007499190971657e-10,4.503749373441224e-09
2006,0.0,5.7650457740976435e-09
2007,0.0,1.0385647009059085e-08
2008,0.0,1.4049550856043425e-08
2009,0.0,1.5735034608610476e-08
2010,0.0,1.322662068758973e-08
2011,0.0,1.414869643667771e-08
2012,0.0,1.2595735121578855e-08
2013,0.0,9.204113027294625e-09
2014,0.0,1.017759210242275e-08
2015,2.2165753954528356e-10,1.0639562120218216e-08
2016,6.214020409345267e-10,6.006886099640951e-09
2017,0.0,1.106868996458843e-08
2018,0.0,1.2649186587054828e-08
2019,0.0,5.3570743396846865e-09
