year,plusieurs_DET acteurs_NOUN,plusieurs_DET facteurs_NOUN
1928,2.2852082892654835e-08,3.496368670141692e-07
1929,2.785101615998542e-08,3.7097554539400335e-07
1930,1.8906487042613662e-08,3.9388514139204744e-07
1931,2.737285598186645e-08,3.387390918874189e-07
1932,3.507051582474219e-08,5.129063147535362e-07
1933,2.1794258175944492e-08,4.5538529036548425e-07
1934,2.2765002327673756e-08,4.792632068983949e-07
1935,2.154291234290895e-08,5.529347362198678e-07
1936,2.424942913137329e-08,5.274250653997115e-07
1937,1.5109342110797286e-08,6.471834552712608e-07
1938,1.4261735792331365e-08,6.288129128506625e-07
1939,4.588215141154706e-09,6.469383038165688e-07
1940,7.607348750937604e-09,7.505917523076278e-07
1941,2.9515025978810172e-09,5.725914746790295e-07
1942,2.7307905936524435e-08,6.493213433600431e-07
1943,2.9032352077962287e-08,6.183890874922326e-07
1944,9.639558484764166e-09,6.908350158596477e-07
1945,1.5249528306782167e-08,5.054129417203512e-07
1946,1.3921104269343232e-08,7.252895599663134e-07
1947,3.3378440233988727e-08,6.616083609856105e-07
1948,2.0656587329526133e-08,7.806015460687377e-07
1949,3.043272556180199e-08,1.0288224814303248e-06
1950,3.296961992305114e-08,8.167957830096384e-07
1951,2.1322804077961166e-08,8.198618246524347e-07
1952,2.3198567955518e-08,9.268882337210016e-07
1953,4.417269172662941e-08,8.317394772916487e-07
1954,2.7363101562372094e-08,8.658467010036475e-07
1955,3.848099350278744e-08,1.0267854690937384e-06
1956,1.9186511934776718e-08,1.0578744848999122e-06
1957,4.064117442581505e-08,1.0981952129895944e-06
1958,2.8952852115793348e-08,1.1349518445058493e-06
1959,1.5501495642666896e-08,1.1354845383948486e-06
1960,1.7302083821224556e-08,1.0485062631460096e-06
1961,2.153929301584867e-08,1.1193484397153952e-06
1962,2.0928456523350292e-08,1.0324705073117002e-06
1963,3.297687056758036e-08,1.239542385178538e-06
1964,3.711220819546668e-08,1.107282258772102e-06
1965,3.3379464525751246e-08,1.0615763983423676e-06
1966,3.600398512659808e-08,1.181484648782316e-06
1967,4.09217850716459e-08,1.090097185851846e-06
1968,5.838840522187638e-08,1.1789966123387785e-06
1969,4.678010556702361e-08,1.1345311037302963e-06
1970,6.208278913177878e-08,1.0761016540072887e-06
1971,4.624557892185521e-08,1.1021862604820853e-06
1972,4.5145293947612686e-08,1.1568481284029986e-06
1973,5.954260107188247e-08,1.1660426082471531e-06
1974,5.5130603415776136e-08,1.4165188986225985e-06
1975,4.96898762136766e-08,1.2513852993834007e-06
1976,6.856232115382e-08,1.386101587286248e-06
1977,5.5241750729351224e-08,1.3328541115242842e-06
1978,7.900986442876956e-08,1.4637616914114915e-06
1979,4.857137769764819e-08,1.364680230153681e-06
1980,6.708477950922997e-08,1.5179352601535356e-06
1981,8.223214531533074e-08,1.6655172316859534e-06
1982,8.938803297553477e-08,1.6245033691575372e-06
1983,7.199460272389047e-08,1.7632362983022176e-06
1984,7.422730785577869e-08,1.7304241737292614e-06
1985,9.925670552135557e-08,1.7781989640752727e-06
1986,7.732886109224069e-08,1.7851577354122128e-06
1987,9.89952326779786e-08,1.8864092226067442e-06
1988,1.1573349034676994e-07,1.8937117260975356e-06
1989,1.092136283631362e-07,1.7583943190402351e-06
1990,1.0352436952132393e-07,1.8574451132735703e-06
1991,1.1019554868596515e-07,1.9073207795372582e-06
1992,1.4876849441236573e-07,1.9229705685575027e-06
1993,1.7337718993815088e-07,1.8102129502040043e-06
1994,1.8462243467354256e-07,1.840421873566811e-06
1995,1.8815904390123706e-07,1.9472020653665822e-06
1996,1.996446528096385e-07,1.944133146025706e-06
1997,2.2152412348930284e-07,2.085779101435037e-06
1998,2.7988919271138e-07,2.0278853867239377e-06
1999,2.4907595985723674e-07,2.3143498992794775e-06
2000,3.300269604267214e-07,2.1953198938717833e-06
2001,2.8915997241085734e-07,2.283925709889445e-06
2002,2.944180810260377e-07,2.1551227860072686e-06
2003,3.783566100423741e-07,2.3347269575424434e-06
2004,3.5194281089445667e-07,2.3283726022782503e-06
2005,4.1524571869899773e-07,2.39239176380579e-06
2006,3.9696458031812654e-07,2.3109598714654567e-06
2007,3.7468218749836524e-07,2.162211671929981e-06
2008,3.878527508049956e-07,2.1683140403183643e-06
2009,4.0434273529399434e-07,2.1065874875603186e-06
2010,4.279756460334738e-07,2.1313754245966265e-06
2011,4.1298896746866376e-07,2.096301386700361e-06
2012,3.6391462643337036e-07,1.8883389998336497e-06
2013,3.556134409166134e-07,1.5529847701145627e-06
2014,3.027292407864479e-07,1.1970581113018852e-06
2015,2.985727007853711e-07,1.2517000982370519e-06
2016,2.663743412512076e-07,1.1810780904397689e-06
2017,3.016217888784922e-07,1.2973007699201844e-06
2018,3.1493893004608253e-07,1.3294553582454682e-06
2019,2.72700599879272e-07,1.1290671579899936e-06
