year,meilleures_ADJ âmes_NOUN,meilleures_ADJ ames_NOUN,meilleures_ADJ femmes_NOUN
1986,2.3977941854269602e-09,0.0,5.994485352545098e-09
1987,2.4443267410134695e-09,0.0,3.0554083707556856e-09
1988,3.597932174415064e-09,0.0,1.798966087207532e-09
1989,2.7440609784434855e-09,0.0,7.683371272548811e-09
1990,2.724325431913144e-09,0.0,7.628111475810329e-09
1991,0.0,0.0,1.1136783939491579e-08
1992,3.30596661157756e-09,0.0,3.30596661157756e-09
1993,1.661762283333701e-09,0.0,3.877445031719162e-09
1994,2.637463358823311e-09,0.0,2.637463358823311e-09
1995,5.422450821690461e-10,1.0844901643380922e-09,3.795715741716776e-09
1996,3.2028553142993132e-09,0.0,2.6690460952494277e-09
1997,1.917957792585412e-09,0.0,3.835915585170824e-09
1998,2.86087753487152e-09,0.0,1.144351013948608e-08
1999,5.0272213059088244e-09,0.0,5.484241505371301e-09
2000,2.2090156370779823e-09,0.0,5.3016377954406835e-09
2001,2.6287270138425356e-09,0.0,5.257454027685071e-09
2002,2.1906108038649563e-09,0.0,3.9430991805033955e-09
2003,8.333845835650777e-10,0.0,6.667076668520622e-09
2004,3.0833537945085254e-09,0.0,9.250062049659391e-09
2005,4.053374524914943e-09,0.0,6.7556245042510454e-09
2006,2.4707338397433887e-09,0.0,1.070651389767363e-08
2007,2.7961355453243186e-09,0.0,9.586750948642475e-09
2008,6.811903485726134e-09,0.0,3.8316958494988285e-09
2009,3.337734755248789e-09,4.76819250749827e-10,7.1522885392028e-09
2010,5.196172381261022e-09,0.0,7.085689368580006e-09
2011,2.6767803529281764e-09,0.0,1.185431308670104e-08
2012,2.7234021704458655e-09,0.0,6.468080293586809e-09
2013,4.741512515948898e-09,2.789125042035323e-10,1.3945625099154313e-08
2014,3.4647122948427977e-09,0.0,1.277612682315521e-08
2015,4.876465897751814e-09,0.0,1.329945220618356e-08
2016,6.214019965256057e-09,0.0,1.118523584864306e-08
2017,4.779661555431858e-09,2.515611330355938e-10,8.553078245654433e-09
2018,4.3884935685412074e-09,0.0,1.1358453733123497e-08
2019,1.3775333762566788e-08,0.0,1.198964216797549e-08
