year,aux_ADP oies_NOUN,aux_ADP fois_NOUN
1947,4.7683483828109274e-08,3.5762612871081956e-09
1948,5.3272248834446145e-08,3.2615663503321457e-09
1949,3.141442572740516e-08,8.835307596655184e-09
1950,4.147791021757996e-08,4.2541445921528975e-09
1951,6.823297127311889e-08,6.396841278899501e-09
1952,4.2179213899373735e-08,3.1634410646574906e-09
1953,4.417269394707546e-08,1.0773827385790469e-09
1954,4.3976413399704484e-08,1.9545072227344917e-09
1955,4.22352348650179e-08,6.569925492527773e-09
1956,4.7966278060584955e-08,7.849027205963921e-09
1957,7.42143149157215e-08,6.184526224473075e-09
1958,4.6324563740540725e-08,6.617794756635931e-09
1959,8.138285423342495e-08,6.200598257066758e-09
1960,7.958958292419993e-08,6.2287499602575735e-09
1961,4.794229990778831e-08,3.47407969059077e-09
1962,4.693047800374828e-08,5.073564957047694e-09
1963,7.435961180135564e-08,3.879631726988464e-09
1964,4.137098486012292e-08,4.258777774879263e-09
1965,4.541796094770234e-08,2.73602163147757e-09
1966,7.200797114137458e-08,6.092982118843793e-09
1967,4.240088635754091e-08,3.9442684118817795e-09
1968,4.4914157726339e-08,1.1228539820162808e-08
1969,6.994307166774405e-08,6.8126366770115965e-09
1970,5.610444731019015e-08,7.81783243697376e-09
1971,6.474380676024794e-08,2.5691987426412766e-09
1972,4.873639625202486e-08,3.0780880067027283e-09
1973,6.781240774467179e-08,2.7566018356850464e-09
1974,5.85059468649618e-08,1.6876715580593782e-09
1975,5.711480133285818e-08,2.8557400888473694e-09
1976,6.627691084837295e-08,2.856763492431469e-09
1977,6.053085321866547e-08,4.7014254711541525e-09
1978,6.178215161689593e-08,5.940591130126904e-09
1979,6.261611462665684e-08,4.096381456264453e-09
1980,1.205251900504578e-07,5.6851505725319385e-09
1981,5.692994659023398e-08,6.325549417596221e-09
1982,7.697303061604543e-08,2.483000915987077e-09
1983,1.0483424506269046e-07,5.68378455412244e-09
1984,8.466552109398506e-08,5.799008384599347e-09
1985,6.376491445969634e-08,6.015557829641693e-09
1986,5.2751471690815066e-08,4.7955883708539204e-09
1987,6.844115035820053e-08,3.6664902225425067e-09
1988,7.315795608198172e-08,4.797243047249822e-09
1989,8.780995386370449e-08,4.939309961038418e-09
1990,5.557624138674555e-08,5.448650863826288e-09
1991,8.088821967788817e-08,2.9307325455363298e-09
1992,4.407955345175907e-08,4.4079553340736766e-09
1993,7.644106259085959e-08,1.1078414630105726e-08
1994,9.653115773389231e-08,5.274926662135471e-09
1995,4.771756589860843e-08,3.253470381991974e-09
1996,6.512472250363999e-08,3.2028553142993132e-09
1997,5.7538734665740776e-08,4.794894259418925e-09
1998,5.292623317387779e-08,4.7681290027412615e-09
1999,5.712751499631352e-08,3.656160929565999e-09
2000,6.185244161294179e-08,5.3016375733960786e-09
2001,4.6002722159377285e-08,3.943090687297257e-09
2002,7.448076466687326e-08,8.762443215459825e-09
2003,7.292115178358927e-08,2.083461403401543e-09
2004,5.770276489958093e-08,5.285749615779878e-09
2005,8.241861693125685e-08,1.0358624180639708e-08
2006,5.517972495594492e-08,5.7650457740976435e-09
2007,4.993099303463033e-08,1.6377365241737607e-08
2008,7.748540298280204e-08,1.1069342775726909e-08
2009,1.7785358430444376e-07,1.0490023072406984e-08
2010,4.818268850570462e-08,1.889517148301323e-08
2011,7.342026364653975e-08,2.1796640936599943e-08
2012,6.638292626703901e-08,2.008509092377153e-08
2013,5.912944922581431e-08,2.4823213706781644e-08
2014,4.763979455368883e-08,2.685152011849823e-08
2015,5.984753714827207e-08,2.6377247053233077e-08
2016,7.456823958307268e-08,2.9620162322885335e-08
2017,4.4023198086939885e-08,4.653880836258395e-08
2018,5.1887479757262156e-08,4.233605466197332e-08
2019,5.0509558091604845e-08,3.596892739210489e-08
