year,plus_ADV in_ADJ,plus_ADV fines_ADJ
1866,1.7710830491068918e-07,1.0869779316635686e-06
1867,1.727600817957864e-07,1.3505374454325647e-06
1868,2.1043862830083526e-07,1.5990372048690915e-06
1869,1.8215526154108375e-07,1.2716683386315708e-06
1870,2.4885773086680274e-07,1.1760533880078583e-06
1871,1.8268424639700243e-07,1.1407144029362826e-06
1872,1.8867699225211254e-07,1.2088631820006412e-06
1873,2.0951016210801754e-07,1.4737543096998706e-06
1874,2.0134433498242288e-07,1.1925319540750934e-06
1875,1.5505338524235412e-07,1.1929383845199482e-06
1876,1.7352061831843457e-07,1.5483843753827387e-06
1877,1.595682590505021e-07,1.3334463346836856e-06
1878,1.4554203175976e-07,1.3165213204047177e-06
1879,1.392926094467839e-07,1.0440836604175274e-06
1880,1.4375976320479822e-07,1.206555111821217e-06
1881,1.4084464794450469e-07,1.2390146366669796e-06
1882,1.35104315290846e-07,1.418928150087595e-06
1883,1.3586578972990537e-07,1.2619719882422942e-06
1884,1.4919835678028903e-07,1.26818599710532e-06
1885,1.23756208836312e-07,1.1930872005905258e-06
1886,1.1809839151055712e-07,1.353936681880441e-06
1887,1.3841319912444305e-07,1.3142724810677464e-06
1888,1.4583413587843097e-07,1.3118732340444694e-06
1889,1.1026640578393199e-07,1.3990049865242327e-06
1890,1.1601264304772485e-07,1.4019832406120258e-06
1891,9.880041318410804e-08,1.3296622682901216e-06
1892,9.402768341715273e-08,1.169704432868457e-06
1893,1.0592476229476233e-07,1.3339130191525328e-06
1894,1.0838647312993999e-07,1.2558967910081265e-06
1895,1.053257534522345e-07,1.0027011967395083e-06
1896,1.0260830407560206e-07,1.1847131418107892e-06
1897,1.1653427378632841e-07,1.2812943168682978e-06
1898,9.788954002942774e-08,1.0926282811851706e-06
1899,1.16079149847792e-07,1.1469725222923444e-06
1900,9.499627395825883e-08,1.2738844361592783e-06
1901,1.0227392266415336e-07,1.242376697518921e-06
1902,8.592996891820803e-08,1.2634160384550341e-06
1903,9.666394618079721e-08,1.2458308447094169e-06
1904,9.728071859171905e-08,1.326457550021587e-06
1905,1.0063480004873782e-07,1.1384634035493946e-06
1906,9.46529965517584e-08,1.3812135648549884e-06
1907,1.0799971050801105e-07,1.3124536053510383e-06
1908,8.202020040926072e-08,1.0986777851940133e-06
1909,1.0176819387197611e-07,1.1337526757415617e-06
1910,8.9247315315788e-08,1.2318267863520305e-06
1911,8.672209617088811e-08,1.2965751921001356e-06
1912,1.1512820918824218e-07,1.2377585107969935e-06
1913,1.219687675302339e-07,1.2748387234751135e-06
1914,1.0915692172375202e-07,1.169251504506974e-06
1915,8.364340686739524e-08,1.0732273949543014e-06
1916,1.2086208300843282e-07,1.1613747119554318e-06
1917,8.444146715191891e-08,9.343393685412593e-07
1918,1.297960494639483e-07,1.0555979770288104e-06
1919,9.852397653276057e-08,1.1730799087672494e-06
1920,7.117898093156327e-08,1.1244763982176664e-06
1921,8.102839643697735e-08,1.3138717349647777e-06
1922,1.0181550891275037e-07,1.2505601034717984e-06
1923,6.688047449188161e-08,1.239942776010139e-06
1924,7.734974616369072e-08,1.467066908844572e-06
1925,9.788378463326808e-08,1.2229974117872189e-06
1926,7.57937428375044e-08,1.3319635172592825e-06
1927,6.243566019747959e-08,1.3312175042301533e-06
1928,6.627104198742018e-08,1.300283543059777e-06
1929,5.904415445456834e-08,1.4638493439633748e-06
1930,7.352522146675255e-08,1.4442455267271725e-06
1931,6.386999729102172e-08,1.3560969591708272e-06
1932,6.24693612394367e-08,1.1902056940016337e-06
1933,4.7029715233293246e-08,1.1963900306000141e-06
1934,5.152079296522061e-08,1.317973783443449e-06
1935,4.188899538348778e-08,1.2638507769224816e-06
1936,6.547345776652946e-08,1.3700927183890599e-06
1937,5.791914503561202e-08,1.2880714166385587e-06
1938,5.4453899167583586e-08,1.336713580712967e-06
1939,8.717609034647467e-08,1.494228740739345e-06
1940,5.325144059042941e-08,1.516398128842411e-06
1941,3.836953510472085e-08,1.7325320413874579e-06
1942,6.068423630267716e-08,1.7689454807623406e-06
1943,5.516146828199453e-08,1.67516668625467e-06
1944,9.639558129492798e-08,1.7062018287106184e-06
1945,7.84261473540937e-08,1.1654996114884852e-06
1946,6.682130049284751e-08,1.0440828646096634e-06
1947,4.4107220986688844e-08,1.2206971859995974e-06
1948,6.631851334759631e-08,1.43291481435881e-06
1949,5.3011845579931105e-08,1.1858945754283923e-06
1950,2.7651939404904624e-08,1.3506909226634889e-06
1951,4.904244832459881e-08,1.3870483144273749e-06
1952,6.115985939914026e-08,1.565903403388802e-06
1953,6.141081598798337e-08,1.4436928950090078e-06
1954,4.202190595492539e-08,1.4082224879530258e-06
1955,4.035811329572425e-08,1.3618516732094577e-06
1956,5.319896345667985e-08,1.3761961099589826e-06
1957,4.8592706747285774e-08,1.6592200609011343e-06
1958,4.1361218450219894e-08,1.3880824099032907e-06
1959,5.348016074435691e-08,1.3114265584590612e-06
1960,5.1906251741229426e-08,1.2429816251824377e-06
1961,4.307858603169734e-08,1.3597547194876825e-06
1962,3.6783347923119436e-08,1.2493653684941819e-06
1963,4.590897972889252e-08,1.3320069456312922e-06
1964,4.137098486012292e-08,1.1170166089868871e-06
1965,6.949495201524769e-08,1.3045350897300523e-06
1966,4.3204781974282014e-08,1.2922661198899732e-06
1967,8.184357369600548e-08,1.2133556310800486e-06
1968,6.332896163030455e-08,1.2571473462230642e-06
1969,6.267625707323532e-08,1.1540606692506117e-06
1970,4.736686776141141e-08,1.0848392548723496e-06
1971,5.343933295876013e-08,1.3359833701542811e-06
1972,4.463227654127877e-08,1.2409825558279408e-06
1973,5.2375437320506535e-08,1.1285528671578504e-06
1974,5.1755257857166725e-08,1.0289170404575998e-06
1975,5.3687912782152125e-08,1.07946971183992e-06
1976,3.828062844490887e-08,1.0530029612709768e-06
1977,5.3478714789889636e-08,1.1424464219089714e-06
1978,5.22772047872877e-08,1.105544015445048e-06
1979,5.851973483572692e-08,1.0322880825697212e-06
1980,4.7186752283323585e-08,1.1296394859527936e-06
1981,4.8074177527723805e-08,1.0323296919523273e-06
1982,4.779776929808577e-08,1.0751393801911036e-06
1983,4.2312617409834274e-08,1.1216001212233095e-06
1984,4.059305780401701e-08,1.1319664281472797e-06
1985,3.9702683807263384e-08,1.079792696145887e-06
1986,5.035367678374314e-08,1.105383148569672e-06
1987,3.666490044906823e-08,1.0700040320443804e-06
1988,3.537966719591168e-08,9.96027551991574e-07
1989,2.798942233539492e-08,9.609701692170347e-07
1990,2.7788120249283565e-08,9.84571215667529e-07
1991,2.6376593353916178e-08,9.68313997873338e-07
1992,3.361066092111287e-08,9.614852842787514e-07
1993,3.43430848204207e-08,9.604985962141654e-07
1994,3.5342008430916394e-08,9.025399663187272e-07
1995,4.554858534788764e-08,9.608583013687166e-07
1996,3.5765218342476146e-08,9.112123393606453e-07
1997,4.363354122460805e-08,8.4773733988186e-07
1998,4.005228504411207e-08,8.66845880409528e-07
1999,4.433094957789763e-08,8.889041396287212e-07
2000,2.783359853708589e-08,8.354497822438134e-07
2001,3.767842216007011e-08,8.350589837391453e-07
2002,2.9792305511477934e-08,8.385657679355063e-07
2003,3.2918691772465536e-08,7.867150202400808e-07
2004,2.95121012072741e-08,8.659819741296815e-07
2005,2.7472871977352042e-08,7.800494472576247e-07
2006,3.1707752867760064e-08,8.28107658890076e-07
2007,2.8760252845927425e-08,7.65342292652349e-07
2008,3.193079933794252e-08,8.148739425450913e-07
2009,3.576144536054926e-08,7.4812942330027e-07
2010,2.645324137517946e-08,7.884010528869112e-07
2011,5.0476430146773055e-08,8.087700962278177e-07
2012,4.4595712012096556e-08,7.788930247443204e-07
2013,2.7891250198308626e-08,7.142949129956833e-07
2014,1.9878787327343161e-07,6.535313445965585e-07
2015,2.0392493027543424e-08,6.569929382749251e-07
2016,3.086296729293281e-08,6.831279506513965e-07
2017,2.7168601590688013e-08,5.999733048156486e-07
2018,3.149389371515099e-08,6.569832748937188e-07
2019,3.800971626333194e-08,6.114717621130694e-07
