year,nouveaux_ADJ fils_NOUN
1985,2.4062231318566774e-08
1986,2.1580148390487608e-08
1987,1.5277041853778428e-08
1988,1.2592763276586538e-08
1989,1.5366742545097622e-08
1990,1.3076762783725826e-08
1991,1.875668864670388e-08
1992,8.264916362410446e-09
1993,1.1078414630105726e-08
1994,1.2659823411809157e-08
1995,1.3556126887692699e-08
1996,1.975094043871195e-08
1997,9.58978851883785e-09
1998,9.536258005482523e-09
1999,1.690974471557638e-08
2000,1.0161472552283612e-08
2001,1.664860427297299e-08
2002,1.4896152755738967e-08
2003,2.2084691408963408e-08
2004,2.1142997935763574e-08
2005,1.4862373554080932e-08
2006,1.317724773741702e-08
2007,9.586750948642475e-09
2008,1.9158479247494142e-08
2009,2.0503227116108746e-08
2010,1.795041271179798e-08
2011,2.103184648660772e-08
2012,1.9063815415165664e-08
2013,2.5938863501551168e-08
2014,2.295371892557796e-08
2015,1.4851055496478693e-08
2016,1.7813525154952714e-08
2017,1.509366853724714e-08
2018,1.4972506789945328e-08
2019,1.9387506711154856e-08
