year,trois_DET iles_NOUN,trois_DET fils_NOUN
1915,4.712304768617059e-09,8.552833161701301e-07
1916,0.0,7.229750185189232e-07
1917,3.289927441585405e-09,7.961624390873112e-07
1918,1.1486376294556067e-09,8.729645841754063e-07
1919,1.8415696745321952e-09,6.795392195613204e-07
1920,3.786115865267448e-09,7.110325555004238e-07
1921,2.2718242842501013e-09,8.148276258168607e-07
1922,1.4755870969551665e-09,6.367158125186734e-07
1923,3.1847844361720945e-09,8.153048058900936e-07
1924,3.867487330388997e-09,7.077501660290864e-07
1925,5.499088961968823e-09,8.490593579324468e-07
1926,7.802296808634424e-09,6.219545074515054e-07
1927,4.459690061686672e-09,6.254715181341908e-07
1928,3.4278122562625413e-09,5.815854873247872e-07
1929,6.684243825105796e-09,6.416873947756585e-07
1930,0.0,5.924032642212751e-07
1931,1.1405356659111021e-09,6.991483711971114e-07
1932,7.6716757391182e-09,5.808554401909305e-07
1933,2.2941324395731044e-09,7.077398684884884e-07
1934,2.3963160344919743e-09,5.22396922164603e-07
1935,5.98414207075848e-09,6.774048806335031e-07
1936,1.2124714565686645e-09,5.03175682453616e-07
1937,3.777335444432595e-09,4.7594426710872995e-07
1938,3.889564337278273e-09,5.237946432146146e-07
1939,3.058810094103137e-09,6.010561790503743e-07
1940,7.607348750937604e-09,6.314099714188615e-07
1941,5.9030051957620344e-09,6.847485956029686e-07
1942,0.0,5.006449406153024e-07
1943,2.9032352077962287e-09,1.1380681996797648e-06
1944,3.2131861615880553e-09,6.201449131992831e-07
1945,0.0,4.814493923532837e-07
1946,5.568441707737293e-09,4.774938826557218e-07
1947,7.152522574216391e-09,4.279592555889167e-07
1948,5.435943917220243e-09,5.001068261734076e-07
1949,3.9268033269479474e-09,3.838450322035669e-07
1950,1.0635361480382244e-09,4.839089395858309e-07
1951,5.3307008807124134e-09,4.744323658378846e-07
1952,3.163441175679793e-09,4.5869896325712034e-07
1953,4.3095309543161875e-09,3.964768584552303e-07
1954,8.795282502305213e-09,3.742881293788969e-07
1955,9.385607846468247e-10,4.1015107576924947e-07
1956,8.72114158667614e-10,3.610552665733735e-07
1957,2.6505113104313693e-09,5.168497239083081e-07
1958,2.4816730892496253e-09,3.672875970028855e-07
1959,3.8753737996444215e-09,3.937380013141478e-07
1960,6.920833350854139e-10,4.7546124903874443e-07
1961,6.948159270159238e-10,3.772850600824995e-07
1962,1.2683912808952869e-09,4.483763191842627e-07
1963,2.5864212993553792e-09,3.9054962819307093e-07
1964,3.650380941966347e-09,5.664174267394628e-07
1965,3.283225968875314e-09,5.740173545376592e-07
1966,1.1078149508847446e-09,5.422754192352386e-07
1967,1.4791006197611978e-09,5.443090280721208e-07
1968,2.6948494546985557e-09,4.531838602161997e-07
1969,9.083515606356229e-10,5.018642301735099e-07
1970,6.438214850135182e-09,5.145973247522306e-07
1971,2.5691987426412766e-09,4.773571333771542e-07
1972,4.104117490300041e-09,4.109247697670071e-07
1973,1.6539611902288698e-09,5.766811277396755e-07
1974,3.937900228123681e-09,5.591818510453095e-07
1975,5.711480177694739e-09,5.357368451086586e-07
1976,7.427584713948221e-09,5.239304190496341e-07
1977,3.526069214387917e-09,3.8492921294874805e-07
1978,3.5643548113029055e-09,6.011878515010949e-07
1979,2.3407893401383717e-09,4.1900128788796565e-07
1980,2.2740603289328476e-09,4.3263997007159105e-07
1981,3.795329661659963e-09,3.915515041086337e-07
1982,3.7245013739806154e-09,4.0659141298249324e-07
1983,8.841442245000053e-09,1.4342082863549876e-06
1984,5.219107646059484e-09,4.859569013859755e-07
1985,4.210890747202711e-09,4.1146416407400466e-07
1986,4.196139768986029e-09,4.112217002472107e-07
1987,2.4443267410134695e-09,3.550384590766953e-07
1988,2.3986214681137596e-09,4.449443036236289e-07
1989,3.2928733073589456e-09,3.8746143893320095e-07
1990,2.179460389939436e-09,3.8739908259088907e-07
1991,2.9307325455363298e-09,4.02096517859718e-07
1992,8.264916306899295e-09,4.1600078404258056e-07
1993,2.2156829704300662e-09,4.553228585280067e-07
1994,1.0549853213248639e-09,4.5364369238853897e-07
1995,1.626735190995987e-09,4.131907385129807e-07
1996,1.6014276571496566e-09,4.4199403959055417e-07
1997,5.753873377756236e-09,4.555149786256152e-07
1998,1.43043876743576e-09,4.429592062038523e-07
1999,1.8280804925385752e-09,4.524499050972963e-07
2000,0.0,4.0866791728433327e-07
2001,1.3143635346768434e-09,3.868610054524879e-07
2002,1.7524885431718928e-09,4.3286468631720254e-07
2003,1.2500769308587678e-09,3.7835660471330357e-07
2004,8.809582507929292e-10,3.818954077416947e-07
2005,1.3511248786457486e-09,3.6840671491233934e-07
2006,1.2353669198716943e-09,3.73080833782069e-07
2007,7.988958938831558e-10,4.2980598102815293e-07
2008,4.257439678578834e-10,3.520902573939111e-07
2009,2.384096253749135e-09,3.4712440921680354e-07
2010,1.4171379625338432e-09,4.2466898975135337e-07
2011,0.0,3.388039271357002e-07
2012,0.0,4.1634009662061544e-07
2013,5.578250084070646e-10,4.0191290651137024e-07
2014,0.0,4.148993024699621e-07
2015,0.0,4.140562950283311e-07
2016,2.0713400439298368e-10,4.1095386915657173e-07
2017,2.515611330355938e-10,4.2010709577766647e-07
2018,5.162933414126769e-10,3.410117415114655e-07
2019,0.0,3.522914049369774e-07
