year,lettres_NOUN in_ADJ,lettres_NOUN fines_ADJ
1868,7.409810875991241e-09,1.975949626142892e-09
1869,1.3185501801515898e-08,5.860222973552709e-09
1870,7.454263428741115e-09,4.587239033071455e-09
1871,3.18635318130589e-09,4.248470908407853e-09
1872,5.442605477412599e-09,3.0236697590169115e-09
1873,4.1902030178953e-09,7.781805422268917e-09
1874,1.6728906260254917e-08,5.377148060148329e-09
1875,8.582291044501034e-09,4.005069165202713e-09
1876,8.464420497844571e-09,1.3301232115736639e-08
1877,4.329371194877751e-09,2.4739263970730008e-09
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,1.0385853066452455e-08,4.887460214320072e-09
1880,8.343200352811664e-09,1.9253538763308597e-09
1881,6.2752567586699115e-09,6.972507571312292e-10
1882,1.2645232194685718e-08,0.0
1883,4.423537203201988e-09,5.687405213450347e-09
1884,3.036780515941473e-08,1.9805090900604227e-09
1885,5.80107206715752e-09,1.933690763067375e-09
1886,5.162771099520569e-09,1.2906927748801422e-09
1887,2.6115699047757346e-09,4.570247347235323e-09
1888,6.340614699951175e-09,9.510922049926762e-09
1889,1.8795410228200637e-09,0.0
1890,1.3108772956016423e-09,2.6217545912032847e-09
1891,7.649063937797962e-09,8.92390783491237e-09
1892,1.0656470816883257e-08,1.8805537127519756e-09
1893,6.774258043407144e-09,1.2316833108982905e-09
1894,1.8904617871129403e-09,1.8904617871129403e-09
1895,9.629782971032341e-09,1.6250258916272742e-08
1896,3.538217441256819e-09,1.7691086373616827e-09
1897,5.826713445067355e-09,2.913356778044829e-09
1898,3.395012826423738e-09,3.960848538042683e-09
1899,8.844125432005967e-09,1.9899282222013426e-08
1900,3.633737311048435e-09,3.633737311048435e-09
1901,5.588738860584641e-09,5.588738860584641e-09
1902,4.910284012726862e-09,4.419255628107521e-09
1903,1.0800440541913758e-08,1.0800440541913758e-09
1904,4.837162670412454e-09,1.6123875568041512e-09
1905,1.0321518251199535e-08,1.0321518084666081e-09
1906,8.230695014432854e-09,1.5432553013283723e-09
1907,2.5714217422034835e-09,2.5714217422034835e-09
1908,1.3260750497678941e-08,2.4556945366072114e-09
1909,6.601180380094718e-09,5.5009836685826485e-09
1910,2.137660271017694e-09,3.206490406526541e-09
1911,1.4365010514438836e-08,2.6601871816467337e-09
1912,2.0837684910901544e-09,3.125652792146383e-09
1913,7.424185821669482e-09,2.6514948014977335e-09
1914,6.696743715117748e-09,6.027069510139427e-09
1915,4.712304768617059e-09,3.534228465440492e-09
1916,5.493730803607377e-09,0.0
1917,5.483212106582869e-09,4.386569774084137e-09
1918,2.2972752589112133e-09,0.0
1919,2.762354567309444e-09,3.6831393490643904e-09
1920,7.572231730534895e-09,1.514446346106979e-09
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,1.4755870969551665e-09
1923,0.0,2.1231896241147297e-09
1924,1.2891624656674594e-08,6.445812328337297e-09
1925,1.2097995494286806e-08,3.299453377181294e-09
1926,1.4489980437737415e-08,5.57306911730393e-09
1927,5.574612438330462e-09,8.919379901328739e-09
1928,1.4853853702589959e-08,5.713020612141406e-09
1929,1.2254447012693959e-08,4.4561625500705304e-09
1930,1.1553964229804592e-08,6.302162347537887e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,0.0,2.1919073223131136e-09
1933,4.588264879146209e-09,5.735331320977366e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,0.0
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,0.0,0.0
1940,1.2678914806940611e-08,0.0
1941,0.0,0.0
1942,4.5513175450651033e-08,0.0
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,6.396840945832594e-09,0.0
1952,5.272401959466322e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,5.863521668203475e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,1.744228317335228e-09,8.72114158667614e-10
1957,1.2369053004057662e-08,0.0
1958,1.1581140491045971e-08,2.4816730892496253e-09
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,9.689166413640038e-09,1.3841666701708277e-09
1961,4.863711433600315e-09,3.47407969059077e-09
1962,6.976152100435229e-09,2.5367825617905737e-09
1963,3.233026624194224e-09,4.526237162849611e-09
1964,6.083968218106861e-09,1.8251904432275978e-09
1965,3.830430417295361e-09,5.472043373977442e-10
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,4.930335473218861e-09,3.451234853457663e-09
1968,6.287982023955863e-09,8.982831700699023e-10
1969,3.6334062425424918e-09,6.358460841182634e-09
1970,2.7592350626548523e-09,2.2993624781975086e-09
1971,2.0553589941130213e-09,2.569198631618974e-09
1972,6.15617617993891e-09,5.130146973897354e-09
1973,1.1577727665468274e-08,5.513203782392395e-09
1974,1.1813700406815286e-08,2.2502286700643026e-09
1975,5.140332159925265e-09,3.826691674646554e-08
1976,5.142174241967723e-09,6.856232248608762e-09
1977,5.289103821581875e-09,3.408533544302372e-08
1978,4.1584139465200565e-09,4.1584139465200565e-09
1979,5.266775904289034e-09,1.7555920051037788e-09
1980,5.1166357817322705e-09,6.822180820265089e-09
1981,3.795329828193417e-09,1.454876419337836e-08
1982,3.103751144983846e-09,3.7245013739806154e-09
1983,3.157657912922218e-09,5.68378455412244e-09
1984,8.69851257689902e-09,3.073474452719438e-08
1985,6.617113856854928e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,3.055408426266837e-09,1.8332450557601021e-09
1988,4.197587721854745e-09,2.398621523624911e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,5.44865097484859e-09,2.179460389939436e-09
1991,4.10302547493302e-09,1.52398094144246e-08
1992,1.3223866113243332e-08,1.6529832502776287e-09
1993,2.769603768548734e-09,4.431365774326679e-09
1994,6.329911927949183e-09,5.802419378309054e-09
1995,2.168980273165033e-09,4.337960657352369e-09
1996,6.939519625603907e-09,6.939520069693117e-09
1997,7.192341611172992e-09,2.876936688878118e-09
1998,1.0489884516573511e-08,5.2449422582867555e-09
1999,4.570201106446348e-09,2.7421207526856506e-09
2000,1.2370487745272385e-08,8.394259620736477e-09
2001,4.8193329327261836e-09,3.5049693702937645e-09
2002,6.571831967505659e-09,5.257465907071435e-09
2003,4.1669229178253886e-10,3.3335384452826133e-09
2004,4.404791253964646e-09,3.0833537945085254e-09
2005,1.8014998381943315e-09,3.15262471684008e-09
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,5.1928231992182106e-09,2.3966877371606188e-09
2008,5.9604156055215185e-09,5.108927586539025e-09
2009,3.814554005998616e-09,5.245011536203492e-09
2010,1.417137907022692e-09,4.7237931344312756e-09
2011,1.1471915639660324e-09,6.500752380844688e-09
2012,3.4042526575461807e-09,4.765953853791416e-09
2013,3.0680376017500066e-09,3.904775169871755e-09
2014,1.5807749775831326e-08,6.712880029624557e-09
2015,2.659890530054554e-09,7.5363561641284e-09
2016,2.6927421681310904e-09,6.006886099640951e-09
2017,7.54683426862357e-10,7.2952728302766445e-09
2018,2.581466596041082e-09,9.551427204712581e-09
2019,2.295888978931515e-09,7.142765823253683e-09
