year,deux_DET oies_NOUN,deux_DET foies_NOUN
1855,2.1227748447927297e-08,1.3798036491152743e-08
1856,8.28350277259915e-09,1.0872097000458325e-08
1857,1.757343248698362e-08,1.3668225662399891e-08
1858,1.4681027893370668e-08,8.31924928945682e-09
1859,2.7497735644033128e-08,1.5785737161877478e-08
1860,3.4328881071132855e-08,2.288591893773173e-08
1861,1.6034276573151374e-08,1.3676294985387472e-08
1862,3.388489855371546e-08,9.487771235328069e-09
1863,2.7969877358646755e-08,1.6981710260211003e-08
1864,2.1096803748399395e-08,1.582260189536555e-08
1865,3.9066808454890634e-08,7.0602665935837194e-09
1866,2.6274310116480848e-08,1.4596839292835284e-09
1867,2.2808213984149006e-08,1.94112459439566e-09
1868,2.321740799615668e-08,7.409810987013543e-09
1869,1.0743742229202269e-08,8.790334682373668e-09
1870,4.013834153937523e-09,6.307453670473251e-09
1871,2.6552942955504477e-08,3.18635318130589e-09
1872,1.2699412743621963e-08,1.5118347462816928e-08
1873,2.514121905106137e-08,1.1373408326242895e-08
1874,1.732636678575261e-08,9.559374625212058e-09
1875,1.2015207495608138e-08,1.5448122780981066e-08
1876,3.023007311142578e-08,7.859819461941697e-09
1877,1.0514187187560253e-08,3.0924081073635534e-09
1878,2.1136809524868738e-08,6.039088784604019e-09
1879,3.299035578052667e-08,1.1607718342077078e-08
1880,1.7969970178555172e-08,6.417846254436199e-10
1881,2.6495528548942104e-08,7.669758217421219e-09
1882,2.5956002014382307e-08,2.595600223642691e-08
1883,5.2450515042323786e-08,8.215140845369007e-09
1884,1.3203393933736152e-08,6.601696966868076e-10
1885,2.2559724921489277e-08,1.4180398411056672e-08
1886,1.097088819790315e-08,3.872078213618124e-09
1887,1.566941915109865e-08,5.223139698529167e-09
1888,2.4094334971636044e-08,8.242799331981132e-09
1889,2.380751940034287e-08,1.2530273485467092e-09
1890,6.554386366985909e-09,7.209825181320184e-09
1891,2.7409145841872373e-08,6.3742202627281586e-09
1892,2.4447198931909497e-08,3.1342561879199593e-09
1893,1.8475249941030114e-08,3.079208221734575e-09
1894,2.3315695596437536e-08,1.8904617871129403e-09
1895,4.032471756509892e-08,1.805584282088546e-08
1896,2.5357223876198987e-08,1.3563166589847242e-08
1897,4.4283022804236793e-08,4.661370844871726e-09
1898,1.867257115595322e-08,5.09251940616906e-09
1899,8.291367592505594e-09,3.8693048765026106e-09
1900,2.3359739032002835e-08,1.0901211489056095e-08
1901,2.0678334156087885e-08,1.0618603774048552e-08
1902,1.8659078282468045e-08,9.329538919189417e-09
1903,1.8360748255119574e-08,1.296052865029651e-08
1904,3.815983884436491e-08,3.2247751136083025e-09
1905,7.741138396966107e-09,5.160758931310738e-09
1906,3.3951617239846854e-08,1.2860461140462576e-08
1907,2.1085658274966335e-08,6.1714118260169926e-09
1908,2.4065805792616857e-08,6.3848057951787496e-09
1909,3.960708327976903e-08,3.300590023513905e-09
1910,1.2825962070195374e-08,4.2753204310130855e-09
1911,2.128149700908466e-08,1.5961122423746588e-09
1912,2.9693701220079305e-08,1.510732161591477e-08
1913,1.8560464554173706e-08,1.1666577703906e-08
1914,3.683208982252495e-08,1.0045115850232378e-08
1915,2.4739600035239562e-08,3.534228465440492e-09
1916,1.8678685265172135e-08,0.0
1917,3.728584163642523e-08,0.0
1918,1.722956533001252e-08,2.2972752589112133e-09
1919,1.0128633542993981e-08,1.6574126959767455e-08
1920,8.329454903588385e-09,2.2716695191604686e-09
1921,8.330022005509363e-09,3.0290989716519334e-09
1922,1.7707045385506603e-08,0.0
1923,1.0615948120573648e-08,1.2739137744688378e-08
1924,2.1915761205804074e-08,7.734974438733389e-09
1925,2.3096173862313663e-08,1.0998177923937646e-09
1926,3.343841470382358e-08,5.573069228326233e-09
1927,2.2298449531277242e-08,3.3447675740205796e-09
1928,2.5137290915466792e-08,2.2852082448565625e-09
1929,1.1140406153131721e-08,6.684243825105796e-09
1930,1.575540586884472e-08,1.0503603875555712e-08
1931,9.124285327288817e-09,5.7026783295555106e-09
1932,1.5343351700281005e-08,1.2055489939655217e-08
1933,1.7205993074753678e-08,6.882397318719313e-09
1934,2.3963160344919743e-08,4.7926320689839486e-09
1935,2.752705441366743e-08,0.0
1936,1.333718646634452e-08,4.849885826274658e-09
1937,2.0145789370040745e-08,7.554670666820584e-09
1938,6.4826072287971215e-09,6.4826072287971215e-09
1939,1.5294050470515685e-08,1.6823456405745674e-08
1940,2.0286263113789005e-08,0.0
1941,2.6563524713196784e-08,0.0
1942,2.1239482617119165e-08,9.102635090130207e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,3.5762612871081956e-09,1.0728783639279982e-08
1948,5.435944139264848e-09,7.610321262063735e-09
1949,1.079870937115146e-08,3.9268033269479474e-09
1950,1.4889506294579746e-08,6.381216888229346e-09
1951,1.4925962910083967e-08,4.264560704569931e-09
1952,8.43584291310151e-09,7.381362632230548e-09
1953,1.4005975490505307e-08,0.0
1954,1.9545072449389522e-08,1.9545072227344917e-09
1955,2.9095383879962355e-08,1.6894095011821264e-08
1956,1.2209597999301991e-08,5.232684729961079e-09
1957,1.7670074847764283e-08,8.835037701437898e-09
1958,1.9026159758794847e-08,1.6544486891589827e-09
1959,1.860179499324488e-08,4.650448914844674e-09
1960,2.2838750723952472e-08,4.844583401109048e-09
1961,1.5980766210343944e-08,2.08444772553662e-09
1962,1.3318108227355907e-08,1.9025869768540815e-09
1963,1.9398159301076134e-08,3.879631726988464e-09
1964,1.64267148772268e-08,6.692365273064382e-09
1965,1.8604947471523303e-08,3.830430195250756e-09
1966,1.9386760863326913e-08,1.6617224263271169e-09
1967,1.0353704338328384e-08,5.916402479044791e-09
1968,1.706738025908372e-08,8.084548142051062e-09
1969,3.451735930415367e-08,3.1792304344691047e-09
1970,1.1036939917552502e-08,2.2993625059530842e-09
1971,1.592903242642052e-08,1.0276794970565106e-09
1972,1.6929484925043425e-08,0.0
1973,1.6539610570021068e-08,2.205281512956958e-09
1974,2.137717214356627e-08,4.500457340128605e-09
1975,1.599214494163448e-08,3.4268881066168433e-09
1976,2.1140049488721502e-08,2.285410749536254e-09
1977,2.4094805706198485e-08,2.3507127355770763e-09
1978,2.198018778098998e-08,4.158414057542359e-09
1979,1.755592016206009e-08,2.3407893401383717e-09
1980,1.5349906457018392e-08,1.3075846239107847e-08
1981,1.644642921849737e-08,3.795329828193417e-09
1982,1.738100685599875e-08,6.207502289967692e-10
1983,8.841442022955448e-09,1.2630632095778083e-09
1984,1.1018116474748041e-08,1.739702604197646e-09
1985,1.0828004493035337e-08,4.812446441349039e-09
1986,1.9781802029772422e-08,4.7955883708539204e-09
1987,1.1610552075325131e-08,4.888653482026939e-09
1988,1.2592763276586538e-08,1.1993107618124554e-09
1989,5.488122178931576e-09,1.6464366536794728e-09
1990,2.0160008995517842e-08,1.6345953479657283e-09
1991,1.6412102732399347e-08,1.1722930404189924e-09
1992,1.4325855057784054e-08,2.2039777225479895e-09
1993,2.437251223064152e-08,2.7696036575264316e-09
1994,1.582477948680605e-08,1.5824779264761446e-09
1995,1.3013882305124014e-08,1.626735190995987e-09
1996,1.3345230476247139e-08,4.270473752399084e-09
1997,8.630809844589749e-09,4.79489448146353e-10
1998,1.4304387785379902e-08,1.43043876743576e-09
1999,1.7823783837744855e-08,2.7421207526856506e-09
2000,8.836062770356534e-09,3.97622823555821e-09
2001,1.0076786682855499e-08,4.819333043748486e-09
2002,1.3143664601145133e-08,2.6287327870022636e-09
2003,2.0001230061073016e-08,4.583615265119079e-09
2004,1.673820693159911e-08,4.404791198453495e-09
2005,1.666387328125296e-08,1.8014998381943315e-09
2006,1.0706514064207084e-08,1.6471559671771274e-09
2007,1.5179021789490932e-08,2.3966877371606188e-09
2008,1.362380658287421e-08,3.405951826129794e-09
2009,1.668867311011013e-08,2.384096253749135e-09
2010,1.7478034408657805e-08,3.3066551718974324e-09
2011,2.5620612964516454e-08,5.353560678100777e-09
2012,2.7574446503919603e-08,4.085103200157647e-09
2013,2.5102124379117186e-08,5.020424964641279e-09
2014,2.252062950014455e-08,5.413613113347537e-09
2015,1.662431570181866e-08,4.211493265238175e-09
2016,2.1334802369210593e-08,4.142679976837371e-09
2017,2.037645163710522e-08,2.7671724078803805e-09
2018,2.297505452553139e-08,3.0977601039872127e-09
2019,2.1683395745597522e-08,3.3162841361900064e-09
