year,premiers_ADJ airs_NOUN,premiers_ADJ fers_NOUN
1841,1.2841097074556274e-08,1.2841097074556274e-09
1842,8.049918065466954e-09,1.341653010911159e-09
1843,8.860366662588604e-09,0.0
1844,9.330554107123135e-09,5.488561272137815e-10
1845,1.1160455892778032e-09,2.2320911785556063e-09
1846,1.1709002656346001e-09,6.439951683034906e-09
1847,7.011190739092399e-09,0.0
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,2.011059585527164e-08,0.0
1850,3.394498016007219e-09,4.073397619208663e-09
1851,6.449438760824933e-10,5.8044946626978344e-09
1852,1.2370036550635177e-08,6.510545436100301e-09
1853,7.763511611358354e-09,1.1943863675867306e-09
1854,1.2469595134234623e-08,1.0391328686409906e-08
1855,1.4328730202350926e-08,2.653468555990912e-09
1856,6.212626857404757e-09,6.73034605824796e-09
1857,1.9526036343364694e-09,1.2203773103180993e-08
1858,8.808616946964776e-09,1.468102750479261e-09
1859,1.7313389832906978e-08,1.018434669930457e-08
1860,1.4646988510946812e-08,7.323494255473406e-09
1861,8.017138064531082e-09,2.8295783494058924e-09
1862,1.2650361647104091e-08,9.035972525772706e-10
1863,8.990317823531768e-09,1.9978483312144135e-09
1864,4.315255264231155e-09,8.63051052846231e-09
1865,1.4120533631256649e-09,9.41368871743009e-10
1866,1.9462451650298362e-09,9.731225825149181e-10
1867,4.367530337390235e-09,1.455843445796745e-09
1868,1.4819622196071691e-09,6.421836395986702e-09
1869,2.441759683335931e-09,2.441759683335931e-09
1870,2.8670243956696595e-09,2.2936195165357276e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,1.2094679036067646e-08,0.0
1873,8.979006871356887e-09,1.0774807712721213e-08
1874,5.974609251779839e-09,1.7923826867161097e-09
1875,5.721527140956084e-10,0.0
1876,1.209202959984168e-09,5.441413541973361e-09
1877,2.4739263970730008e-09,0.0
1878,2.4156354694326865e-09,4.831270938865373e-09
1879,1.4051448005147904e-08,1.221865097988939e-08
1880,7.701415505323439e-09,9.626769603698904e-09
1881,6.972507571312292e-10,9.064259565150223e-09
1882,1.2645231528551903e-08,4.6587693702804245e-09
1883,8.21514056781325e-09,6.319338941018771e-10
1884,7.922036360241691e-09,2.6406787867472303e-09
1885,5.80107206715752e-09,0.0
1886,4.5174246565693466e-09,2.5813855497602844e-09
1887,0.0,2.6115698492645834e-09
1888,0.0,8.242799331981132e-09
1889,2.5060546970934183e-09,5.6386229019267375e-09
1890,0.0,9.176140736144589e-09
1891,7.0116419337296065e-09,4.461953917456185e-09
1892,5.641661360300532e-09,3.1342561879199593e-09
1893,6.158416554491453e-10,2.463366621796581e-09
1894,3.780923574225881e-09,0.0
1895,4.213029924926559e-09,4.814891596538473e-09
1896,5.89702897624278e-10,2.358811590497112e-09
1897,0.0,1.1653427112179315e-09
1898,0.0,3.3950129374460403e-09
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,4.671947717582725e-09,5.710158568206225e-09
1901,0.0,1.676621730339889e-09
1902,3.928227076954727e-09,4.910283846193408e-10
1903,3.7801539676252105e-09,5.400220270956879e-10
1904,3.7622376325430196e-09,2.6873125946735854e-09
1905,3.096455536422127e-09,0.0
1906,1.0288369045596824e-09,1.0288369045596824e-09
1907,5.65712765521198e-09,3.0857059130084963e-09
1908,7.367083831866239e-09,2.4556945366072114e-09
1909,1.2102163715610459e-08,1.1001967337165297e-08
1910,6.412980813053082e-09,1.7101282168141552e-08
1911,2.128149656499545e-09,7.448523575703803e-09
1912,3.125652625612929e-09,6.772247651554153e-09
1913,7.954484182448596e-09,3.181793939432964e-09
1914,2.0090231700464756e-09,0.0
1915,9.424609537234119e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,8.040463406189247e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,7.572231730534895e-09,1.514446346106979e-09
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,2.951174193910333e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,0.0,1.289162443462999e-09
1925,2.1996355847875293e-09,0.0
1926,1.1146138456652466e-09,1.3375366592072169e-08
1927,5.574612327308159e-09,4.4596899506643695e-09
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,5.570202965543558e-09,3.342121912552898e-09
1930,8.402882833991043e-09,5.2518016602221e-09
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,1.9727165678773417e-08,4.383814644626227e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,0.0
1936,3.031178508194898e-08,3.6374143697059935e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,1.4757512545315876e-08
1942,3.034211770724937e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,0.0,0.0
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,7.853606653895895e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,3.232148326759443e-09,3.232148326759443e-09
1954,8.795282724349818e-09,0.0
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,4.417518795207798e-09,4.417518795207798e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,7.750747821333448e-10
1960,1.1765417085030094e-08,6.920833350854139e-10
1961,2.08444772553662e-09,2.08444772553662e-09
1962,4.43936931660005e-09,3.170978146727066e-09
1963,3.2330267352165265e-09,5.819448034571906e-09
1964,7.909158661334459e-09,4.867174663303331e-09
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,2.215629901769489e-09,6.6468897053084675e-09
1967,5.916402479044791e-09,4.930335695263466e-09
1968,6.737123747768692e-09,5.3896989093971115e-09
1969,4.541757636644661e-09,1.8167031212712459e-09
1970,5.518470125309705e-09,3.219107425067591e-09
1971,8.735275613958038e-09,2.569198631618974e-09
1972,7.69522046084603e-09,1.5390440033513642e-09
1973,3.859242703185828e-09,1.102640756478479e-09
1974,7.313243344242437e-09,6.1881286761433785e-09
1975,3.998036124386317e-09,5.711480177694739e-10
1976,4.570821499072508e-09,4.570821499072508e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,4.158414057542359e-09,4.158414057542359e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,2.8425752862659692e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,8.209910973278056e-09,0.0
1984,7.538710988796993e-09,3.479405208395292e-09
1985,7.820225356169885e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,7.944062296871834e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,3.2928733073589456e-09
1990,7.628111475810329e-09,3.814055737905164e-09
1991,1.6998249918742658e-08,1.7584396161396398e-09
1992,7.713921945651236e-09,2.7549720282848966e-09
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,7.591431483433553e-09,3.795715741716776e-09
1996,4.270473752399084e-09,3.736664311304594e-09
1997,6.233362714880286e-09,3.3564262480467733e-09
1998,4.291316191284977e-09,6.675381136744818e-09
1999,2.7421207526856506e-09,4.113180906983871e-09
2000,9.277866475088103e-09,8.836062992401139e-10
2001,6.571817756650944e-09,2.190605918883648e-09
2002,2.6287327870022636e-09,2.1906108038649563e-09
2003,7.083769126836614e-09,4.166922806803086e-09
2004,6.607186797680242e-09,8.809582507929292e-10
2005,1.8014998381943315e-09,3.602999676388663e-09
2006,7.412201963319376e-09,1.6471559671771274e-09
2007,3.994479413904628e-09,3.994479413904628e-09
2008,9.366367237362283e-09,1.2772318758180745e-09
2009,7.629108011997232e-09,2.384096253749135e-09
2010,9.447585824773341e-09,1.8895172093635892e-09
2011,6.883149605840799e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,1.7021263287730903e-09
2013,6.693900100884775e-09,2.2313000336282585e-09
2014,7.795602385840539e-09,2.5985342766432495e-09
2015,7.314698624583116e-09,1.5516027351836215e-09
2016,6.214019965256057e-09,1.4499380585064614e-09
2017,1.0062445099379147e-08,1.509366853724714e-09
2018,2.323319980845895e-09,2.581466596041082e-09
2019,5.867272001580659e-09,2.2958890344426663e-09
