year,aucun_DET auteur_NOUN,aucun_DET moteur_NOUN
1961,3.043293754778631e-07,1.6675582470426775e-08
1962,2.8285125575067127e-07,1.0781326054143392e-08
1963,2.8515294880904207e-07,9.69907976156037e-09
1964,3.340098544413195e-07,1.8860301320700046e-08
1965,3.491163624858018e-07,1.6963334292796617e-08
1966,3.3899137896753473e-07,1.0524242033405073e-08
1967,3.4068618859350863e-07,1.0846738507375164e-08
1968,3.3685619804657563e-07,1.1677680988864125e-08
1969,2.811348114306611e-07,8.62933968726054e-09
1970,2.938585321743403e-07,9.197450273612517e-09
1971,3.088176825372102e-07,9.2491156955532e-09
1972,2.9293138492647586e-07,7.182205663536223e-09
1973,2.8778922889216574e-07,6.064524049609332e-09
1974,2.576511888285893e-07,8.438357623763437e-09
1975,2.387398772007998e-07,1.028066431985053e-08
1976,2.4625301398017996e-07,7.427584713948221e-09
1977,2.0568736652792907e-07,6.4644601893704134e-09
1978,2.0554446245046876e-07,1.1881182482298414e-08
1979,2.2061939553008614e-07,5.851973350345929e-09
1980,2.2115236797404236e-07,7.390696110665118e-09
1981,2.6251031215451803e-07,6.3255494731073725e-09
1982,2.216078259786869e-07,1.3035754364842944e-08
1983,2.222991319911216e-07,1.0104506009689374e-08
1984,2.2732112991974418e-07,9.858314442556804e-09
1985,2.3280209726639356e-07,6.617113967877231e-09
1986,2.1580148157340773e-07,8.392279871038966e-09
1987,2.0532345113011274e-07,6.721898704320495e-09
1988,2.1227800295342547e-07,4.7972429917386705e-09
1989,2.0415814716567837e-07,8.780995153223614e-09
1990,2.0977306569580634e-07,1.0352436907723472e-08
1991,2.0397899397339714e-07,5.275318515352012e-09
1992,2.0717389503932537e-07,4.95894991736634e-09
1993,2.282153408472709e-07,8.308810806045841e-09
1994,2.3051429520748457e-07,5.274926717646622e-09
1995,2.1472904671027138e-07,5.4224509327127635e-09
1996,2.3434224738494436e-07,1.4412849136391515e-08
1997,2.469370657953718e-07,6.233362825902589e-09
1998,2.2171801328241258e-07,9.536258227527128e-09
1999,2.2485389356008412e-07,5.484241505371301e-09
2000,2.284122262441457e-07,1.281229122795935e-08
2001,2.5411027770871897e-07,9.200544492937723e-09
2002,2.0109806619927895e-07,1.0076809053849445e-08
2003,1.9376191096043272e-07,7.083769126836614e-09
2004,2.0526327237924136e-07,1.3214373956182968e-08
2005,2.386987323355072e-07,9.908249332113428e-09
2006,2.4789696828619867e-07,6.1768350434476815e-09
2007,2.009223145638117e-07,1.1983438241713884e-08
2008,1.7881246189288547e-07,1.0217855228589201e-08
2009,1.7117810480193896e-07,1.43045770784056e-08
2010,1.5730230873423068e-07,8.9752067999882e-09
2011,1.1586635112470489e-07,1.9502256254355643e-08
2012,1.0144672796252863e-07,1.5659562313530273e-08
2013,1.009663246898107e-07,2.1476263212250046e-08
2014,1.4508482544528523e-07,1.775664992820225e-08
2015,1.114937440149788e-07,1.5072712411523526e-08
2016,1.1433797020288239e-07,1.5120781959865326e-08
2017,9.911508946913727e-08,1.5596790747807177e-08
2018,9.861203109640115e-08,1.2649186587054828e-08
2019,1.4515120660973935e-07,1.1224346008198438e-08
