year,un_DET an_NOUN,un_DET man_NOUN
1978,3.426236071391031e-05,2.554454370251591e-08
1979,3.388175377949665e-05,2.39930902923291e-08
1980,3.336160034450586e-05,1.9329512657151326e-08
1981,3.475003813946387e-05,1.7711539124221076e-08
1982,3.5889295759261586e-05,3.227901113067588e-08
1983,3.4388789117656415e-05,2.5892796351456582e-08
1984,3.530842423060676e-05,2.66754396349711e-08
1985,3.640435079432791e-05,2.285912081845254e-08
1986,3.707829205268354e-05,3.476801563317977e-08
1987,3.676084224935039e-05,2.383218583590363e-08
1988,3.607107009884203e-05,2.4585870173066127e-08
1989,3.7536011177508044e-05,1.6464366758839333e-08
1990,3.68007331417175e-05,2.2339468719323463e-08
1991,3.602749620768009e-05,2.0515128540399274e-08
1992,3.53181894752197e-05,2.3141765226331046e-08
1993,3.5620427297544666e-05,2.2710750280374725e-08
1994,3.597605473260046e-05,1.9517228500021133e-08
1995,3.59530176865519e-05,1.9520822291951845e-08
1996,3.502535923871619e-05,2.562284273643911e-08
1997,3.434247196310025e-05,2.8289877329612523e-08
1998,3.603132336138515e-05,1.716526520922912e-08
1999,3.485235288280819e-05,1.965186458008361e-08
2000,3.479111410342739e-05,1.5904913164277446e-08
2001,3.466677685537434e-05,2.0591695015781397e-08
2002,3.388305344742548e-05,2.5849206941597203e-08
2003,3.433836036492721e-05,2.1667998950647416e-08
2004,3.465205395514204e-05,2.6428747024187516e-08
2005,3.312913099762227e-05,2.3869873300164102e-08
2006,3.3422030128349434e-05,2.058945031135906e-08
2007,3.3511286574139376e-05,2.037184576586526e-08
2008,3.3643991400822415e-05,1.830699059013341e-08
2009,3.152204362777411e-05,2.002640875353734e-08
2010,3.162768462061649e-05,1.2754241218715379e-08
2011,3.0130988079690724e-05,1.1471915778438202e-08
2012,3.136644363621599e-05,1.1914884689989691e-08
2013,3.1708446840639226e-05,8.925200079001883e-09
2014,3.334828943479806e-05,2.035518464893471e-08
2015,3.197853266101447e-05,6.206411121145727e-09
2016,3.05854066482425e-05,6.006886377196707e-09
2017,3.302997720311396e-05,6.5405896254588924e-09
2018,3.129615288344212e-05,1.3423627098774205e-08
2019,3.147714801343682e-05,3.57138285611569e-09
