year,un_DET auteur_NOUN,un_DET moteur_NOUN
1930,6.149859991921858e-06,5.5910680742954355e-06
1931,6.141784510305115e-06,6.942440393231664e-06
1932,6.300637615197502e-06,5.8556804418685715e-06
1933,5.975067860930494e-06,6.358187960131545e-06
1934,6.081850116856913e-06,5.492356308423041e-06
1935,6.825512524955002e-06,5.823766855428403e-06
1936,5.7349900011161026e-06,6.315763755537773e-06
1937,5.313451975297312e-06,5.812059953314019e-06
1938,6.3529549052532275e-06,6.013266386162286e-06
1939,5.7367981725064965e-06,5.489034776928747e-06
1940,6.159416869877532e-06,5.112138154572676e-06
1941,6.266040230684666e-06,5.964986968365338e-06
1942,6.65402654931313e-06,3.993022843928884e-06
1943,6.53808587181004e-06,4.084851838115355e-06
1944,7.0497302324668e-06,5.054341798427231e-06
1945,6.4919418711895105e-06,4.838457584810385e-06
1946,6.201851915577095e-06,4.244544854259402e-06
1947,6.633964812152726e-06,4.225948785574474e-06
1948,6.032810489386975e-06,5.3337481489279526e-06
1949,6.1189412505768814e-06,4.7259076438876946e-06
1950,6.820457290501736e-06,4.708274360609721e-06
1951,6.303020910536361e-06,5.827522272738861e-06
1952,6.002102461266645e-06,5.099467159652704e-06
1953,6.341474591664564e-06,5.419235193926397e-06
1954,6.661937725027656e-06,4.089806523666084e-06
1955,6.600898089459406e-06,4.454409420873162e-06
1956,6.8757478359771085e-06,4.24893998740572e-06
1957,6.617443187195704e-06,4.215196341306182e-06
1958,6.568161261100158e-06,5.204895671795384e-06
1959,6.709047482900132e-06,4.6047194928178214e-06
1960,6.50973584725989e-06,4.057684776626047e-06
1961,6.910639292811993e-06,3.660985129272376e-06
1962,7.325593742280034e-06,3.5394458279824903e-06
1963,6.65421525170018e-06,3.7600099176415824e-06
1964,7.387762934740749e-06,3.202600943552625e-06
1965,7.861137575559951e-06,3.1639354176604684e-06
1966,7.635060768507174e-06,3.3483705976777856e-06
1967,7.980241093719087e-06,2.987783474850403e-06
1968,7.829436299289227e-06,2.848006701583472e-06
1969,6.7531395018249896e-06,3.0520611318252122e-06
1970,7.674812110280982e-06,2.75187715459424e-06
1971,8.005623129747619e-06,3.7166028334922885e-06
1972,7.760886106211728e-06,3.8204203463010344e-06
1973,7.728409116225521e-06,3.500333093597874e-06
1974,6.881762036670125e-06,3.705001418552456e-06
1975,6.581338588773633e-06,3.407469137073349e-06
1976,7.320742092531418e-06,3.6023787970407284e-06
1977,7.27545607759339e-06,3.5460501663919786e-06
1978,7.4037591275555314e-06,2.979800605373839e-06
1979,7.522711918284131e-06,2.949979865718433e-06
1980,7.510084230943903e-06,2.994368756503718e-06
1981,7.442008854496862e-06,2.792730086298434e-06
1982,7.859939550769468e-06,2.545075879822889e-06
1983,7.642163833310178e-06,2.7408470728573775e-06
1984,8.084397983054714e-06,2.3735340874964095e-06
1985,7.984450089537631e-06,2.517511070720957e-06
1986,8.10574343290682e-06,2.3894019207659767e-06
1987,7.879287050371886e-06,2.3318876216649187e-06
1988,8.155313008018084e-06,2.21992414850547e-06
1989,8.454452586903471e-06,2.182626268165677e-06
1990,8.63120757088609e-06,2.3908679835926705e-06
1991,9.009071565202476e-06,2.119505886355455e-06
1992,8.891948198197497e-06,2.041985311507233e-06
1993,8.997888485851036e-06,2.0783106435828813e-06
1994,8.828116833115018e-06,2.0065819725800793e-06
1995,8.89715727936391e-06,2.1505440344071758e-06
1996,9.1163939188732e-06,1.9596136269228737e-06
1997,9.278600039408502e-06,2.280451887770596e-06
1998,9.541503125376494e-06,2.169021875886301e-06
1999,9.571829401977539e-06,2.1891262775852738e-06
2000,9.560178131806651e-06,2.1878091089888585e-06
2001,9.93921702274747e-06,2.152051337134253e-06
2002,9.877463597263159e-06,2.377688836929792e-06
2003,9.640175871794554e-06,2.5480732901428382e-06
2004,9.533289905050424e-06,2.454349626646035e-06
2005,9.832586464142423e-06,2.4824668543033113e-06
2006,9.72151493172646e-06,2.744985444280701e-06
2007,9.501268976919164e-06,2.7434085581035106e-06
2008,8.19216545977497e-06,2.803523969419075e-06
2009,7.775968128953537e-06,3.1799076225524914e-06
2010,7.419189213209165e-06,3.323660777709847e-06
2011,5.721809110070808e-06,3.988785266528794e-06
2012,4.898379430073874e-06,3.7460397663835465e-06
2013,5.0410645435761126e-06,3.5909986024762475e-06
2014,5.411880406924752e-06,3.186236099850248e-06
2015,5.4201916146467966e-06,3.195415146706182e-06
2016,5.223505386453553e-06,2.963673296108027e-06
2017,5.006569715249043e-06,3.3377130961298462e-06
2018,5.018113114374501e-06,3.1073114001856084e-06
2019,5.582836563711169e-06,2.925472713855015e-06
