year,bien_ADV hérité_VERB,bien_ADV mérité_VERB
1852,2.6042181744401205e-09,1.790400006029813e-07
1853,6.569124799682413e-09,2.2155866474804498e-07
1854,6.754363734984281e-09,2.3588316366840445e-07
1855,1.0613874223963649e-09,2.786142090371868e-07
1856,9.836659486950339e-09,2.95617496703926e-07
1857,9.274867096564776e-09,2.6018443577413564e-07
1858,4.893676019968041e-10,2.490881172434456e-07
1859,1.5276520048956854e-09,2.79051107554551e-07
1860,4.577183909670879e-10,2.5540686010572244e-07
1861,1.4147891747029462e-09,2.617359768919414e-07
1862,9.035972525772706e-10,3.0857844990350713e-07
1863,4.994620828036034e-10,3.021745555997768e-07
1864,0.0,3.02547334740666e-07
1865,7.530950973944073e-09,3.13005159569002e-07
1866,4.865612801552288e-09,3.332944800149562e-07
1867,3.88224918879132e-09,2.096414561947313e-07
1868,6.421836395986702e-09,2.6082534532179125e-07
1869,1.4650557433881772e-09,2.744537823673454e-07
1870,1.7202146374017957e-09,2.7523435619514203e-07
1871,1.0621177271019633e-09,2.464113038058713e-07
1872,9.675742873582749e-09,2.7213027919970045e-07
1873,5.986004469882289e-10,2.4662338660164096e-07
1874,4.182226565063729e-09,2.2225546558729548e-07
1875,5.721527251978387e-09,3.0552953944607e-07
1876,7.255217759905008e-09,2.9323172157091904e-07
1877,6.184815992682502e-10,2.2636426422195655e-07
1878,3.6234530931267273e-09,2.2948536582134693e-07
1879,3.665595160740054e-09,3.127974537164846e-07
1880,1.0268554007097919e-08,2.830270204867702e-07
1881,2.091752326904839e-09,2.823865656864655e-07
1882,6.655385131892899e-10,2.3959387362992857e-07
1883,5.687405213450347e-09,2.553013018768979e-07
1884,1.3203393933736152e-09,2.244576933208009e-07
1885,5.80107206715752e-09,2.578254338914121e-07
1886,4.5174246565693466e-09,2.697547927255073e-07
1887,2.154545164501087e-08,2.4744625193307e-07
1888,8.242799331981132e-09,2.3206649757412379e-07
1889,1.1277245803853475e-08,2.405812438155408e-07
1890,2.6217545912032847e-09,2.5889826815728156e-07
1891,3.1871101313640793e-09,2.600681909825653e-07
1892,3.761107425503951e-09,2.2754700523819338e-07
1893,5.542574843531156e-09,2.0938615818977269e-07
1894,6.301539290376468e-09,2.350474090917487e-07
1895,3.611168697403855e-09,2.3171665475274494e-07
1896,1.533227589334274e-08,2.5652076374171884e-07
1897,5.826713556089658e-10,2.4180860691558337e-07
1898,3.960848538042683e-09,2.0935912914410437e-07
1899,0.0,2.2994726123215514e-07
1900,7.786579381274805e-09,2.6266729946655687e-07
1901,3.912117296778206e-09,2.034300905506825e-07
1902,4.419255628107521e-09,2.0672294454016082e-07
1903,5.400220270956879e-10,2.4192985392801347e-07
1904,4.837162670412454e-09,2.112227690531654e-07
1905,5.676835002077496e-09,2.5803794301282323e-07
1906,2.572092316910357e-09,2.1605575284411316e-07
1907,0.0,2.0519945564956288e-07
1908,6.875944702500192e-09,2.2837959079424763e-07
1909,3.850688656825696e-09,2.1123776150488993e-07
1910,2.137660271017694e-09,2.105595342527522e-07
1911,5.852411444351446e-09,2.372886882540115e-07
1912,2.6047106693738442e-09,2.0108366527438193e-07
1913,1.590896969716482e-09,2.5825559646364127e-07
1914,2.678697486047099e-09,2.303679877968534e-07
1915,1.0602685840410686e-08,3.121901954727946e-07
1916,0.0,2.384279298439651e-07
1917,1.0966424435210342e-09,2.1603855770990776e-07
1918,1.1486376294556067e-09,2.3776799196184584e-07
1919,1.1049418269237776e-08,2.384832669122261e-07
1920,0.0,1.8854856875805126e-07
1921,6.058197943303867e-09,1.7265864471482928e-07
1922,5.164555005876537e-09,2.2650262110346375e-07
1923,3.1847844361720945e-09,2.2187332149314898e-07
1924,1.289162443462999e-09,1.7145860908840405e-07
1925,2.1996355847875293e-09,2.320615521966829e-07
1926,4.458455382660986e-09,1.8836973936231516e-07
1927,5.574612327308159e-09,2.2521433606925712e-07
1928,1.1426041224282812e-09,2.1023916474405269e-07
1929,8.912325100141061e-09,1.871588324320328e-07
1930,8.402882833991043e-09,2.1637423230913555e-07
1931,2.2810713318222042e-09,1.790641022125783e-07
1932,0.0,1.8631212128639163e-07
1933,8.02946331646126e-09,1.7779525762762205e-07
1934,0.0,1.9649792193376925e-07
1935,4.787313656606784e-09,1.579813471153102e-07
1936,3.6374143697059935e-09,1.6489612164605205e-07
1937,1.2591118148108649e-09,2.0901255481931003e-07
1938,5.186085783037697e-09,1.711408259552627e-07
1939,6.117620188206274e-09,1.7129336526977568e-07
1940,0.0,1.4200384157447843e-07
1941,8.854508237732261e-09,2.1841118780230317e-07
1942,3.034211770724937e-09,2.3363431012057845e-07
1943,5.806470415592457e-09,2.2645234309948137e-07
1944,1.2852744646352221e-08,1.9921753846574575e-07
1945,4.357008087652048e-09,1.7210182079452352e-07
1946,1.3921104269343232e-09,1.9907179193978664e-07
1947,2.3841741914054637e-09,1.609317621387163e-07
1948,5.435944139264848e-09,1.587295628269203e-07
1949,3.9268033269479474e-09,1.2369430635317258e-07
1950,2.1270722960764488e-09,1.8718236560744117e-07
1951,2.1322803522849654e-09,1.6098717026125087e-07
1952,3.1634410646574906e-09,1.697713400972134e-07
1953,1.0773827163745864e-08,2.0362533348361467e-07
1954,1.9545072227344917e-09,1.3974727153254207e-07
1955,1.8771215692936494e-09,1.698794989124508e-07
1956,7.849027205963921e-09,1.953535786469729e-07
1957,8.835037590415595e-09,1.5196265223949013e-07
1958,3.3088973783179654e-09,1.3152866529253515e-07
1959,3.100299128533379e-09,1.6276570136142254e-07
1960,6.920833239831836e-09,1.5779500017742976e-07
1961,4.86371165564492e-09,1.4035281026281154e-07
1962,4.43936931660005e-09,1.420598181312016e-07
1963,6.466053470433053e-09,1.6229793686761695e-07
1964,4.867174663303331e-09,1.5696637944984104e-07
1965,1.6416130677043839e-09,1.4172591988881322e-07
1966,1.1078149952936656e-08,1.6672615288371162e-07
1967,4.930335695263466e-09,1.8242241139887483e-07
1968,4.940557296606585e-09,1.8280061908626521e-07
1969,3.6334062425424918e-09,1.793994357512929e-07
1970,6.898087434592526e-09,1.6279486203529814e-07
1971,1.3873672877195986e-08,1.5312424750391074e-07
1972,3.0780880067027283e-09,1.6057359175647434e-07
1973,2.205281512956958e-09,1.4058669250971434e-07
1974,9.563471792262135e-09,1.4401463488411537e-07
1975,9.709516746170266e-09,1.3764666562110506e-07
1976,9.141642998145016e-09,1.5026576249965728e-07
1977,8.815172591880582e-09,1.2106170288461726e-07
1978,5.346532105932056e-09,1.1999993887457094e-07
1979,9.948355028654987e-09,1.228914356943278e-07
1980,7.95921106799824e-09,1.3189549008529866e-07
1981,5.69299452024552e-09,1.359993149208094e-07
1982,3.7245013739806154e-09,1.4960080818582355e-07
1983,3.78918940668882e-09,1.1304415892254838e-07
1984,7.538710988796993e-09,1.455551199569527e-07
1985,1.2632671797518924e-08,1.425687230494077e-07
1986,9.591176741707841e-09,1.5046158807763277e-07
1987,8.555143260480236e-09,1.436041969782309e-07
1988,7.795519785247507e-09,1.247283165639601e-07
1989,4.939309850016116e-09,1.322637501743884e-07
1990,1.3076762783725826e-08,1.2695356588210416e-07
1991,1.4067516929117119e-08,1.301245333706902e-07
1992,7.713921945651236e-09,1.3609562188321433e-07
1993,4.985286850001103e-09,1.3238705776075221e-07
1994,1.160483886764041e-08,1.339831356972354e-07
1995,1.0844901865425527e-08,1.4857515395760856e-07
1996,8.007138063703678e-09,1.5160182442741643e-07
1997,9.58978851883785e-09,1.1699542312726408e-07
1998,1.5258013519314773e-08,1.249249805823638e-07
1999,7.312321859131998e-09,1.0739972822193522e-07
2000,6.185244316725402e-09,1.1707783187375753e-07
2001,1.0076787404500465e-08,1.1829271784336015e-07
2002,5.6955880012310445e-09,9.638687004098756e-08
2003,1.3750845795357236e-08,1.366750694842267e-07
2004,8.80958239690699e-09,1.1584600656533439e-07
2005,1.216012357474483e-08,1.2520423808837222e-07
2006,1.8530505130343045e-08,1.1447733783143121e-07
2007,1.6377365241737607e-08,1.7495820259227912e-07
2008,1.6178271167177627e-08,1.822184145794381e-07
2009,1.43045770784056e-08,1.6640991873373423e-07
2010,1.2754241218715379e-08,1.955650361651351e-07
2011,1.3383901986685487e-08,2.3479188371311466e-07
2012,1.599998711299122e-08,2.842550941295485e-07
2013,1.6455837581474952e-08,3.048513690373511e-07
2014,1.4725027419615344e-08,3.2763185231488023e-07
2015,1.662431614590787e-08,3.7703946986766823e-07
2016,1.118523584864306e-08,3.467423255187896e-07
2017,1.735771881783421e-08,3.227529248306382e-07
2018,1.1358453733123497e-08,3.5572611523093656e-07
2019,1.4540630033366142e-08,3.3622018236201257e-07
