year,ancien_ADJ air_NOUN,ancien_ADJ maire_NOUN
1927,5.574612438330462e-09,6.600341384555009e-07
1928,2.2852082448565625e-09,5.541629795047243e-07
1929,8.912325100141061e-09,1.0984440343975166e-06
1930,8.402882833991043e-09,4.852664785559568e-07
1931,7.983749661377715e-09,4.6077641702169103e-07
1932,6.575722188983946e-09,5.424970521694661e-07
1933,6.882397318719313e-09,5.907391185111521e-07
1934,9.585264137967897e-09,5.379729390853072e-07
1935,7.180970484910176e-09,5.804617613236474e-07
1936,6.0623572828433225e-09,5.686491326706289e-07
1937,0.0,5.212723102054895e-07
1938,0.0,4.602651113572165e-07
1939,9.176430282309411e-09,5.551740391851467e-07
1940,2.5357829169792012e-09,4.665840469542104e-07
1941,2.3612020783048138e-08,3.571318067940865e-07
1942,0.0,3.3376330099699203e-07
1943,2.9032352077962287e-09,5.109694054539204e-07
1944,6.4263723231761105e-09,2.53841699660029e-07
1945,0.0,3.6598867092507703e-07
1946,4.1763312808029696e-09,3.229696288187256e-07
1947,1.1920870957027319e-09,7.963141785971573e-07
1948,4.348755133776194e-09,9.523773467634555e-07
1949,0.0,6.626480777427446e-07
1950,3.190608444114673e-09,4.902901640235768e-07
1951,4.264560704569931e-09,3.411648439310966e-07
1952,1.0544803918932644e-09,3.5325093561411336e-07
1953,3.2321482157371406e-09,4.029411373451808e-07
1954,9.772536113672459e-10,3.566975714797138e-07
1955,3.754243138587299e-09,3.0784794047278297e-07
1956,2.616342476002842e-09,3.549504583588714e-07
1957,4.417518795207798e-09,3.463334738995627e-07
1958,4.1361216673863055e-09,3.7886876036452577e-07
1959,2.325224457422337e-09,3.8056171680622697e-07
1960,6.920833350854139e-10,3.6057542929235353e-07
1961,1.3896318540318475e-09,4.912348696706204e-07
1962,4.43936931660005e-09,3.170978066791008e-07
1963,2.5864212993553792e-09,5.218104828230707e-07
1964,3.041984220075733e-09,4.812419094335496e-07
1965,2.188817349590977e-09,5.034279926263707e-07
1966,2.215629901769489e-09,3.711179976662038e-07
1967,3.944268467392931e-09,4.570421179295181e-07
1968,7.63540694559417e-09,4.1770167946708625e-07
1969,4.5417578031781147e-10,4.301044773669105e-07
1970,2.2993625059530842e-09,4.897642262857715e-07
1971,8.735275836002643e-09,4.686218537663933e-07
1972,1.0773308800615666e-08,4.134898485830263e-07
1973,1.6539611902288698e-09,5.535256804023447e-07
1974,1.1251143350321513e-09,4.1235439329767587e-07
1975,0.0,5.014679462789218e-07
1976,2.856763492431469e-09,5.604969834926976e-07
1977,1.1753563677885381e-09,5.347871327998632e-07
1978,4.1584139465200565e-09,9.986134017481163e-07
1979,5.266775904289034e-09,4.6055030278324693e-07
1980,1.1370301367108482e-09,4.900599908097547e-07
1981,6.325549528618524e-10,4.2887224660503875e-07
1982,6.207502289967692e-10,5.326036793817934e-07
1983,5.68378455412244e-09,5.677469019360615e-07
1984,4.059305780401701e-09,5.143720658296047e-07
1985,4.210890747202711e-09,5.558375448799779e-07
1986,1.1988970927134801e-09,5.808656236006016e-07
1987,4.888653482026939e-09,5.505845761533124e-07
1988,1.1993107618124554e-09,6.488271209192931e-07
1989,3.2928733073589456e-09,8.298040654608485e-07
1990,5.44865097484859e-10,7.175873300013791e-07
1991,5.861465202094962e-10,6.752407974985886e-07
1992,0.0,6.887430066271349e-07
1993,4.431366051882435e-09,7.837978746039198e-07
1994,2.637463358823311e-09,8.693078941135468e-07
1995,2.7112254663563817e-09,7.428757538008313e-07
1996,2.135236876199542e-09,8.957318460289798e-07
1997,2.3974471297094624e-09,8.717118262779877e-07
1998,7.629006537612781e-09,7.671920174701086e-07
1999,5.0272213059088244e-09,7.522550937721917e-07
2000,2.6508187866980393e-09,8.160104201238028e-07
2001,3.066848330846028e-09,9.134826459700207e-07
2002,3.066854992184176e-09,8.49518836609775e-07
2003,3.7502307925763034e-09,7.617134887283328e-07
2004,4.404791253964646e-10,7.585050747493938e-07
2005,0.0,6.588985455024954e-07
2006,3.294311934354255e-09,7.231014578223949e-07
2007,1.5977918155218873e-09,7.941024939839281e-07
2008,2.554463751636149e-09,7.220617845860033e-07
2009,1.907277002999308e-09,6.060372736982345e-07
2010,3.3066551718974324e-09,5.630761363839554e-07
2011,1.529588788962144e-09,4.925275978173715e-07
2012,5.7872298064864935e-09,5.324251266536351e-07
2013,5.020424964641279e-09,4.2673614508714763e-07
2014,3.897801192920269e-09,5.175414070635043e-07
2015,9.752931795503628e-09,4.798885786527762e-07
2016,7.2496901815100045e-09,4.7081560250461507e-07
2017,3.018733707449428e-09,4.568350298050916e-07
2018,6.9699601645822895e-09,4.292979136621966e-07
2019,4.08158040698936e-09,4.798408008710453e-07
