year,un_DET or_NOUN,un_DET mort_ADJ
1955,2.0554480517631646e-07,1.2482858879891978e-07
1956,2.284939024654875e-07,1.3517769836823845e-07
1957,2.085068859791761e-07,1.7846776145802323e-07
1958,1.7619878889263418e-07,1.5634539662912061e-07
1959,2.418233284728899e-07,1.7981735656036335e-07
1960,2.0693291524764845e-07,1.9655167093901582e-07
1961,1.5702839251119372e-07,1.8760029663056343e-07
1962,1.6235407795939238e-07,1.579147119734614e-07
1963,2.172593909222087e-07,1.474260136191674e-07
1964,1.843442358762104e-07,1.5209920745107297e-07
1965,1.8933270418131087e-07,1.3734828829825574e-07
1966,1.7558866582945143e-07,1.3681515043106884e-07
1967,1.8488758657397852e-07,1.449518700624708e-07
1968,2.1918108839003025e-07,1.7291951248665782e-07
1969,2.089208512856544e-07,1.5351141602337748e-07
1970,1.926865720314197e-07,1.5175792311694636e-07
1971,2.04508219692201e-07,1.6597024377063008e-07
1972,1.6416469428293112e-07,1.5749551485200186e-07
1973,1.6649875078655896e-07,1.4554858207560528e-07
1974,1.282630317511746e-07,1.5582833334804036e-07
1975,1.4221585997731268e-07,1.4678503834630874e-07
1976,1.605501056545222e-07,1.828328541897406e-07
1977,1.7806648999751928e-07,1.498579340619699e-07
1978,1.6990090667690083e-07,1.6930685475813334e-07
1979,1.5624769433841834e-07,1.790703780812919e-07
1980,1.4042322349361314e-07,1.6714343686885513e-07
1981,1.3663186382295578e-07,1.7205494717842384e-07
1982,1.4960080729764513e-07,1.6449880479996182e-07
1983,1.7430272425400517e-07,2.014585760434784e-07
1984,2.0644470088981848e-07,1.977461900892763e-07
1985,1.6843561922996741e-07,1.900916375419115e-07
1986,1.5166047662162896e-07,2.1640091940611228e-07
1987,1.6865854401970637e-07,1.8576882698795316e-07
1988,1.5890867549606114e-07,1.9069041412578258e-07
1989,1.597043612910909e-07,1.7671753127501688e-07
1990,2.075936054168892e-07,2.212152354630348e-07
1991,1.5298424571597025e-07,1.8287772096670096e-07
1992,1.526254580497266e-07,2.1433683450311491e-07
1993,1.6340661534997025e-07,2.409555261984053e-07
1994,1.5561033483990627e-07,2.6321885027158487e-07
1995,1.697227065555751e-07,1.8327884188096277e-07
1996,1.6441323813509712e-07,2.1245606873776524e-07
1997,1.380929672833986e-07,2.493345059306762e-07
1998,1.325539886742888e-07,2.2267163757305752e-07
1999,1.2705159235792962e-07,1.9834673636864864e-07
2000,1.4049340268940114e-07,2.0588026750090194e-07
2001,1.1697835455848349e-07,2.1511750425418086e-07
2002,1.3888471617207188e-07,2.2519478726223952e-07
2003,1.4875914144951707e-07,2.0084569118949958e-07
2004,1.1364361629517816e-07,2.1054902665795794e-07
2005,1.328606158423895e-07,2.3059197662433917e-07
2006,1.288899516005415e-07,1.9518798000106585e-07
2007,1.2982058628097093e-07,1.9293335906667153e-07
2008,1.4560443784006338e-07,2.030798667007616e-07
2009,1.258802806436421e-07,2.1075411549276168e-07
2010,1.2848717245717012e-07,2.0501262287808686e-07
2011,1.4148695681726053e-07,1.8278585667275138e-07
2012,1.6714880723966985e-07,2.1685089812706337e-07
2013,1.7794617912514354e-07,2.390280178232729e-07
2014,1.5980985668129222e-07,2.557390788027192e-07
2015,1.9395035044666997e-07,2.1833267727089378e-07
2016,1.9367029446826223e-07,2.1583362741495193e-07
2017,1.5420698051826776e-07,2.1483320900017588e-07
2018,2.0858250815436463e-07,2.2252243514486736e-07
2019,1.992321396748764e-07,2.132625827044876e-07
