year,en_ADP athée_NOUN,en_ADP maté_NOUN
1973,2.7566018911961976e-09,2.205281512956958e-09
1974,9.00091468025721e-09,3.937900228123681e-09
1975,7.4249242310031605e-09,5.140332159925265e-09
1976,1.085570122683066e-08,2.856763492431469e-09
1977,7.639816612670103e-09,2.938390863960194e-09
1978,8.910887139279566e-09,2.970295565063452e-09
1979,4.681578680276743e-09,7.022368020415115e-09
1980,9.664756328575663e-09,3.411090521154847e-09
1981,1.2018544381930951e-08,9.488323904349727e-09
1982,6.207502400989995e-09,5.586751949948621e-09
1983,8.209910418166544e-09,3.157658134966823e-09
1984,1.449752107252067e-08,6.378909400694965e-09
1985,3.0077789148208467e-09,4.812446441349039e-09
1986,1.1389522214244607e-08,2.3977941854269602e-09
1987,6.721898593298192e-09,2.4443267410134695e-09
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,6.585746614717891e-09,6.585746614717891e-09
1990,8.172976073694826e-09,1.6345953479657283e-09
1991,5.2753188484189195e-09,5.2753188484189195e-09
1992,8.264915862810085e-09,2.2039776670368383e-09
1993,1.1632335983335906e-08,3.877445031719162e-09
1994,1.0549853324270941e-08,5.274926717646622e-09
1995,9.760411145975922e-09,0.0
1996,5.871901187504136e-09,1.6014276571496566e-09
1997,9.589788629860152e-09,1.917957792585412e-09
1998,1.144351013948608e-08,0.0
1999,2.0108885223635298e-08,2.7421207526856506e-09
2000,1.1928684928719235e-08,4.418031274155965e-09
2001,8.762423675534592e-09,2.6287270138425356e-09
2002,7.448076544402937e-09,1.752488598683044e-09
2003,7.083769126836614e-09,1.2500769308587678e-09
2004,7.047666006343434e-09,1.3214374039449694e-09
2005,1.1259373877692269e-08,9.007499190971657e-10
2006,1.4824404093172205e-08,1.6471559671771274e-09
2007,1.0385647009059085e-08,1.5977917877663117e-09
2008,8.514879551446697e-09,8.514879357157668e-10
2009,9.53638501499654e-09,1.907277002999308e-09
2010,6.140930874920514e-09,1.4171379625338432e-09
2011,4.5887662558641296e-09,7.64794394481072e-10
2012,9.19148274158843e-09,2.0425516833455504e-09
2013,8.646287241731443e-09,3.3469500504423877e-09
2014,1.4725027419615344e-08,8.661780737106994e-10
2015,1.2634480128781433e-08,1.7732603163622684e-09
2016,1.0770968256190727e-08,6.214020409345267e-10
2017,9.30776167251679e-09,0.0
2018,4.904786798931582e-09,1.0325866828253538e-09
2019,1.0969247732361964e-08,1.02039510174734e-09
