year,ton_DET matin_NOUN
1992,1.1019888335184191e-09
1993,1.1078414852150331e-09
1994,2.637463358823311e-09
1995,3.795715741716776e-09
1996,2.6690460952494277e-09
1997,2.3974471297094624e-09
1998,3.814503490850996e-09
1999,2.7421207526856506e-09
2000,8.394259953803385e-09
2001,5.695575344688564e-09
2002,4.3812213301741565e-09
2003,1.6667691671301554e-09
2004,2.642874807889939e-09
2005,4.053374635937246e-09
2006,1.6471559671771274e-09
2007,2.79613560083547e-09
2008,3.831695793987677e-09
2009,4.291373478793048e-09
2010,2.834275814045384e-09
2011,3.82397197240536e-10
2012,3.0638274695071743e-09
2013,3.904775058849452e-09
2014,3.8978013316981475e-09
2015,4.876466078163055e-09
2016,7.456824158147413e-09
2017,4.024978267347379e-09
2018,3.614053500911041e-09
2019,4.3366792379373464e-09
