year,un_DET arrêt_NOUN,un_DET marais_NOUN
2007,5.98452910249847e-06,2.951920294869126e-07
2008,6.162643813922841e-06,3.354862432303207e-07
2009,6.494754925867596e-06,3.280516533976652e-07
2010,5.853724394100368e-06,2.843723354573058e-07
2011,6.075909031011406e-06,3.246552267022196e-07
2012,5.729357424044679e-06,3.9182947642046884e-07
2013,8.202537865598103e-06,3.8350470177306306e-07
2014,7.385034274776103e-06,3.7483856596409737e-07
2015,8.313044738805786e-06,4.2580414216786266e-07
2016,7.909619051726935e-06,4.894576752789703e-07
2017,8.541758708346947e-06,3.2552011575148754e-07
2018,7.296257367173098e-06,3.593401691759368e-07
2019,7.646075807610231e-06,3.7525029839002855e-07
