year,bon_ADJ air_NOUN,bon_ADJ maire_NOUN
1922,4.4710289459626296e-07,4.426761179843197e-09
1923,3.927900671385487e-07,1.0615948120573648e-08
1924,5.517615128125541e-07,0.0
1925,5.169143717509428e-07,6.598906754362588e-09
1926,4.659085839353594e-07,7.802296586589819e-09
1927,5.507716966945964e-07,2.452829506172094e-08
1928,4.204783090600017e-07,7.998228745975666e-09
1929,4.879498218812728e-07,1.7824650422326727e-08
1930,5.997557543935272e-07,2.100720708497761e-09
1931,4.162955065112328e-07,9.124285327288817e-09
1932,3.2878608902109363e-07,1.9727165678773417e-08
1933,3.37237480607655e-07,1.1470662197865522e-08
1934,3.5705107848116313e-07,2.3963160344919743e-09
1935,3.7580413447813044e-07,1.4361940969820353e-08
1936,3.479793200256154e-07,6.0623572828433225e-09
1937,3.072232760414906e-07,1.3850230295986421e-08
1938,3.3968860557731517e-07,3.8895642262559704e-09
1939,2.47763613181462e-07,1.070583532936098e-08
1940,3.8797479717800343e-07,1.2678914806940611e-08
1941,3.571318112349786e-07,2.9515025978810172e-09
1942,4.187212141459895e-07,3.034211770724937e-09
1943,4.2677558598214205e-07,0.0
1944,2.923999531390109e-07,1.6065930807940276e-08
1945,3.115260907016193e-07,4.357008087652048e-09
1946,2.8399053331185087e-07,5.568441707737293e-09
1947,3.4093689782466186e-07,1.1920871401116528e-08
1948,2.946281700832998e-07,4.348755133776194e-09
1949,3.0040044407542155e-07,1.2762110479513922e-08
1950,2.6907463457348513e-07,6.381216888229346e-09
1951,3.9340572222101855e-07,9.595261474260042e-09
1952,2.7311043382383104e-07,1.0544804140977249e-08
1953,3.0597669464782484e-07,9.696444647211422e-09
1954,2.716765017396483e-07,6.840775501615326e-09
1955,2.9095385656319195e-07,1.6894094567732054e-08
1956,2.790765449844912e-07,6.104798888628693e-09
1957,2.6770162886435855e-07,5.3010225653515874e-09
1958,2.8704683519009677e-07,8.272243612328367e-09
1959,2.8677767272000665e-07,1.1626122287111684e-08
1960,2.809858248298269e-07,1.038124963770315e-08
1961,2.584715232956114e-07,1.250668635321972e-08
1962,3.760780060702018e-07,1.7123282347597524e-08
1963,2.9097239018227583e-07,1.0345685197421517e-08
1964,3.6686330062707384e-07,1.8860301764789256e-08
1965,3.080760482276901e-07,1.477451694320564e-08
1966,3.1351162421699996e-07,1.273987226824147e-08
1967,3.377279904626107e-07,1.1339771788243524e-08
1968,4.019817314571128e-07,1.392338955241712e-08
1969,2.6660118646049114e-07,1.6804504454626112e-08
1970,2.915591563734665e-07,2.2533751975473137e-08
1971,3.386204046051944e-07,1.490135304038631e-08
1972,3.22173221434241e-07,1.487742551375959e-08
1973,2.2879795125163582e-07,2.4258095976392724e-08
1974,2.0645847786937566e-07,1.012602895977821e-08
1975,2.0104410403121165e-07,1.028066431985053e-08
1976,2.38825421661204e-07,1.199840671262109e-08
1977,2.456494900826556e-07,2.3507126578614645e-08
1978,2.8039592514517153e-07,3.386137159555602e-08
1979,2.797243214835987e-07,1.462993370893173e-08
1980,2.8084645009585074e-07,1.3644362084619388e-08
1981,2.2139423783151813e-07,2.213942273954217e-08
1982,1.9988156663153234e-07,2.9796010103666504e-08
1983,2.197729918052005e-07,1.894594880980094e-08
1984,2.232618205866288e-07,1.7397026319532216e-08
1985,2.5806744741174725e-07,2.045289804186723e-08
1986,3.08116558933591e-07,2.038125046510686e-08
1987,2.3098887336203688e-07,2.6887594040125862e-08
1988,2.4585871427618144e-07,2.5785181545501246e-08
1989,2.826382949905337e-07,3.292873429483478e-08
1990,2.4137524157197277e-07,2.3429199136337786e-08
1991,1.9753138352784916e-07,2.520429964736337e-08
1992,2.617223617829012e-07,2.699872603262321e-08
1993,2.647741137451476e-07,1.938722604677423e-08
1994,2.6005389397454337e-07,2.37371702294098e-08
1995,2.559396752310761e-07,2.982347879765257e-08
1996,2.2526748821860565e-07,3.4697599016197955e-08
1997,2.368677849418077e-07,3.212579358091716e-08
1998,2.4079052174386106e-07,1.6688451509594415e-08
1999,2.39935563861593e-07,1.2796562837147363e-08
2000,2.6287286791770725e-07,2.385736941334926e-08
2001,2.624345856183652e-07,3.636405718210334e-08
2002,3.557551786492752e-07,2.2782352004924178e-08
2003,2.583492304530921e-07,2.1667998506558206e-08
2004,2.7618041364974033e-07,1.938108110111081e-08
2005,3.3327746251643475e-07,1.170974872621855e-08
2006,2.936055469859866e-07,3.2531329408058696e-08
2007,2.915970096495357e-07,2.157018919035636e-08
2008,3.065356475318026e-07,2.7247613137992843e-08
2009,3.0373386561421967e-07,2.0503227560197956e-08
2010,3.6751109355748213e-07,2.834275730778657e-08
2011,4.0763541298005634e-07,1.9502257586623273e-08
2012,4.966804678652181e-07,2.0425516195077265e-08
2013,4.501647805632558e-07,2.872798848807534e-08
2014,5.203564659161941e-07,2.7934242391447484e-08
2015,5.492674048923618e-07,3.191868476470905e-08
2016,6.303088038173144e-07,1.822779260862717e-08
2017,4.2513830589285817e-07,2.414986899346161e-08
2018,5.160352083422026e-07,1.910285435391401e-08
2019,5.089220516119042e-07,2.474458093981724e-08
