year,son_DET an_NOUN,son_DET man_NOUN
1901,5.58873880507349e-08,3.520905522691464e-08
1902,3.830021277906326e-08,4.8120782747407276e-08
1903,4.3201761279476614e-08,3.564145489853843e-08
1904,4.245953988402107e-08,4.030969069646062e-08
1905,3.767354206374307e-08,3.870569381669853e-08
1906,3.7552547016428406e-08,3.652371177720326e-08
1907,5.2457003574257755e-08,4.422845323315272e-08
1908,4.2729083382653243e-08,3.8799973456349335e-08
1909,4.950885273968808e-08,4.2357572893614304e-08
1910,3.7409056519166484e-08,5.5579165825214716e-08
1911,3.617854271720233e-08,4.7883368270440485e-08
1912,4.1675368378513156e-08,4.1154427476985944e-08
1913,7.424185671789374e-08,3.553003224965323e-08
1914,6.76371111341112e-08,4.352883414826536e-08
1915,3.062998121805549e-08,2.9451905358968133e-08
1916,3.515987700986045e-08,3.9554864939006507e-08
1917,3.9479127189601115e-08,4.605898173970502e-08
1918,4.020231880730307e-08,4.824278221349232e-08
1919,3.9593748335509105e-08,5.5247091068633125e-08
1920,3.256059644130005e-08,5.073395303867301e-08
1921,4.695103461571648e-08,3.483463789644148e-08
1922,3.246291635505827e-08,4.5743198340275626e-08
1923,2.866305903737043e-08,4.671017261870247e-08
1924,3.996403508121915e-08,1.675911143195208e-08
1925,4.289289257108919e-08,3.959344119230934e-08
1926,4.0126098888038086e-08,1.8948435376309192e-08
1927,3.2332752919472796e-08,2.006860555514578e-08
1928,2.5137290693422187e-08,2.9707706517001498e-08
1929,3.7877380565376484e-08,3.3421218015305953e-08
1930,3.886333299618627e-08,1.68057662230936e-08
1931,2.737285687004487e-08,3.079446386777818e-08
1932,3.835837958376942e-08,1.6439305139392957e-08
1933,3.6706119699303486e-08,2.1794258620033702e-08
1934,2.156684431042777e-08,1.4377896206951846e-08
1935,2.992071124197082e-08,2.5133395809007197e-08
1936,2.9099315845826368e-08,2.424942913137329e-08
1937,2.392312392629492e-08,2.2664012666595568e-08
1938,2.852347158466273e-08,1.1668692678767911e-08
1939,3.823512795264605e-08,2.2941075705773528e-08
1940,1.7750480196809804e-08,1.5214697057785997e-08
1941,5.31270463177691e-08,2.6563522936839945e-08
1942,4.2478965012193726e-08,2.4273694831933312e-08
1943,4.354852944921106e-08,1.7419411024732767e-08
1944,2.8918675454292497e-08,2.5705489292704442e-08
1945,1.742803235060819e-08,1.9606536394434215e-08
1946,2.7842208538686464e-08,5.150808579656996e-08
1947,2.980217805870211e-08,4.291513522325374e-08
1948,3.261566305923225e-08,2.0656587551570738e-08
1949,2.4542519905246252e-08,3.337782894519137e-08
1950,2.4461331626923766e-08,3.296962081122956e-08
1951,3.624876732111204e-08,2.1322804077961166e-08
1952,4.007025555807786e-08,2.530752918339374e-08
1953,2.2625038065271497e-08,2.0470272588113403e-08
1954,2.9317608785106586e-08,1.2704297169818801e-08
1955,2.5341140741375057e-08,1.783265535237888e-08
1956,1.8314397332019894e-08,2.7035539362785244e-08
1957,1.943708272111877e-08,2.7388616541390576e-08
1958,2.4816729671250926e-08,1.2408365557270429e-08
1959,1.705164498488898e-08,2.325224335297804e-08
1960,2.9067500517676592e-08,1.868625076895114e-08
1961,3.474079651732964e-08,1.8760029252273824e-08
1962,1.775747771048941e-08,1.3952304034337004e-08
1963,2.7157423310164575e-08,1.0345684753332307e-08
1964,2.2510682928800207e-08,1.7643507876918818e-08
1965,3.666269171587189e-08,3.3379463193483616e-08
1966,3.4342264032538594e-08,1.661722348611505e-08
1967,4.585212198815469e-08,1.9228308223429025e-08
1968,4.805814923791729e-08,1.2575964686289964e-08
1969,3.0883953477944814e-08,1.8167031379245913e-08
1970,3.495030997946458e-08,2.2073879446526945e-08
1971,3.442726392854922e-08,1.747055144996068e-08
1972,3.026786543625093e-08,1.744250005542014e-08
1973,3.19765822709428e-08,2.4809417020765778e-08
1974,3.431598794012558e-08,2.4189958702791614e-08
1975,3.1413141421410273e-08,3.0270843609514486e-08
1976,3.4281162297755685e-08,1.5997875024709174e-08
1977,2.4094806150287695e-08,1.5279633114317903e-08
1978,3.0891073921068823e-08,1.3069300752732715e-08
1979,3.39414459871179e-08,1.4044736262874835e-08
1980,2.842575275163739e-08,1.8760997255728995e-08
1981,3.921840530107801e-08,1.2651099334792804e-08
1982,4.469401748696811e-08,1.800175586375019e-08
1983,3.599730202807905e-08,2.968198609121231e-08
1984,3.131464598737921e-08,1.9136728590662955e-08
1985,2.827312228781409e-08,1.9851341570564784e-08
1986,4.07625022069702e-08,2.0381249743461893e-08
1987,4.399788133824245e-08,1.6499206278997036e-08
1988,2.9383113941960914e-08,2.0987938054162214e-08
1989,2.4147736810142817e-08,1.4269117665222097e-08
1990,7.79157096619798e-08,1.961514328741032e-08
1991,3.0479618662315744e-08,2.1101275393675678e-08
1992,2.7549721615116596e-08,1.652983172562017e-08
1993,3.877445237110422e-08,2.658819592271655e-08
1994,3.059457520659947e-08,2.2682184908084935e-08
1995,3.958388955505043e-08,2.4943273557731516e-08
1996,4.2704737523990843e-08,2.5622842070305296e-08
1997,4.363353844905049e-08,2.9248855670793716e-08
1998,5.6263925851673946e-08,3.385371882824728e-08
1999,3.9760751607831324e-08,2.2393985332769262e-08
2000,3.843687301774423e-08,2.2090158258158965e-08
2001,2.716351366061076e-08,2.9792240618942145e-08
2002,3.811662852015729e-08,2.2782350894701153e-08
2003,3.5418845301116164e-08,3.5418845301116164e-08
2004,3.611928783842089e-08,5.6821806648788e-08
2005,4.4136746257805726e-08,4.1434495501313506e-08
2006,3.62374311668745e-08,2.306018376252439e-08
2007,3.8347003267213964e-08,1.358123019601365e-08
2008,2.3415917621560922e-08,2.0435711151067792e-08
2009,2.384096209340214e-08,1.8119132416671846e-08
2010,1.936755145148794e-08,6.613310177261411e-09
2011,1.2619107203626356e-08,8.412738367047368e-09
2012,8.170206400315294e-09,4.085103366691101e-09
2013,8.646287685820653e-09,5.578249973048344e-09
2014,2.9016966135442246e-08,2.1654451148878096e-09
2015,6.871383573248124e-09,3.5465206466023247e-09
2016,9.113895860224375e-09,3.1070099826280284e-09
2017,6.540589680970044e-09,1.7609279867603078e-09
2018,5.162933414126769e-09,3.0977601039872127e-09
2019,1.0459050070465992e-08,4.591778124396484e-09
