year,on_PRON hérite_VERB,on_PRON mérite_VERB
1955,2.5341141185464267e-08,4.5050915886690746e-08
1956,1.657016879264006e-08,4.360570660111307e-08
1957,2.1204090927540165e-08,2.915562513639003e-08
1958,2.3162281870270363e-08,9.595802019646271e-08
1959,2.4802393028267034e-08,3.720359131875739e-08
1960,2.4914999396941084e-08,5.467458219499122e-08
1961,2.084447814354462e-08,3.682524329917669e-08
1962,4.1856913046700583e-08,3.234397782936327e-08
1963,2.3277790806019993e-08,4.4615767968991804e-08
1964,1.886030154274465e-08,5.4755715517273984e-08
1965,3.283226046590926e-08,5.089000376656827e-08
1966,3.4342264143560897e-08,5.317511719837853e-08
1967,2.662381248796919e-08,5.8177961115291055e-08
1968,2.6050211321404504e-08,5.65918398809373e-08
1969,3.133812809252845e-08,5.313856776822945e-08
1970,3.2191075804988145e-08,5.334520958300004e-08
1971,3.5454943425605734e-08,5.138397618509316e-08
1972,3.4884998001416534e-08,4.360624927812751e-08
1973,4.079770832277063e-08,5.1272793788470494e-08
1974,2.8690414932697195e-08,3.544110183106852e-08
1975,2.056132863970106e-08,4.169380618535001e-08
1976,2.9710340410105118e-08,4.399415742817325e-08
1977,3.114694457906353e-08,3.8786760470088666e-08
1978,3.386137015226609e-08,3.861384378911481e-08
1979,4.154901134256761e-08,4.447499868387439e-08
1980,3.4110904545414655e-08,3.752199373430187e-08
1981,4.111607254664307e-08,3.415796712147312e-08
1982,4.593551672371632e-08,4.8418519416060235e-08
1983,4.6101806816523094e-08,3.599730291625747e-08
1984,4.871167202935567e-08,5.6250383240197266e-08
1985,3.9101129001295476e-08,4.5116684832535725e-08
1986,4.555808974515685e-08,4.615753690373481e-08
1987,4.0942473855665185e-08,5.866384000796643e-08
1988,5.5767951145924144e-08,4.917174201146679e-08
1989,5.3234785468703194e-08,4.774666439999464e-08
1990,4.576866974304039e-08,4.9582722816410296e-08
1991,6.388997197959156e-08,5.2167041353357035e-08
1992,6.556833653803551e-08,4.6283530563684394e-08
1993,4.929894448224559e-08,3.766661116344494e-08
1994,5.59142225853293e-08,5.169428218820826e-08
1995,5.802022418066599e-08,4.9344301977782834e-08
1996,7.25980520144276e-08,5.2847112019804854e-08
1997,6.281311826228375e-08,1.1555695467180271e-07
1998,6.67538078147345e-08,8.582632560205639e-08
1999,6.946705788379859e-08,5.575645478650415e-08
2000,6.361965487755583e-08,6.406145613979675e-08
2001,8.061430012418214e-08,4.5564601647285485e-08
2002,6.83470542384157e-08,4.337409142962656e-08
2003,8.917215055248562e-08,5.000307456981545e-08
2004,7.047666095161276e-08,4.713126733335571e-08
2005,6.125099449860727e-08,5.4044993813562314e-08
2006,8.112242966262784e-08,5.7650458629154855e-08
2007,8.907689252879436e-08,5.312657824774192e-08
2008,7.833689164016278e-08,6.641606020707513e-08
2009,9.77479448494023e-08,7.438379956425933e-08
2010,7.983210359441273e-08,7.227403209242311e-08
2011,7.494985032607815e-08,6.080115522166807e-08
2012,7.080845509932487e-08,7.727653450473326e-08
2013,7.8095498956543e-08,7.586419847882553e-08
2014,6.669571206430192e-08,8.250346361649008e-08
2015,6.605394720082813e-08,6.82705225685254e-08
2016,6.276160302576272e-08,7.933232382129063e-08
2017,7.219804487590409e-08,9.609635043261733e-08
2018,7.22810691300424e-08,8.699542952683714e-08
2019,6.224410231681077e-08,1.0025381769196429e-07
