year,en_ADP or_NOUN,en_ADP morts_NOUN
1844,6.799778475397034e-06,4.720162749549672e-08
1845,7.008766260696575e-06,1.060243306483244e-07
1846,7.009009095781948e-06,8.957387365171599e-08
1847,8.276440894405823e-06,3.316832533073466e-07
1848,6.6855791374109685e-06,6.114368744647436e-08
1849,5.945194970990997e-06,1.0222886004385145e-07
1850,7.818886842869688e-06,8.282574981421931e-08
1851,7.19241415936267e-06,2.0960675328751677e-07
1852,8.220215022447519e-06,5.338647213193326e-08
1853,8.5852489064564e-06,1.911018188138769e-08
1854,7.341993295995053e-06,6.910233452117609e-08
1855,7.917419679870363e-06,6.845948519185185e-08
1856,8.091428753687069e-06,1.439258596747095e-07
1857,8.515304216416553e-06,1.313125892465905e-07
1858,8.358888408110943e-06,5.9213480341213653e-08
1859,7.205934707599226e-06,9.878816342734353e-08
1860,8.530039849574678e-06,1.0024032803812588e-07
1861,8.377909580303822e-06,9.762045038996803e-08
1862,9.247414709534496e-06,9.126332400910542e-08
1863,7.2911475399450865e-06,5.0445670751742e-08
1864,7.302370704564964e-06,6.568777166648943e-08
1865,7.4099853009101935e-06,5.0833918407988676e-08
1866,8.710906513442751e-06,1.255328072602424e-07
1867,9.209665222442709e-06,6.79393608038481e-08
1868,8.792975677351933e-06,4.347089088696521e-08
1869,6.798835329391295e-06,6.495080384638641e-08
1870,7.445089067914523e-06,5.6193677266946906e-08
1871,6.073189069866203e-06,2.0392660360357695e-07
1872,7.06631590219331e-06,1.034095049590178e-07
1873,8.139169949572533e-06,5.806424496768159e-08
1874,7.414490028168075e-06,8.66318359271645e-08
1875,7.726350304437801e-06,4.405575992905142e-08
1876,7.484966317861108e-06,2.6602464231473277e-08
1877,9.371233318233863e-06,4.9478529717816855e-08
1878,1.0096752703248058e-05,5.1332254003000344e-08
1879,9.032026355271228e-06,3.5434087664043545e-08
1880,7.997919965418987e-06,3.0805662021293756e-08
1881,1.044342207023874e-05,2.5101027034679646e-08
1882,7.564510724478168e-06,4.725323421439498e-08
1883,9.607290849089622e-06,3.4756364897248204e-08
1884,7.816409379302058e-06,2.3766109080725073e-08
1885,9.4944216471049e-06,5.9299846810745294e-08
1886,9.35300522542093e-06,3.1621972595985426e-08
1887,7.971164450282231e-06,2.0892558794116667e-08
1888,8.393071766477078e-06,1.8387781963724592e-08
1889,8.273739695141558e-06,2.0048437576747347e-08
1890,7.080048362695379e-06,1.1142456735058204e-08
1891,8.761365279497113e-06,1.4023283867459213e-08
1892,9.089342711376958e-06,1.817868522380195e-08
1893,9.538771337247454e-06,1.7859408174558666e-08
1894,1.042841722664889e-05,2.520615716150587e-08
1895,9.170563316729385e-06,2.7083764564395096e-08
1896,9.294896699429955e-06,2.299841384001411e-08
1897,1.0751451554824598e-05,2.155884004650943e-08
1898,8.204048754123505e-06,1.7540900287826844e-08
1899,8.074133802438155e-06,2.819064981451902e-08
1900,9.301328645960893e-06,2.7512582434496835e-08
1901,7.562681275885552e-06,3.63268028991115e-08
1902,7.296681815205375e-06,3.5845072687834545e-08
1903,7.375620953098405e-06,2.214090244478939e-08
1904,6.838135504949605e-06,4.1384613069794796e-08
1905,7.16468184691621e-06,4.954328858275403e-08
1906,7.4348899943288416e-06,1.5432553013283723e-08
1907,7.372780146397417e-06,2.108565766434367e-08
1908,7.036056103970623e-06,2.2101250607420297e-08
1909,6.1825553530070465e-06,2.1453836041018803e-08
1910,6.2622757468489e-06,3.847788576649691e-08
1911,6.615885467908811e-06,2.6601870928288918e-08
1912,6.261724138312275e-06,1.7712032729377825e-08
1913,6.590555585717084e-06,2.1742257771961704e-08
1914,7.541872946603689e-06,3.683209115479258e-08
1915,8.198232535505667e-06,1.649306682338647e-07
1916,7.160529094107915e-06,1.6151568615896394e-07
1917,5.998634151183069e-06,9.979446247143642e-08
1918,5.382516064855736e-06,1.0222874635701373e-07
1919,6.98139047017321e-06,1.0865261401704629e-07
1920,7.841045771783683e-06,5.6034515694136644e-08
1921,7.103237294359133e-06,4.013556065274315e-08
1922,8.12753387435805e-06,2.6560567079059183e-08
1923,8.043703928706236e-06,1.8047112249064412e-08
1924,8.326700481120497e-06,3.480738541838946e-08
1925,8.824938049656339e-06,3.409435223034052e-08
1926,8.1400248745922e-06,1.671920735191179e-08
1927,8.067579074122477e-06,2.2298449309232637e-08
1928,8.855182386469096e-06,2.5137291359556002e-08
1929,1.1270749382674694e-05,2.5622934884950155e-08
1930,7.525831733801169e-06,3.886333388436469e-08
1931,7.273195933521492e-06,5.816731984964463e-08
1932,7.509474471589783e-06,1.53433514782364e-08
1933,7.3159885687346105e-06,2.2941325283909464e-08
1934,7.547197128587868e-06,1.3179738189705859e-08
1935,7.015808023425052e-06,2.154291145473053e-08
1936,6.872288395243231e-06,2.66743711563322e-08
1937,7.155532330216374e-06,2.1404900962807005e-08
1938,6.883232344989665e-06,2.2040865133021725e-08
1939,7.052086857584072e-06,1.988226472349197e-08
1940,5.931196028541308e-06,5.0715658339584024e-09
1941,5.746575425291667e-06,3.5418032950929046e-08
1942,5.1793995226034895e-06,1.8205270180260413e-08
1943,5.707760465156753e-06,2.322588166236983e-08
1944,6.905137070134515e-06,2.2492303131116387e-08
1945,6.2893413996789604e-06,2.3963544037997053e-08
1946,6.498371476482134e-06,2.0881657292193267e-08
1947,6.525484877784038e-06,1.6689218895749036e-08
1948,5.5359651014441624e-06,2.0656587551570738e-08
1949,6.833619409007952e-06,2.0615717133409817e-08
1950,6.2078606788418256e-06,2.2334258886758107e-08
1951,6.310483513516374e-06,2.1322803078760444e-08
1952,6.2530689319828525e-06,2.9525450528922192e-08
1953,6.049504008842632e-06,2.2625037843226892e-08
1954,6.1772202570864465e-06,1.5636057781875934e-08
1955,6.206702437339118e-06,1.0324168187025862e-08
1956,6.0036336435587145e-06,2.3547082506070183e-08
1957,6.971728453208925e-06,1.5903067307476704e-08
1958,4.993953552911989e-06,1.0753916868111446e-08
1959,5.545659860217711e-06,1.007597205671118e-08
1960,5.3352705435827374e-06,2.0070416439921246e-08
1961,6.085892891860567e-06,2.431855783413539e-08
1962,6.563290753547335e-06,1.8391673961559718e-08
1963,6.0923152886971366e-06,9.052474325699222e-09
1964,5.8765049288922455e-06,2.8594651979574337e-08
1965,6.6567408794071525e-06,2.8454625322638094e-08
1966,6.204317742231069e-06,2.880318916709257e-08
1967,6.0919228417333215e-06,2.3665609916179164e-08
1968,6.53456072541303e-06,2.6948494991074767e-08
1969,7.288158940355061e-06,2.361714024345929e-08
1970,6.666771696473006e-06,1.9314645882673176e-08
1971,6.522681815113174e-06,2.6205826841874114e-08
1972,6.21466006123228e-06,2.8215808356435446e-08
1973,5.915667770750588e-06,1.929621262775072e-08
1974,5.516998044186039e-06,1.6314157136321228e-08
1975,6.028467396390624e-06,1.1422960355389478e-08
1976,6.0900483731529675e-06,2.6853577139718254e-08
1977,6.050147021596786e-06,2.5857840313392444e-08
1978,5.6108883654815145e-06,1.6039596317796168e-08
1979,5.7173779168806504e-06,2.808947208166046e-08
1980,5.888678970222827e-06,2.4446148216838992e-08
1981,5.95044457440963e-06,1.8344094243616382e-08
1982,5.961064289294882e-06,2.855450986771757e-08
1983,5.759568011853844e-06,2.273513821648976e-08
1984,6.095917797210859e-06,2.8995042811175153e-08
1985,6.118424153100932e-06,1.804667348892508e-08
1986,5.735523700423073e-06,2.6375735373562748e-08
1987,5.65678328712238e-06,2.13878585952898e-08
1988,5.375311047828291e-06,2.938311283173789e-08
1989,6.06547246206901e-06,1.9757239400064464e-08
1990,5.819704256282421e-06,1.0897301727652575e-08
1991,5.580114702752326e-06,2.4618154625954958e-08
1992,5.430049895949196e-06,1.8182815253453555e-08
1993,5.8560499383020215e-06,2.2156829260211452e-08
1994,5.764439720223891e-06,1.635227242502424e-08
1995,5.808529294881737e-06,1.843633334885908e-08
1996,5.747524028265616e-06,2.1886178203089912e-08
1997,5.329525265551638e-06,2.7810388658622287e-08
1998,5.069474809715757e-06,2.193339376788117e-08
1999,5.412489372247364e-06,2.422206613061917e-08
2000,5.48984598935931e-06,2.0322945104567225e-08
2001,5.306085768097546e-06,3.767842216007011e-08
2002,6.18234162175213e-06,1.5334276071143904e-08
2003,6.024537015036913e-06,3.1251921939201566e-08
2004,5.382214567362098e-06,3.0833540165531304e-08
2005,5.035642516304506e-06,2.8823997411109303e-08
2006,5.536914613912813e-06,2.5119128110873135e-08
2007,6.016085535520688e-06,2.915970043204652e-08
2008,6.0127822507638484e-06,3.320802832718073e-08
2009,6.098518042563228e-06,2.0503227560197956e-08
2010,6.364838554873131e-06,2.1257068993918438e-08
2011,6.975689757382497e-06,1.9884653923440965e-08
2012,7.917270522739273e-06,2.144679278615058e-08
2013,8.129462912620511e-06,2.67756004035391e-08
2014,8.145538231474347e-06,3.096586453921191e-08
2015,8.120645361486822e-06,2.2830725754374726e-08
2016,8.165222425304819e-06,3.1070101158547914e-08
2017,7.38835069569177e-06,2.7671724467381864e-08
2018,8.043333764362615e-06,2.813798793965816e-08
2019,7.576943971798755e-06,2.627517403652746e-08
