year,ton_DET arc_NOUN
1996,2.348760586023957e-08
1997,3.692068617500155e-08
1998,2.43174582692518e-08
1999,3.7932668228712885e-08
2000,1.767212520764616e-08
2001,2.8915997374312497e-08
2002,4.205972459203622e-08
2003,3.083523036906399e-08
2004,2.422635247967264e-08
2005,2.6121748541996226e-08
2006,2.923701880597207e-08
2007,3.634976342148377e-08
2008,2.767335727238418e-08
2009,5.4357394807524884e-08
2010,4.487603444403021e-08
2011,4.856444379974789e-08
2012,5.991484774980904e-08
2013,7.865332696255223e-08
2014,6.842806432594273e-08
2015,8.844136134555924e-08
2016,8.533921214137763e-08
2017,1.791115229465845e-07
2018,7.615327124455007e-08
2019,8.698868558809636e-08
