year,mon_DET an_NOUN,mon_DET man_NOUN
1848,1.3676876908785829e-08,1.769948809737798e-08
1849,1.6758829879393033e-09,3.3517659758786067e-09
1850,8.146795238417326e-09,4.752297222410107e-09
1851,7.094382858952031e-09,2.579775504329973e-09
1852,1.2370036328590572e-08,9.244974563671349e-08
1853,1.4332636411040767e-08,7.763511611358354e-09
1854,1.1950028522278444e-08,1.558699391779328e-09
1855,1.3798036491152743e-08,1.0613874223963649e-09
1856,1.7602442614617075e-08,4.141751386299575e-09
1857,9.763018116171196e-09,3.905207268672939e-09
1858,1.2723557929472662e-08,9.787352261980686e-09
1859,6.110607797538137e-09,4.073738679721828e-09
1860,5.950339110327718e-09,4.119465657481669e-09
1861,1.3676294874365169e-08,1.9807047557662827e-08
1862,1.084316739174973e-08,3.162590411776023e-09
1863,9.989241878116673e-09,5.9935449936432406e-09
1864,7.192092033037056e-09,3.3563094525845827e-09
1865,9.884373208812747e-09,2.3534221238463715e-09
1866,9.244664256335966e-09,6.811858022093276e-09
1867,6.308654931785895e-09,3.88224918879132e-09
1868,4.445886658821507e-09,9.385760946223343e-09
1869,1.2697149998075474e-08,3.906815315701806e-09
1870,1.0321287824410774e-08,5.160643912205387e-09
1871,7.434823867669138e-09,4.248470908407853e-09
1872,5.442605366390296e-09,1.269941263259966e-08
1873,8.380406202324053e-09,5.387403856360606e-09
1874,9.559374403167453e-09,6.572069999322139e-09
1875,1.544812294751452e-08,3.4329163400848017e-09
1876,9.67362345782874e-09,1.9286787344974243e-07
1877,1.6080521580974505e-08,2.4739263970730008e-09
1878,1.0870359612447089e-08,2.4156354694326865e-09
1879,1.2829583284634793e-08,4.27652757650776e-09
1880,2.0537108014195837e-08,5.776061406947974e-09
1881,2.2312023950643578e-08,6.2752567586699115e-09
1882,1.1979693681496428e-08,6.655385131892899e-09
1883,6.951273001654101e-09,7.58320695126713e-09
1884,5.281357573494461e-09,6.601696966868076e-09
1885,1.2246707870033902e-08,6.445635636342928e-09
1886,1.0325542199041138e-08,3.872078380151578e-09
1887,6.528924623161458e-09,4.57024718070187e-09
1888,1.7753720937818684e-08,3.1703073499755874e-09
1889,8.14467776555361e-09,1.8795409673089125e-09
1890,7.865263995654459e-09,3.9326319978272295e-09
1891,3.187110020341777e-09,8.286486163910922e-09
1892,5.641661360300532e-09,8.775917548220491e-09
1893,4.926733243593162e-09,6.774258043407144e-09
1894,5.671385583383426e-09,3.150769645188234e-09
1895,3.611168697403855e-09,3.611168697403855e-09
1896,4.717623069971921e-09,1.0024949093079272e-08
1897,4.661370844871726e-09,4.661370955894029e-09
1898,7.355861253444118e-09,2.8291773368493978e-09
1899,2.7637891975018647e-09,3.8693048765026106e-09
1900,9.34389587925466e-09,5.71015834616162e-09
1901,7.2653604799022276e-09,3.3532433496574754e-09
1902,3.4371988033576883e-09,5.4013122863239005e-09
1903,1.2420506623200822e-08,8.640352211486402e-09
1904,5.912087708281888e-09,5.374625189347171e-09
1905,4.1286072338664326e-09,9.805441791854719e-09
1906,1.0288368823552219e-08,1.0802787442365513e-08
1907,1.2342824040612044e-08,7.199980611716228e-09
1908,6.875944924544797e-09,4.911388851169818e-09
1909,1.320236009405562e-08,4.400786846048277e-09
1910,8.016226016316352e-09,9.619471441624228e-09
1911,6.916486605668126e-09,1.5961122423746588e-09
1912,1.2502610557962868e-08,2.0837684910901544e-09
1913,5.3029897140177695e-09,4.772690687104841e-09
1914,8.036092347118995e-09,4.0180461735594974e-09
1915,1.1780761921542648e-08,4.712304768617059e-09
1916,1.2086208034389756e-08,4.394984820521586e-09
1917,3.289927441585405e-09,1.3159709433274713e-08
1918,6.89182577673364e-09,5.743188147278033e-09
1919,5.524709134618888e-09,4.603924241841639e-09
1920,1.2872793941909322e-08,6.057785384427916e-09
1921,6.8154727417280014e-09,3.0290989716519334e-09
1922,8.115728866719962e-09,5.902348387820666e-09
1923,1.0615948120573648e-08,5.307974060286824e-09
1924,9.024137215263295e-09,1.289162443462999e-09
1925,1.3197813508725176e-08,2.3096173862313663e-08
1926,4.458455493683289e-09,3.343841648018042e-09
1927,1.0034302500017134e-08,1.1149224876660924e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,8.912325322185666e-09,1.1140406375176326e-09
1930,1.0503603875555712e-08,2.100720708497761e-09
1931,7.983749661377715e-09,0.0
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,0.0
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,9.699771652549316e-09,7.274828739411987e-09
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,1.1136883415474585e-08,4.1763312808029696e-09
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,5.435943917220243e-09,1.0871887834440486e-09
1949,5.890204879399619e-09,0.0
1950,8.508289184305795e-09,3.190608444114673e-09
1951,4.264560815592233e-09,4.264560704569931e-09
1952,8.435843135146115e-09,2.1089607837865287e-09
1953,9.696444647211422e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,4.886268056836229e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,1.8314396887930684e-08,3.488456634670456e-09
1957,5.30102267637389e-09,8.835037701437898e-10
1958,6.617794867658233e-09,1.6544486891589827e-09
1959,5.4255234749334136e-09,1.5501495642666896e-09
1960,5.536666791705613e-09,6.920833350854139e-10
1961,6.253343398654465e-09,1.3896318540318475e-09
1962,1.9025869213429303e-09,1.2683912808952869e-09
1963,7.112658351182688e-09,1.939815863494232e-09
1964,3.6503810529886493e-09,6.083968329129164e-10
1965,6.566451882239477e-09,2.7360217424998723e-09
1966,1.1078149508847446e-08,1.6617224263271169e-09
1967,7.395503431872896e-09,4.930335639752315e-09
1968,1.0779397874305374e-08,1.3474247551048535e-09
1969,6.358460841182634e-09,4.087581939593576e-09
1970,8.737577383843842e-09,4.59872487312829e-09
1971,4.624557625731995e-09,3.5968781286754847e-09
1972,3.591102859523687e-09,3.5911026929902334e-09
1973,4.410563081425067e-09,8.821126051827832e-09
1974,7.875800178691605e-09,3.375343005096454e-09
1975,6.8537762132336866e-09,2.2845920710778955e-09
1976,7.427584769459372e-09,1.142705374768127e-09
1977,7.052138317753531e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,5.940591352171509e-10
1979,6.437170796402825e-09,1.7555920051037788e-09
1980,4.5481204913322415e-09,1.1370301367108482e-09
1981,6.95810464801383e-09,3.795329717171114e-09
1982,1.0552753781922775e-08,3.1037510339615437e-09
1983,3.789189517711122e-09,6.315316047889041e-10
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,4.210890636180409e-09,6.015558051686298e-10
1986,2.9972427317837003e-09,1.1988970927134801e-09
1987,1.2832715556854168e-08,2.4443267965246207e-09
1988,4.197587666343594e-09,3.5979322854373663e-09
1989,2.7440609784434855e-09,3.0733485090195245e-08
1990,2.724325487424295e-09,2.724325431913144e-09
1991,5.275318792907768e-09,3.5168792322792797e-09
1992,4.958949806344037e-09,2.2039777225479895e-09
1993,8.308811361157353e-09,4.431366051882435e-09
1994,5.802419100753298e-09,6.329911927949183e-09
1995,5.964695848348356e-09,2.1147557538458983e-08
1996,1.2277612482236577e-08,4.270473752399084e-09
1997,3.3564261370244708e-09,2.876936688878118e-09
1998,8.10581957111367e-09,1.9072516899143466e-09
1999,4.570201245224226e-09,4.113181045761749e-09
2000,6.185243983658495e-09,5.743441056083043e-09
2001,2.1906058633724967e-09,6.133696439647451e-09
2002,6.571832356083718e-09,4.3812213301741565e-09
2003,4.16692297333654e-09,2.9168461535000745e-09
2004,6.607186769924667e-09,5.285749532513151e-09
2005,1.3511248786457486e-09,6.755624393228743e-09
2006,8.235779835885637e-10,2.882522942559973e-09
2007,2.396687653893892e-09,3.994479413904628e-09
2008,3.83169571072095e-09,7.663391476953052e-09
2009,4.291373256748443e-09,4.76819250749827e-10
2010,1.8895172093635892e-09,5.196172214727568e-09
2011,1.91198598620268e-09,1.529588788962144e-09
2012,2.0425516555899748e-09,1.3617010852229328e-09
2013,2.5102124823206395e-09,8.08846234434668e-09
2014,3.4647123642317368e-09,1.5158116567492996e-09
2015,1.10828768384863e-09,6.649726186358507e-10
2016,1.8642060672924288e-09,1.0356700219649184e-09
2017,2.26405022507592e-09,2.515611330355938e-10
2018,1.8070267504555204e-09,2.5814667070633845e-10
2019,2.295888978931515e-09,2.55098775436835e-10
