year,bien_ADV uni_VERB,bien_ADV muni_VERB
1920,5.2248399384779987e-08,5.982062978304725e-08
1921,6.815472630705699e-08,3.483463828501954e-08
1922,4.943216680430851e-08,4.13164404911015e-08
1923,6.263409346729532e-08,5.4141334970836397e-08
1924,4.640984840875717e-08,3.480738541838946e-08
1925,3.079489729884699e-08,4.069325920674771e-08
1926,5.015762383209221e-08,3.678225690695314e-08
1927,3.1217830098739796e-08,3.344767507407198e-08
1928,3.6563331917705e-08,3.6563331695660395e-08
1929,5.3473950600846365e-08,5.681607362362229e-08
1930,4.3064773080914165e-08,1.2604324362008867e-08
1931,4.904303452235581e-08,3.763767697506637e-08
1932,3.7262424257278326e-08,4.931791597329038e-08
1933,3.9000251916831985e-08,3.9000251028653565e-08
1934,4.193552882725271e-08,4.912447693072863e-08
1935,4.4282650435434334e-08,3.351119559624749e-08
1936,3.8799086610197264e-08,2.66743711563322e-08
1937,5.162358363008934e-08,4.4068911853045734e-08
1938,2.2040865133021725e-08,1.4261735792331365e-08
1939,3.211750509990452e-08,2.7529290846928234e-08
1940,3.803674530900025e-08,1.7750480196809804e-08
1941,5.017554371988808e-08,4.427253941230447e-08
1942,9.102635090130207e-09,3.3376331032286544e-08
1943,4.645176332473966e-08,4.354852856103264e-08
1944,2.5705489292704442e-08,2.2492303131116387e-08
1945,1.9606536838523425e-08,2.6142048525912287e-08
1946,5.290019799986112e-08,1.6705325123211878e-08
1947,3.814678706248742e-08,2.7418003867296648e-08
1948,4.240036233227329e-08,2.0656587329526133e-08
1949,2.4542520904446974e-08,2.257911879688379e-08
1950,2.4461330738745346e-08,1.0635361258337639e-08
1951,2.7719645245838365e-08,1.4925962688039363e-08
1952,4.2179216563908994e-08,2.2144087452602434e-08
1953,1.6160740301529586e-08,2.0470271810957286e-08
1954,2.9317607896928166e-08,1.9545073115523337e-08
1955,3.0972504561077585e-08,3.003394466460918e-08
1956,4.534993536253751e-08,2.5291311489539225e-08
1957,3.003912851795576e-08,2.5621609389681055e-08
1958,2.3162280982091943e-08,1.2408364835625463e-08
1959,2.6352543258667538e-08,1.0075972611822692e-08
1960,2.5607082676515347e-08,1.6610000486139143e-08
1961,1.737039845295385e-08,2.153929301584867e-08
1962,2.473363025501385e-08,4.1856910826254534e-08
1963,4.332255798544793e-08,2.2631185814248056e-08
1964,3.285342842218597e-08,1.8860301709278104e-08
1965,4.322914293197755e-08,1.8604948082145967e-08
1966,2.9357096309468034e-08,1.0524241922382771e-08
1967,3.845661922241561e-08,1.6763140597841897e-08
1968,2.110965446888713e-08,2.155879605392208e-08
1969,1.589615195030092e-08,1.8621206326896456e-08
1970,4.0008906410093914e-08,2.5752860122185695e-08
1971,2.7747345754391972e-08,2.106742891250235e-08
1972,2.8728821988011077e-08,1.0260293947794707e-08
1973,2.921997932503473e-08,1.2129047988196362e-08
1974,1.800182936051442e-08,1.7439271360331077e-08
1975,2.513051278185685e-08,1.770558810676448e-08
1976,3.028169359708954e-08,1.5426522226302808e-08
1977,2.1744092748576804e-08,2.1744092415509897e-08
1978,2.7920778578049976e-08,1.3663359776927564e-08
1979,2.3993090181306798e-08,2.223749828722532e-08
1980,2.3309118191150446e-08,2.21720881654619e-08
1981,1.2651098835192442e-08,9.488324403950088e-09
1982,2.0484757001781873e-08,2.110550845202397e-08
1983,1.3893695083311286e-08,1.1999100379966876e-08
1984,4.1752862500743504e-08,6.378909400694965e-09
1985,2.2257564680217e-08,9.023337299574052e-09
1986,1.978180286243969e-08,8.991728250862252e-09
1987,2.9943002743948455e-08,1.3443797186596385e-08
1988,1.8589316752581908e-08,8.994830547059962e-09
1989,2.4147738031388144e-08,1.1525056464734007e-08
1990,1.3621627381610324e-08,1.3076762783725826e-08
1991,2.4032006606944378e-08,7.6199047072123e-09
1992,2.0937788391961476e-08,1.2672871252394913e-08
1993,1.2740176913439427e-08,1.3848018731721368e-08
1994,1.8462243289718572e-08,1.3714808788645172e-08
1995,2.277429267394382e-08,1.0844901865425527e-08
1996,1.6014276127407356e-08,1.0676184380997711e-08
1997,2.109753616252874e-08,5.274384040632185e-09
1998,1.4304387896402204e-08,1.0966696883940585e-08
1999,1.5081663917726473e-08,1.2339543525863306e-08
2000,2.164835422036049e-08,1.6346716424919805e-08
2001,1.270551397425379e-08,8.324302136486494e-09
2002,1.9715496790695397e-08,7.009954394732176e-09
2003,2.4584844382502524e-08,1.2500768420409258e-08
2004,2.5547789661573006e-08,8.369103632333008e-09
2005,1.8014997493764895e-08,6.7556242822064405e-09
2006,1.4000825387938676e-08,1.400082555447213e-08
2007,1.1983438241713884e-08,1.2782334302130494e-08
2008,2.086145478585877e-08,6.811903485726134e-09
2009,1.9549588614609092e-08,9.059565542202108e-09
2010,1.0392344762522043e-08,6.613310343794865e-09
2011,2.141424282342541e-08,9.177532483972684e-09
2012,1.8042539906559796e-08,1.3617010630184723e-08
2013,1.812931316180766e-08,1.561910067948702e-08
2014,1.6024294779981574e-08,1.407539373943223e-08
2015,2.238741103610664e-08,1.573768493301486e-08
2016,3.645558521725434e-08,2.3406143079274244e-08
2017,7.798394818792076e-09,8.804639378690027e-09
2018,1.058401366549333e-08,1.1616600403829835e-08
2019,1.6581420680950032e-08,6.122370777017494e-09
