year,un_DET arbre_NOUN,un_DET marbre_NOUN
1848,8.267269720363402e-06,6.62121719230413e-07
1849,8.680235652036572e-06,5.681243102628741e-07
1850,8.829088997686085e-06,7.474684373676155e-07
1851,8.53067245998318e-06,6.900899354178591e-07
1852,9.075700177163526e-06,1.036478810334529e-06
1853,9.444610597597602e-06,8.420424109090163e-07
1854,8.845618296504654e-06,7.31029976996922e-07
1855,1.000304564513499e-05,8.326584612916577e-07
1856,8.50301546506671e-06,1.0421681650996106e-06
1857,9.717131774777954e-06,8.923398411297967e-07
1858,9.201578905049246e-06,7.360088716268365e-07
1859,9.094112613183825e-06,7.205425198719695e-07
1860,9.873443701735596e-06,7.048863128744642e-07
1861,9.919086892296036e-06,7.069229894796081e-07
1862,9.170156999971368e-06,7.46371357607245e-07
1863,9.314468300658518e-06,6.293222050146596e-07
1864,1.015331548614995e-05,7.638001786602899e-07
1865,8.9255892703477e-06,1.0190318491254402e-06
1866,9.526869888532019e-06,6.442071418533146e-07
1867,9.958454626257662e-06,8.12360662294509e-07
1868,9.903953895218365e-06,7.493789020429631e-07
1869,8.766405557025791e-06,7.603639602393741e-07
1870,9.214615957375827e-06,7.035677924704942e-07
1871,9.264853261470307e-06,6.064692477103506e-07
1872,9.406031580283525e-06,5.54541012220966e-07
1873,8.85928631078059e-06,8.093078207593862e-07
1874,9.506200257192177e-06,7.862585782447695e-07
1875,9.514899971918567e-06,7.672567932104357e-07
1876,1.0232880413241219e-05,8.023061792705732e-07
1877,9.849938152228788e-06,8.788623482303137e-07
1878,1.0706096333024107e-05,9.288118221206787e-07
1879,9.098617709923928e-06,7.459485971139657e-07
1880,8.538302978422507e-06,6.91843842659523e-07
1881,8.783965327552323e-06,7.662785677098327e-07
1882,8.81771975969059e-06,7.833388337985525e-07
1883,9.687546395298341e-06,8.411039935651843e-07
1884,9.539452548779082e-06,7.096824177210692e-07
1885,8.646175274407142e-06,6.542319983537936e-07
1886,8.927076379450227e-06,7.227879379456681e-07
1887,9.019056847137108e-06,6.346114851396578e-07
1888,8.244701561466172e-06,7.00637951212002e-07
1889,8.630225806882663e-06,7.931663095206432e-07
1890,9.341967114551153e-06,6.803453036496876e-07
1891,9.511611295920375e-06,5.781417726780091e-07
1892,9.335695494883112e-06,7.766686778154508e-07
1893,8.881667923787973e-06,5.493307657644664e-07
1894,9.137861695762695e-06,7.461022306642917e-07
1895,8.040868692660297e-06,6.626494464256893e-07
1896,8.059469962518051e-06,5.566795611144926e-07
1897,8.864761866789195e-06,6.088915416313512e-07
1898,8.224985123206352e-06,5.890347249959405e-07
1899,8.886134878594021e-06,5.671295362219553e-07
1900,8.820637532380715e-06,6.39018614023712e-07
1901,8.515002321018983e-06,5.169583738862116e-07
1902,3.041478873910819e-05,5.499518014318028e-07
1903,8.306618667575094e-06,5.459622443027001e-07
1904,7.656153400148469e-06,4.7135464154024476e-07
1905,8.153482809802881e-06,4.701451423727576e-07
1906,8.320203875200605e-06,5.602016894812323e-07
1907,7.799122087703836e-06,5.842269938938216e-07
1908,7.792409917328769e-06,5.849464645990565e-07
1909,7.5963082792895875e-06,4.972888909549056e-07
1910,8.366802433101839e-06,5.044878301774247e-07
1911,8.126339224645562e-06,5.78324685918119e-07
1912,7.572935459165819e-06,5.188583411808168e-07
1913,8.440768567652412e-06,6.734796933471898e-07
1914,7.74880194853722e-06,5.169885888278714e-07
1915,7.2381003093369145e-06,3.1101210762329856e-07
1916,6.993519733100584e-06,4.0983233340341485e-07
1917,7.3178951680574755e-06,3.6079535803423823e-07
1918,6.9883114974800264e-06,3.847936129730556e-07
1919,7.794443774855608e-06,5.754905512134201e-07
1920,8.107588826078427e-06,5.118828614314452e-07
1921,7.832492627812826e-06,5.096458792763769e-07
1922,8.65653171899794e-06,4.662855088710671e-07
1923,7.650913687484717e-06,6.953446245461237e-07
1924,8.39115855910677e-06,6.445812132938045e-07
1925,8.211239389765979e-06,6.367944926921609e-07
1926,8.462148628041177e-06,5.260977467003158e-07
1927,8.177956260624342e-06,6.399655330113774e-07
1928,8.444987145139748e-06,5.735872417034216e-07
1929,7.870697061207466e-06,4.990901842916173e-07
1930,7.516378815353164e-06,5.031226262275368e-07
1931,8.06358707450272e-06,4.790249876762687e-07
1932,7.13027466758831e-06,3.770080567733203e-07
1933,6.145980989913369e-06,3.647670618889265e-07
1934,7.15779592042054e-06,4.7447057305305407e-07
1935,7.608238320244709e-06,3.901660710070587e-07
1936,7.776792074309924e-06,3.491917812681322e-07
1937,7.202119689964093e-06,3.0092771652334704e-07
1938,8.108445229026984e-06,3.085721047568768e-07
1939,7.6210251620523195e-06,3.991747172804594e-07
1940,7.0697629723781574e-06,3.1190130300728924e-07
1941,7.83623926281507e-06,4.014043515354615e-07
1942,8.768872305608966e-06,4.0658436750717897e-07
1943,9.598095317642219e-06,3.861302690921775e-07
1944,9.019413852229263e-06,4.4984605018782986e-07
1945,7.849150165384344e-06,4.3570081231791846e-07
1946,8.438973054580856e-06,4.6357276861641594e-07
1947,8.362490746094409e-06,3.540498703102912e-07
1948,8.289814786621719e-06,4.4139865096326503e-07
1949,7.270476345411225e-06,3.7599141755606524e-07
1950,7.847833444429853e-06,3.7968239396946046e-07
1951,8.565370336555134e-06,3.326357305155625e-07
1952,7.650255241742343e-06,3.637957224356114e-07
1953,7.2744884391795495e-06,3.533815311485e-07
1954,8.317405558955215e-06,3.5572032519581853e-07
1955,7.863262283080985e-06,3.294348234206268e-07
1956,7.778386191148456e-06,3.5495045125344404e-07
1957,7.241196698259955e-06,3.8432414228850575e-07
1958,6.8775433419432375e-06,3.7555986143189557e-07
1959,7.115961551562577e-06,2.984037790199068e-07
1960,7.116692756881093e-06,3.4258125314323706e-07
1961,7.0516869641323865e-06,3.6060947472549287e-07
1962,7.680743408400303e-06,3.507101906663479e-07
1963,7.565282174937238e-06,3.3882118533057337e-07
1964,7.409056792084812e-06,3.997167148384051e-07
1965,7.0310283888375125e-06,3.928927085894429e-07
1966,7.99676266183269e-06,3.72225825273631e-07
1967,7.183991954207158e-06,3.919616911041146e-07
1968,7.228484889765241e-06,3.9344803504093306e-07
1969,6.9089219039142336e-06,3.506236900818749e-07
1970,7.200223734571409e-06,3.2650948611490094e-07
1971,6.884424948339074e-06,3.858936530320989e-07
1972,7.1242350827560585e-06,3.1653005372334064e-07
1973,6.9262381146018015e-06,3.423699510562983e-07
1974,6.555478790915004e-06,2.210849627815037e-07
1975,6.649876240771846e-06,2.6786843410064876e-07
1976,7.091629385058695e-06,3.211001970981897e-07
1977,6.854678147760751e-06,2.662182234658417e-07
1978,7.343164980966321e-06,3.9386119787820917e-07
1979,6.869046444535343e-06,3.1015458201721913e-07
1980,6.900067575088542e-06,2.689076197270879e-07
1981,6.820839843157955e-06,3.048914889447474e-07
1982,6.921365070411412e-06,3.4948236837806235e-07
1983,6.997370064709685e-06,2.5577029827417164e-07
1984,7.405333718679685e-06,3.073474506010143e-07
1985,6.981055065580222e-06,3.019810010940205e-07
1986,7.28569750663155e-06,3.111138076050679e-07
1987,6.8905572447874874e-06,2.5848755313973015e-07
1988,7.159285701163753e-06,2.902332165710675e-07
1989,7.097239603126582e-06,3.067860161465319e-07
1990,7.17042459541517e-06,3.0185527633008746e-07
1991,7.064823904556761e-06,2.63179793513757e-07
1992,7.076972224240308e-06,2.622733319412873e-07
1993,7.349420400259987e-06,2.919162245262896e-07
1994,7.270431410688616e-06,2.737686903842018e-07
1995,7.37073719392356e-06,3.4595235121059886e-07
1996,6.989698022152879e-06,2.9306125703953967e-07
1997,7.502091904143526e-06,2.2488055506642013e-07
1998,7.0410966088729765e-06,2.46512280810407e-07
1999,7.144138550074786e-06,2.8518056272019976e-07
2000,7.271196380997935e-06,2.5580402329694607e-07
2001,6.882007454578343e-06,2.4929094255554674e-07
2002,7.583018202694802e-06,2.8521753270283057e-07
2003,7.790479202185452e-06,3.1793620802744726e-07
2004,7.185976485857282e-06,2.4534687970145796e-07
2005,7.323547180249079e-06,2.832858569945529e-07
2006,7.658451835368396e-06,2.9031123949252446e-07
2007,7.763670168969838e-06,2.8320859257746633e-07
2008,8.049967391343671e-06,2.499117068843759e-07
2009,8.582746886531822e-06,2.4603872939010785e-07
2010,9.426328716699572e-06,2.1209831047031003e-07
2011,1.0250922116483707e-05,2.0114091880962803e-07
2012,1.1451906260617761e-05,2.505529987928412e-07
2013,1.1549766497864766e-05,2.214565353320097e-07
2014,1.2265514698128754e-05,2.4231331741120243e-07
2015,1.1817671861535928e-05,3.2206840572257533e-07
2016,1.2370042696829842e-05,3.836121900135936e-07
2017,1.1710171122558677e-05,1.5596789681993073e-07
2018,1.3231566015292628e-05,2.767332172304293e-07
2019,1.2154436063838148e-05,2.7397607826884496e-07
