year,aucun_DET or_NOUN,aucun_DET mort_NOUN
1869,1.953407657850903e-09,2.197583581775575e-08
1870,1.3188312664169644e-08,2.3509600044491208e-08
1871,2.1242354542039266e-09,2.3366589552153982e-08
1872,5.442605366390296e-09,3.205089882385437e-08
1873,1.1972008939764578e-09,1.795801407578068e-08
1874,5.377148393215236e-09,2.6885741188920065e-08
1875,3.4329162845736505e-09,1.830888685105947e-08
1876,6.650616279912924e-09,9.673623679873344e-09
1877,7.421779302241305e-09,8.658742500777805e-09
1878,7.2469061862534545e-09,2.838371737645673e-08
1879,3.6655952717623563e-09,2.016077316202569e-08
1880,3.8507077526617195e-09,1.4761046607247863e-08
1881,2.7890030285249168e-09,1.4642265677711208e-08
1882,5.989846618703609e-09,2.3959386252769832e-08
1883,2.5277355764075082e-09,2.5277356430208897e-08
1884,6.601696966868076e-09,7.2618666635548834e-09
1885,3.2228177904158883e-09,9.66845359329227e-09
1886,3.872078324640427e-09,1.5488312854472497e-08
1887,6.528924512139156e-09,2.0239666387311672e-08
1888,8.87686035788704e-09,5.07249175996094e-09
1889,4.385595775424633e-09,1.1903759755682586e-08
1890,3.277193239004106e-09,1.638596663910974e-08
1891,5.736798147637501e-09,1.4023283867459213e-08
1892,6.2685125978845235e-09,1.0656470816883257e-08
1893,8.005941742883493e-09,8.621783065265731e-09
1894,3.150769645188234e-09,1.3233232731835187e-08
1895,1.1435367985868083e-08,2.4074457982692365e-09
1896,1.7691086373616827e-09,8.255840455717589e-09
1897,5.826713556089658e-09,1.6314797512961832e-08
1898,4.52668391659472e-09,1.2448381103702388e-08
1899,4.9748205555033564e-09,2.04520400615138e-08
1900,3.6337372000261325e-09,6.22926377147337e-09
1901,2.794369458047896e-09,1.1177477665658131e-08
1902,8.838511256215043e-09,1.3257766440233354e-08
1903,3.2401321625741275e-09,7.020286574288548e-09
1904,8.599400302955473e-09,1.2361637935498493e-08
1905,5.676835002077496e-09,1.7546581076999246e-08
1906,5.144184633820714e-09,1.131720617220111e-08
1907,1.028568674676933e-09,1.6971383187680544e-08
1908,1.964555629285769e-09,1.5225305460830896e-08
1909,2.2003934230241384e-09,1.870334465081669e-08
1910,2.67207544979442e-09,8.550641084070776e-09
1911,4.788336838146279e-09,9.044635929100764e-09
1912,9.376958209905695e-09,3.125652625612929e-09
1913,7.424185766158331e-09,5.833288574397244e-09
1914,1.3393487430235496e-09,9.37544131218715e-09
1915,1.5314990164938536e-08,5.890380960771324e-09
1916,1.2086208478478966e-08,9.888716068218173e-09
1917,7.676497326691845e-09,1.864292098474607e-08
1918,1.4932289182922887e-08,1.1486376294556067e-08
1919,6.445494027396137e-09,1.6574126959767455e-08
1920,6.057785384427916e-09,4.543339038320937e-09
1921,4.543648624011354e-09,8.330022005509363e-09
1922,8.853522359686394e-09,5.164555005876537e-09
1923,7.431163684401554e-09,1.1677542932631013e-08
1924,6.4458122173149945e-09,6.4458122173149945e-09
1925,2.1996355847875293e-09,1.429763130111894e-08
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,1.2264147031260109e-08
1928,7.998228634953364e-09,1.1426041224282812e-08
1929,3.342121912552898e-09,1.2254446568604749e-08
1930,3.1510810627466412e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,5.735331098932761e-09
1934,2.3963160344919743e-09,1.677421224144382e-08
1935,2.393656828303392e-09,1.3165112555668657e-08
1936,1.2124714565686645e-09,2.5461900587941955e-08
1937,5.0364472592434595e-09,1.7627565185307503e-08
1938,1.2965214679638848e-08,7.779128674556546e-09
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,2.5357829169792012e-09,1.2678914584896006e-08
1941,5.9030051957620344e-09,8.854507793643052e-09
1942,0.0,2.4273694831933312e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,6.535512131478072e-09,3.0499055725385915e-08
1946,5.568441707737293e-09,1.5313214696277555e-08
1947,1.1920870957027319e-09,1.4305044926388177e-08
1948,2.174377566888097e-09,1.6307831529616124e-08
1949,6.8719057111366055e-09,6.8719057111366055e-09
1950,2.1270722960764488e-09,5.317680740191122e-09
1951,0.0,1.1727541604500402e-08
1952,1.0544803918932644e-09,1.5817205989421268e-08
1953,4.30953106533849e-09,1.0773827163745864e-08
1954,1.9545072227344917e-09,1.563605800392054e-08
1955,1.8771215692936494e-09,2.4402580844906652e-08
1956,2.616342476002842e-09,1.744228228517386e-08
1957,8.835037701437898e-10,1.6786571688243157e-08
1958,8.272243445794913e-10,1.2408364835625463e-08
1959,5.4255236969780185e-09,1.55014957536892e-08
1960,6.920833350854139e-10,1.4533750314349447e-08
1961,1.3896318540318475e-09,1.5285950616394928e-08
1962,2.536782617301725e-09,1.7123282014530616e-08
1963,3.879631726988464e-09,8.40586911188268e-09
1964,3.6503810529886493e-09,1.5818317211646615e-08
1965,2.188817349590977e-09,1.4774516721161035e-08
1966,3.8773524391189085e-09,1.3293779521639237e-08
1967,1.972134178185314e-09,1.4791006419656583e-08
1968,1.796566312384229e-09,1.886394618288989e-08
1969,3.179230406713529e-09,2.3617140132436987e-08
1970,1.8394900047624674e-09,3.357069200404794e-08
1971,7.193756368373272e-09,1.5415192677892264e-08
1972,8.20823486957778e-09,1.48774259578488e-08
1973,2.2052815684681093e-09,7.16716475057666e-09
1974,4.500457340128605e-09,9.563471903284437e-09
1975,2.2845920710778955e-09,1.4278700000147637e-08
1976,5.142174241967723e-09,1.1998406490576485e-08
1977,2.938390863960194e-09,1.998105791933824e-08
1978,5.346532216954358e-09,1.3663359665905261e-08
1979,5.266775904289034e-09,3.101545842376652e-08
1980,2.2740602734216964e-09,1.932951232408442e-08
1981,5.060439622894819e-09,2.7832417925921504e-08
1982,9.9320033308814e-09,2.545075949988984e-08
1983,8.841442689089263e-09,1.8314416649900522e-08
1984,3.4794051528841408e-09,2.3196033982486597e-08
1985,5.414002357539971e-09,2.3460675624420446e-08
1986,2.9972427872948515e-09,2.0381250576129162e-08
1987,2.4443267410134695e-09,1.9554614372196966e-08
1988,1.1993107618124554e-09,3.1781735909675035e-08
1989,2.1952488715726304e-09,2.798942322357334e-08
1990,5.44865097484859e-10,2.6153524013139418e-08
1991,2.9307325455363298e-09,2.344586091940215e-08
1992,5.509944167592096e-09,2.589673719910479e-08
1993,2.2156829704300662e-09,3.3789164577413544e-08
1994,2.1099706426497278e-09,2.5319648377930548e-08
1995,1.0844901643380922e-09,2.982347924174178e-08
1996,1.6014276571496566e-09,2.4555223632205525e-08
1997,2.3974471297094624e-09,2.7330898877409027e-08
1998,3.3376904573501065e-09,3.194646502890919e-08
1999,2.2851005809787495e-09,3.9760748693495884e-08
2000,4.418031607222872e-09,3.3135236332526574e-08
2001,1.7524847129024579e-09,2.979224045240869e-08
2002,6.571832134039113e-09,3.7240381001169e-08
2003,3.7502307925763034e-09,3.50021540640455e-08
2004,3.0833539332864035e-09,2.7309706274181167e-08
2005,3.15262471684008e-09,3.1976622238971686e-08
2006,1.2353669753828456e-09,3.747279864185771e-08
2007,3.1955835755326234e-09,4.673540843214141e-08
2008,3.8316958494988285e-09,4.044567525340881e-08
2009,1.430457752249481e-09,4.100645600857433e-08
2010,1.8895172093635892e-09,4.298651479217597e-08
2011,3.0591775501687124e-09,4.779965001588948e-08
2012,4.085103283424374e-09,5.412761705514413e-08
2013,1.6734750252211938e-09,5.271446479326869e-08
2014,3.0316233134985993e-09,6.279791175956007e-08
2015,3.5465207437468393e-09,4.233659112173882e-08
2016,3.935546166733417e-09,5.364770583327072e-08
2017,1.7609279590047322e-09,8.251205407816542e-08
2018,1.8070267504555204e-09,6.195520096952123e-08
2019,3.826481742574828e-09,5.7652324692014645e-08
