year,ton_DET arbre_NOUN,ton_DET marbre_NOUN
1904,5.374625189347171e-09,8.599400302955473e-09
1905,1.2385822145688508e-08,7.225062603755106e-09
1906,7.201858387428928e-09,8.745113966313056e-09
1907,6.1714118260169926e-09,5.142843262362362e-09
1908,1.718986220033969e-08,1.4734167219643268e-09
1909,9.351672325408344e-09,2.7504917454734823e-08
1910,2.1376603265288452e-08,1.4429207162436342e-08
1911,1.0640748726586935e-08,1.3300935131077551e-08
1912,5.730363294986773e-09,9.897900277167082e-09
1913,8.484783542428431e-09,1.1666577703906e-08
1914,1.4732836284281348e-08,8.705766774141921e-09
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,3.44591288836682e-09,8.040463406189247e-09
1919,1.9336481860143806e-08,1.1970202606903513e-08
1920,1.741613298023026e-08,6.057785384427916e-09
1921,8.330022005509363e-09,1.5145494858259667e-09
1922,8.853522359686394e-09,7.377935595798135e-09
1923,1.5923921736771263e-08,6.369568872344189e-09
1924,1.0313299547703991e-08,1.0313299547703991e-08
1925,2.0896537833436923e-08,7.698724768800957e-09
1926,7.802296808634424e-09,2.11776637337735e-08
1927,2.675813981500852e-08,2.2298449753321847e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,8.912325322185666e-09,6.684243825105796e-09
1930,5.2518016602221e-09,4.201441416995522e-09
1931,9.124285327288817e-09,5.7026783295555106e-09
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,1.720599263066447e-08,6.882397318719313e-09
1934,1.0783422155213884e-08,1.3179738189705859e-08
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,6.295559185076627e-09,7.554670666820584e-09
1938,1.8151300906765755e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,7.607348750937604e-09,0.0
1941,3.246652724442356e-08,8.854508237732261e-09
1942,1.8205270180260413e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,6.4263723231761105e-09
1945,2.832055301382752e-08,8.714016175304096e-09
1946,3.201854159584627e-08,1.1136883415474585e-08
1947,1.311295849681926e-08,1.549713202209091e-08
1948,2.2830964674369625e-08,9.784699273041042e-09
1949,1.1780409536754632e-08,2.945102384188658e-09
1950,1.1698897850465073e-08,4.2541445921528975e-09
1951,3.4116486968827076e-08,3.1984206394497505e-09
1952,2.3198567955518e-08,4.2179215675730575e-09
1953,1.0773827385790469e-08,4.3095309543161875e-09
1954,1.5636057337786724e-08,3.9090144454689835e-09
1955,1.407841132561316e-08,3.754243138587299e-09
1956,1.5698054633972447e-08,1.2209598665435806e-08
1957,9.718541527092839e-09,2.6505113659425206e-09
1958,7.445019267748876e-09,8.272243334772611e-09
1959,1.5501495198577686e-08,8.525822714489095e-09
1960,2.0762499497450904e-08,4.152500010512483e-09
1961,2.431855783413539e-08,9.727422589644874e-09
1962,2.219684702708946e-08,8.244543381330516e-09
1963,1.6811737557631545e-08,4.526237162849611e-09
1964,1.8860301764789256e-08,6.083968440151466e-09
1965,2.188817349590977e-08,9.302473458205895e-09
1966,2.2710207381315684e-08,5.539074865446025e-09
1967,1.8242241273114246e-08,8.381570104631919e-09
1968,2.5151928428890358e-08,9.431973424511852e-09
1969,1.7258680040654895e-08,6.8126366770115965e-09
1970,1.701528307140876e-08,1.149681222445409e-08
1971,2.209510885364807e-08,1.0276794637498199e-08
1972,1.3851396252206882e-08,3.5911027485013847e-09
1973,2.205281468548037e-08,8.269805285010534e-09
1974,1.406392957647995e-08,7.313243344242437e-09
1975,1.7134440533084216e-08,1.1422960355389478e-09
1976,1.3712464053128315e-08,5.713526873840635e-10
1977,1.7042667055378047e-08,1.1753563677885381e-09
1978,1.4851478602473378e-08,3.5643548113029055e-09
1979,1.462993370893173e-08,4.096381456264453e-09
1980,1.9898027447950994e-08,2.8425752862659692e-09
1981,3.415796712147312e-08,1.8976649140967083e-09
1982,2.358850825778802e-08,1.3035754697909852e-08
1983,2.3366668600033336e-08,3.78918940668882e-09
1984,3.537395043551328e-08,7.538711266352749e-09
1985,2.0452897375733414e-08,1.8046674155058895e-09
1986,1.6185110363053923e-08,2.3977941854269602e-09
1987,2.199894000298741e-08,0.0
1988,1.3192418601981615e-08,5.396898483667201e-09
1989,1.8659616074501173e-08,2.744061089465788e-09
1990,2.3429199524915845e-08,2.179460389939436e-09
1991,1.75843961613964e-08,1.1722930404189924e-09
1992,2.0386793364579603e-08,3.30596661157756e-09
1993,1.717154241021035e-08,1.1078414852150331e-09
1994,1.898973578384755e-08,4.2199412852994556e-09
1995,2.548551858438941e-08,2.7112254663563817e-09
1996,1.6014276127407356e-08,5.871901187504136e-09
1997,1.5823152010874253e-08,1.438468344439059e-09
1998,1.9549330376733565e-08,1.43043876743576e-09
1999,2.4679086774170855e-08,5.941261621567051e-09
2000,2.915900787492376e-08,3.092622158362701e-09
2001,2.0591695459870607e-08,1.7524847129024579e-09
2002,2.716357272447567e-08,4.381221607729913e-09
2003,1.750107703202275e-08,1.6667692226413067e-09
2004,1.894060269735931e-08,3.0833537945085254e-09
2005,2.3869873411186404e-08,1.8014998381943315e-09
2006,1.8530505130343045e-08,3.294311934354255e-09
2007,2.5165220685074985e-08,2.3966876816494675e-09
2008,2.6396125729633013e-08,1.2772318758180745e-09
2009,2.527142028974083e-08,9.53638501499654e-10
2010,3.306655149692972e-08,2.3618964561933353e-09
2011,5.0858828704036796e-08,1.91198598620268e-09
2012,6.297867605198348e-08,6.808505426114664e-10
2013,6.247639960932361e-08,3.3469500504423877e-09
2014,5.8250474332943725e-08,2.815078836704288e-09
2015,5.541438385936459e-08,1.329945265027277e-09
2016,6.35901407086692e-08,5.3854840587064245e-09
2017,7.4462096932848e-08,2.7671725466582586e-09
2018,9.809573819907769e-08,3.872199894061623e-09
2019,8.265200213131152e-08,3.5713829116268414e-09
