year,son_DET matin_NOUN
1932,1.6439305028370654e-08
1933,1.3764794637438627e-08
1934,8.38710612072191e-09
1935,1.3165112555668657e-08
1936,1.576212937948185e-08
1937,1.6368453148452033e-08
1938,1.8151300906765755e-08
1939,7.647025235257843e-09
1940,1.0143131667916805e-08
1941,2.3612020783048138e-08
1942,2.730790660265825e-08
1943,2.0322646676618206e-08
1944,4.819779064746399e-08
1945,1.742803235060819e-08
1946,2.3665878146061914e-08
1947,2.6225916327504706e-08
1948,2.391815279167986e-08
1949,1.7670615193310368e-08
1950,1.3825969924496917e-08
1951,1.1727541604500402e-08
1952,1.1599284199803606e-08
1953,1.723812381726475e-08
1954,1.6613311615287785e-08
1955,1.8771215692936494e-08
1956,7.849027205963921e-09
1957,1.6786571077620493e-08
1958,5.5424031253359374e-08
1959,1.4726420638488946e-08
1960,1.6610000486139143e-08
1961,2.153929301584867e-08
1962,2.2196847748734427e-08
1963,2.1337976496837996e-08
1964,1.8860301598255802e-08
1965,2.188817349590977e-08
1966,2.2156298795650287e-08
1967,2.7116846434971364e-08
1968,2.6050212126316197e-08
1969,1.77128555989281e-08
1970,1.563566556783691e-08
1971,1.7470551672005286e-08
1972,1.3338381954497436e-08
1973,1.4334330000753681e-08
1974,1.1813700240281833e-08
1975,1.5420996035686585e-08
1976,1.4855169483407593e-08
1977,2.5857840313392444e-08
1978,1.603959731699689e-08
1979,1.3459538594773335e-08
1980,2.3309117747061237e-08
1981,3.605563259068134e-08
1982,2.2967758028791252e-08
1983,1.326216381158929e-08
1984,2.2036232949496082e-08
1985,1.8046674599148105e-08
1986,1.7384008066390066e-08
1987,1.0388388482773792e-08
1988,1.3792074149421296e-08
1989,8.232183490441969e-09
1990,1.2531897519707513e-08
1991,9.964490510494528e-09
1992,1.5427844002324775e-08
1993,1.550978068198816e-08
1994,1.5824779597828353e-08
1995,1.2471637111932665e-08
1996,1.7615703562512408e-08
1997,1.630264157004291e-08
1998,8.582632937681467e-09
1999,1.5995704150117973e-08
2000,1.502130719810424e-08
2001,1.3581756691527502e-08
2002,7.886198694073698e-09
2003,1.541761496248739e-08
2004,1.7178685862706544e-08
2005,2.2518748199473748e-08
2006,1.6059770735488144e-08
2007,1.198343807518043e-08
2008,1.4901039041559372e-08
2009,1.668867399828855e-08
2010,1.2754241052181925e-08
2011,1.070712113415695e-08
2012,1.3957435707201427e-08
2013,1.8966050674418256e-08
2014,1.515811598462591e-08
2015,1.8619233987937633e-08
2016,2.3406143218052122e-08
2017,1.6351474230180685e-08
2018,1.2132893578709059e-08
2019,1.3520234709574197e-08
