year,ton_DET or_NOUN,ton_DET mort_NOUN
1919,2.117805197876521e-08,3.6831394045755417e-09
1920,3.7103934591442567e-08,3.028892692213958e-09
1921,2.8019165876358443e-08,0.0
1922,4.057864688711277e-08,1.475587119159627e-08
1923,3.6094223609950404e-08,7.431163684401554e-09
1924,2.9650736532715882e-08,5.156649773851996e-09
1925,5.939016034517408e-08,3.299453377181294e-09
1926,4.904300876518164e-08,0.0
1927,2.787306230267461e-08,1.1149224876660924e-09
1928,2.742249938236796e-08,1.1426041224282812e-09
1929,6.684243802901335e-08,5.570203187588163e-09
1930,3.676261295382233e-08,2.100720708497761e-09
1931,3.307553342324354e-08,2.2810713318222042e-09
1932,3.6166470818166374e-08,0.0
1933,2.1794258397989097e-08,0.0
1934,3.5944742293736454e-08,9.585264137967897e-09
1935,2.393656917121234e-08,0.0
1936,3.273672799508631e-08,0.0
1937,5.9178256517355976e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,1.5558256905023882e-08
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,3.8369532440185594e-08,0.0
1942,4.551317811518629e-08,6.068423541449874e-09
1943,4.6451763546784264e-08,1.7419411024732767e-08
1944,5.1410978585408884e-08,1.927911696952833e-08
1945,3.267756198965799e-08,0.0
1946,3.619487021211398e-08,2.7842208538686464e-09
1947,5.8412266579210836e-08,7.152522574216391e-09
1948,3.4790040626120344e-08,5.435944139264848e-09
1949,4.908504047662632e-08,1.9634016634739737e-09
1950,4.4668516441248585e-08,8.508289184305795e-09
1951,3.731490771929913e-08,2.1322803522849654e-09
1952,6.537778207693634e-08,0.0
1953,4.5250076685654506e-08,4.3095309543161875e-09
1954,4.1044653009691956e-08,0.0
1955,1.970977603349411e-08,2.815682353940474e-09
1956,5.145473469525541e-08,6.104799332717903e-09
1957,3.0922632010543794e-08,7.068030161150318e-09
1958,4.9633462229081715e-08,4.9633461784992505e-09
1959,4.5729413145068065e-08,3.8753737996444215e-09
1960,4.913791784577626e-08,1.3841666701708277e-09
1961,4.933192965239641e-08,2.779263652552544e-09
1962,3.805173776072479e-08,6.976152100435229e-09
1963,5.8841084893401785e-08,1.2285501060915749e-08
1964,4.258777996923868e-08,4.258777774879263e-09
1965,5.143720827049947e-08,3.283225968875314e-09
1966,6.979234001835977e-08,1.1078149508847446e-09
1967,5.078245596257247e-08,2.9582012395223956e-09
1968,5.749012288447375e-08,4.0422742653145605e-09
1969,3.996746922307892e-08,4.5417578031781147e-10
1970,4.3228016055607554e-08,5.518470125309705e-09
1971,4.8300937471879024e-08,7.707596449968435e-09
1972,3.231992473651246e-08,2.0520587451500205e-09
1973,3.6387143520499876e-08,4.410563081425067e-09
1974,3.037808715689039e-08,2.812785782069227e-09
1975,2.8557400000295274e-08,5.140332159925265e-09
1976,3.199574982737374e-08,5.1421741309454205e-09
1977,2.11564152863275e-08,4.113747398282186e-09
1978,4.514849250014663e-08,8.316828115084718e-09
1979,3.043026175486574e-08,1.1703946700691858e-09
1980,2.5014662785594055e-08,2.8425752862659692e-09
1981,2.8464972379182996e-08,1.2651099057237047e-09
1982,4.034876344150007e-08,6.207502289967692e-10
1983,2.336666926616715e-08,1.0104505454577861e-08
1984,2.7255340206977507e-08,3.479405208395292e-09
1985,2.8874678426049627e-08,3.609334831011779e-09
1986,2.997242765090391e-08,4.196139880008332e-09
1987,1.772136820621384e-08,4.277571630240118e-09
1988,2.518552633112847e-08,4.797243047249822e-09
1989,2.6342985570693145e-08,1.0427432250992297e-08
1990,2.9967581305356816e-08,3.814055737905164e-09
1991,2.930732689865323e-08,2.344586080837985e-09
1992,2.6998725921600908e-08,9.91789939064347e-09
1993,3.3235243224183364e-08,3.323524566667402e-09
1994,2.7429619020580276e-08,3.6924485691258724e-09
1995,3.416143945500494e-08,3.2534704930142766e-09
1996,2.882569782869382e-08,5.3380921904988554e-09
1997,3.787966806889642e-08,2.8769365778558154e-09
1998,2.8608776236893618e-08,2.3840645013706308e-09
1999,3.0620348590026936e-08,3.656160929565999e-09
2000,3.7995070645280293e-08,3.5344251969604557e-09
2001,3.242096580091669e-08,1.0514908055370142e-08
2002,3.1106672349068276e-08,6.133709984368352e-09
2003,2.9585152550026805e-08,3.333538389771462e-09
2004,3.611928783842089e-08,4.404791198453495e-09
2005,3.693074512867156e-08,6.305249322657858e-09
2006,2.5119128999051554e-08,4.117890028965121e-09
2007,2.95591473520318e-08,7.1900631282151295e-09
2008,4.470311798510096e-08,2.554463834902876e-09
2009,3.385416791346074e-08,2.384096253749135e-09
2010,5.385123991175078e-08,3.3066552274085836e-09
2011,5.238841427335217e-08,4.9711634531046656e-09
2012,6.434037702618411e-08,1.2595734927289826e-08
2013,7.558528691831157e-08,1.4503449996539075e-08
2014,7.622367403925523e-08,9.094869662940042e-09
2015,8.156997455266435e-08,1.4407740250854673e-08
2016,8.451067357029274e-08,1.2635174378994307e-08
2017,1.1471187910672143e-07,9.609635220897417e-08
2018,8.131620088391855e-08,9.293280145428184e-09
2019,7.219295605764842e-08,1.3010037214211678e-08
